"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",2138093,10,213809,10773,5.305955594081838
"Arkansas",1574449,8,196806,-6230,-3.0684213636990485
"California",2376561,12,198047,-4989,-2.457199708426092
"Colorado",798572,4,199643,-3393,-1.6711322130065605
"Connecticut",1114756,5,222951,19915,9.80860537047617
"Delaware",202322,1,202322,-714,-0.35166177426663253
"Florida",752619,4,188155,-14881,-7.329242104848402
"Georgia",2609121,13,200702,-2334,-1.1495498335270593
"Idaho",323440,2,161720,-41316,-20.349100652101104
"Illinois",5638591,28,201378,-1658,-0.8166039520085109
"Indiana",2700876,13,207760,4724,2.326680982682874
"Iowa",2224771,11,202252,-784,-0.3861384188025769
"Kansas",1690949,8,211369,8333,4.104198270257491
"Kentucky",2289905,11,208173,5137,2.530093185444946
"Louisiana",1656388,8,207048,4012,1.9760042554029829
"Maine",742371,4,185593,-17443,-8.591087294863966
"Maryland",1295346,6,215891,12855,6.331389507279497
"Massachusetts",3366416,16,210401,7365,3.6274355286747175
"Michigan",2810173,14,200727,-2309,-1.1372367461927935
"Minnesota",2074376,10,207438,4402,2.16808841781753
"Mississippi",1797114,9,199679,-3357,-1.6534013672452177
"Missouri",3293335,16,205833,2797,1.3775882109576627
"Montana",366338,2,183169,-19867,-9.784964242794382
"Nebraska",1192214,6,198702,-4334,-2.1345968202683268
"Nevada",80293,1,80293,-122743,-60.4538111467917
"New Hampshire",430572,2,215286,12250,6.033412793790264
"New Jersey",2537167,12,211431,8395,4.134734726846471
"New York",9108934,45,202421,-615,-0.30290194842293977
"North Carolina",2206287,11,200572,-2464,-1.2135778876652417
"North Dakota",574403,3,191468,-11568,-5.697511771311492
"Ohio",4767121,23,207266,4230,2.083374376957781
"Oklahoma",1657155,8,207144,4108,2.0232865107665634
"Oregon",672765,3,224255,21219,10.45085600583148
"Pennsylvania",7665111,38,201713,-1323,-0.6516085817293485
"Rhode Island",542610,3,180870,-22166,-10.917275754053469
"South Carolina",1515400,7,216486,13450,6.624440985835024
"South Dakota",575676,3,191892,-11144,-5.488681810122343
"Tennessee",2184789,11,198617,-4419,-2.176461317204831
"Texas",3896542,19,205081,2045,1.0072105439429462
"Utah",371864,2,185932,-17104,-8.42412183061132
"Vermont",355956,2,177978,-25058,-12.341653696881341
"Virginia",2061612,10,206161,3125,1.5391359167832306
"Washington",1140134,6,190022,-13014,-6.409700742725429
"West Virginia",1221119,6,203520,484,0.23838137079138674
"Wisconsin",2332853,11,212078,9042,4.45339742705727
"Wyoming",144658,1,144658,-58378,-28.75253649599086
"Arizona",180225,1,180225,-22811,-11.234953407277528
"New Mexico",316983,2,158492,-44544,-21.93896648870151
"TOTAL",91569325,451,203036,0,0.0
