"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",4062608,10,406261,13009,3.308056920244525
"Arizona",3677985,9,408665,15413,3.9193697679859225
"Arkansas",2362239,6,393706,454,0.1154476010293654
"California",29839250,76,392622,-630,-0.16020261816850265
"Colorado",3307912,8,413489,20237,5.146064101390458
"Connecticut",3295669,8,411959,18707,4.757000600124093
"Delaware",668696,2,334348,-58904,-14.978690508884887
"Florida",13003362,33,394041,789,0.2006347075157914
"Georgia",6508419,17,382848,-10404,-2.645631808611272
"Idaho",1011986,3,337329,-55923,-14.22065240609075
"Illinois",11466682,29,395403,2151,0.5469775106038877
"Indiana",5564228,14,397445,4193,1.066237425365923
"Iowa",2787424,7,398203,4951,1.2589891469083438
"Kansas",2485600,6,414267,21015,5.3439016203350524
"Kentucky",3698969,9,410997,17745,4.512373745079492
"Louisiana",4238216,11,385292,-7960,-2.0241473660655256
"Maine",1233223,3,411074,17822,4.531954065077864
"Maryland",4798622,12,399885,6633,1.6867047084312348
"Massachusetts",6029051,15,401937,8685,2.208507521894358
"Michigan",9328784,24,388699,-4553,-1.1577817786050675
"Minnesota",4387029,11,398821,5569,1.4161402866355417
"Mississippi",2586443,7,369492,-23760,-6.041927313783528
"Missouri",5137804,13,395216,1964,0.4994253048935543
"Montana",803655,2,401828,8576,2.1807899260525057
"Nebraska",1584617,4,396154,2902,0.7379492030555471
"Nevada",1206152,3,402051,8799,2.2374965670867537
"New Hampshire",1113915,3,371305,-21947,-5.580899779276393
"New Jersey",7748634,20,387432,-5820,-1.4799670440328339
"New Mexico",1521779,4,380445,-12807,-3.2566903664825606
"New York",18044505,46,392272,-980,-0.24920407270655967
"North Carolina",6657630,17,391625,-1627,-0.41372961866691077
"North Dakota",641364,2,320682,-72570,-18.45381587379085
"Ohio",10887325,28,388833,-4419,-1.123706936010497
"Oklahoma",3157604,8,394700,1448,0.3682117319174473
"Oregon",2853733,7,407676,14424,3.6678770864483843
"Pennsylvania",11924710,30,397490,4238,1.0776804695208162
"Rhode Island",1005984,3,335328,-57924,-14.72948643617833
"South Carolina",3505707,9,389523,-3729,-0.9482469256354703
"South Dakota",699999,2,350000,-43252,-10.998545461942978
"Tennessee",4896641,12,408053,14801,3.7637443674793767
"Texas",17059805,43,396740,3488,0.8869630669392654
"Utah",1727784,4,431946,38694,9.839492233987366
"Vermont",564964,2,282482,-110770,-28.167688911944506
"Virginia",6216568,16,388536,-4716,-1.199231027432791
"Washington",4887941,12,407328,14076,3.5793842116505443
"West Virginia",1801625,5,360325,-32927,-8.373002553070295
"Wisconsin",4906745,13,377442,-15810,-4.0203228464190905
"Wyoming",455975,1,455975,62723,15.949823522830146
"TOTAL",247355562,629,393252,0,0.0
