"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",3475885,10,347588,2997,0.8697267195022504
"Arizona",1787620,5,357524,12933,3.7531450328070086
"Arkansas",1942303,6,323717,-20874,-6.057616130427086
"California",20098863,58,346532,1941,0.563276463981938
"Colorado",2226771,6,371128,26537,7.701013665475882
"Connecticut",3050693,9,338966,-5625,-1.6323699690357554
"Delaware",551928,2,275964,-68627,-19.91549402044743
"Florida",6855702,20,342785,-1806,-0.5240995847250799
"Georgia",4627306,13,355947,11356,3.2955010432657845
"Idaho",719921,2,359960,15369,4.460070054064094
"Illinois",11184320,32,349510,4919,1.4274894004776677
"Indiana",5228156,15,348544,3953,1.1471570644619273
"Iowa",2846920,8,355865,11274,3.2717047166060635
"Kansas",2265846,7,323692,-20899,-6.064871108067245
"Kentucky",3246481,9,360720,16129,4.680621374324924
"Louisiana",3672008,11,333819,-10772,-3.126024765591672
"Maine",1006320,3,335440,-9151,-2.6556120154037686
"Maryland",3953698,11,359427,14836,4.305393930775906
"Massachusetts",5726676,17,336863,-7728,-2.242658688125923
"Michigan",8937196,26,343738,-853,-0.24753983708222213
"Minnesota",3833173,11,348470,3879,1.1256823306470571
"Mississippi",2233848,6,372308,27717,8.043448610091383
"Missouri",4718034,14,337002,-7589,-2.2023210124466397
"Montana",701573,2,350786,6195,1.7977834592313786
"Nebraska",1496820,4,374205,29614,8.593956313426641
"Nevada",492396,2,246198,-98393,-28.553560597926236
"New Hampshire",746284,2,373142,28551,8.285474664167085
"New Jersey",7208035,21,343240,-1351,-0.3920589916741876
"New Mexico",1026664,3,342221,-2370,-0.6877718802870649
"New York",18338055,53,346001,1410,0.4091807389049627
"North Carolina",5125230,15,341682,-2909,-0.8441891982088912
"North Dakota",624181,2,312090,-32501,-9.431761131312193
"Ohio",10730200,31,346135,1544,0.44806741905621444
"Oklahoma",2585486,8,323186,-21405,-6.211711855504062
"Oregon",2110810,6,351802,7211,2.0926257505274366
"Pennsylvania",11884314,34,349539,4948,1.435905174540252
"Rhode Island",957798,3,319266,-25325,-7.349292349480979
"South Carolina",2617320,8,327165,-17426,-5.057009614296368
"South Dakota",673247,2,336624,-7967,-2.3120162743658423
"Tennessee",3961060,12,330088,-14503,-4.208757628608989
"Texas",11298787,33,342387,-2204,-0.6395988287564097
"Utah",1067810,3,355937,11346,3.2925990522097206
"Vermont",448327,1,448327,103736,30.104094419181
"Virginia",4690742,14,335053,-9538,-2.767919069273429
"Washington",3443487,10,344349,-242,-0.07022818355673828
"West Virginia",1763331,5,352666,8075,2.343357777771329
"Wisconsin",4447013,13,342078,-2513,-0.7292703523887739
"Wyoming",335719,1,335719,-8872,-2.574646464939595
"TOTAL",202964357,589,344591,0,0.0
