"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",2348174,11,213470,-8967,-4.0312537932088635
"Arizona",309754,1,309754,87317,39.25471032247333
"Arkansas",1752204,8,219026,-3411,-1.5334679032714882
"California",3426031,15,228402,5965,2.6816581773715704
"Colorado",939161,4,234790,12353,5.553482559106623
"Connecticut",1380631,6,230105,7668,3.447268215269941
"Delaware",223003,1,223003,566,0.2544540701412085
"Florida",968470,4,242118,19681,8.847898506093859
"Georgia",2895832,13,222756,319,0.143411392888773
"Idaho",430442,2,215221,-7216,-3.244064611552934
"Illinois",6485280,29,223630,1193,0.5363316354743141
"Indiana",2930390,13,225415,2978,1.338806043958514
"Iowa",2404021,11,218547,-3890,-1.7488097753521221
"Kansas",1769257,8,221157,-1280,-0.5754438335348886
"Kentucky",2416630,11,219694,-2743,-1.2331581526454682
"Louisiana",1798509,8,224814,2377,1.068617181494086
"Maine",768014,3,256005,33568,15.091014534452452
"Maryland",1449661,7,207094,-15343,-6.897683389004527
"Massachusetts",3852356,17,226609,4172,1.8755872449277775
"Michigan",3668412,16,229276,6839,3.0745784199571116
"Minnesota",2385656,11,216878,-5559,-2.499134586422223
"Mississippi",1790618,8,223827,1390,0.624896037979293
"Missouri",3404055,15,226937,4500,2.0230447272710927
"Montana",541511,2,270756,48319,21.722555150447093
"Nebraska",1296372,6,216062,-6375,-2.8659800303007144
"Nevada",75820,1,75820,-146617,-65.91394417295685
"New Hampshire",443083,2,221542,-895,-0.4023611179794728
"New Jersey",3155900,14,225421,2984,1.3415034369282088
"New Mexico",353428,2,176714,-45723,-20.555483125559146
"New York",10380987,47,220872,-1565,-0.7035699995953911
"North Carolina",2559123,11,232648,10211,4.590513268925584
"North Dakota",645145,3,215048,-7389,-3.3218394421791335
"Ohio",5759394,26,221515,-922,-0.4144993863430994
"Oklahoma",2028283,9,225365,2928,1.3163277692110575
"Oregon",783389,4,195847,-26590,-11.95394651069741
"Pennsylvania",8720017,39,223590,1153,0.5183490156763488
"Rhode Island",604397,3,201466,-20971,-9.42783799457824
"South Carolina",1683724,8,210466,-11971,-5.381748540036055
"South Dakota",631239,3,210413,-12024,-5.405575511268359
"Tennessee",2337885,10,233788,11351,5.103017933167594
"Texas",4663228,21,222058,-379,-0.1703853225857209
"Utah",448388,2,224194,1757,0.7898865746256244
"Vermont",352428,2,176214,-46223,-20.780265873033713
"Virginia",2309187,10,230919,8482,3.8132145281585346
"Washington",1354596,6,225766,3329,1.4966035326856593
"West Virginia",1463701,7,209100,-13337,-5.995855006136569
"Wisconsin",2631305,12,219275,-3162,-1.4215260950291544
"Wyoming",193487,1,193487,-28950,-13.01492107877736
"TOTAL",105212578,473,222437,0,0.0
