"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",2646242,9,294027,13352,4.7571034114189015
"Arizona",389375,1,389375,108700,38.72806626881625
"Arkansas",1854444,7,264921,-15754,-5.612897479290995
"California",5668241,20,283412,2737,0.9751491939075443
"Colorado",1034849,4,258712,-21963,-7.825064576467444
"Connecticut",1606897,6,267816,-12859,-4.581455419969716
"Delaware",238380,1,238380,-42295,-15.069030016923488
"Florida",1468191,5,293638,12963,4.618508951634452
"Georgia",2908446,10,290845,10170,3.623407856061281
"Idaho",441536,2,220768,-59907,-21.343903090763337
"Illinois",7630388,27,282607,1932,0.6883406074641489
"Indiana",3238480,12,269873,-10802,-3.84857931771622
"Iowa",2470420,9,274491,-6184,-2.2032599982185803
"Kansas",1879498,7,268500,-12175,-4.3377571924824085
"Kentucky",2614575,9,290508,9833,3.503340162109201
"Louisiana",2101593,8,262699,-17976,-6.404560434666429
"Maine",797418,3,265806,-14869,-5.297586176182417
"Maryland",1631522,6,271920,-8755,-3.1192660550458715
"Massachusetts",4249598,15,283307,2632,0.9377393782844927
"Michigan",4842052,17,284827,4152,1.4792909949229536
"Minnesota",2551583,9,283509,2834,1.0097087378640777
"Mississippi",2008154,7,286879,6204,2.210385677384876
"Missouri",3629110,13,279162,-1513,-0.5390576289302574
"Montana",524729,2,262364,-18311,-6.523915560701879
"Nebraska",1375123,5,275025,-5650,-2.013004364478489
"Nevada",86390,1,86390,-194285,-69.22062884118643
"New Hampshire",465292,2,232646,-48029,-17.111962233900417
"New Jersey",4041319,14,288666,7991,2.847065110893382
"New Mexico",395982,1,395982,115307,41.082034381401975
"New York",12587967,45,279733,-942,-0.3356194887325198
"North Carolina",3167274,11,287934,7259,2.5862652534069652
"North Dakota",673340,2,336670,55995,19.95012024583593
"Ohio",6646633,24,276943,-3732,-1.3296517324307473
"Oklahoma",2382222,9,264691,-15984,-5.694842789703394
"Oregon",950379,3,316793,36118,12.86826400641311
"Pennsylvania",9631299,34,283274,2599,0.9259820076601051
"Rhode Island",687497,2,343748,63073,22.47189810278792
"South Carolina",1738760,6,289793,9118,3.2485971319141353
"South Dakota",673005,2,336502,55827,19.89026454083905
"Tennessee",2616497,9,290722,10047,3.579584929188563
"Texas",5824601,21,277362,-3313,-1.1803687538968557
"Utah",505741,2,252870,-27805,-9.90647546094237
"Vermont",359611,1,359611,78936,28.123630533535227
"Virginia",2421829,9,269092,-11583,-4.126837089160061
"Washington",1552423,6,258737,-21938,-7.816157477509575
"West Virginia",1729199,6,288200,7525,2.681036786318696
"Wisconsin",2931721,10,293172,12497,4.452480627059767
"Wyoming",223630,1,223630,-57045,-20.324218402066446
"TOTAL",122093455,435,280675,0,0.0
