"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",2138093,10,213809,3305,1.5700414243909853
"Arkansas",1574449,7,224921,14417,6.8488009729031285
"California",2376561,11,216051,5547,2.6351043210580323
"Colorado",798572,4,199643,-10861,-5.159521909322389
"Connecticut",1114756,5,222951,12447,5.912951772887927
"Delaware",202322,1,202322,-8182,-3.8868620073727813
"Florida",752619,4,188155,-22349,-10.616900391441494
"Georgia",2609121,12,217427,6923,3.2887736100026608
"Idaho",323440,2,161720,-48784,-23.17485653479269
"Illinois",5638591,27,208837,-1667,-0.7919089423478888
"Indiana",2700876,13,207760,-2744,-1.303538175046555
"Iowa",2224771,10,222477,11973,5.687777904457873
"Kansas",1690949,8,211369,865,0.41091855736708094
"Kentucky",2289905,11,208173,-2331,-1.1073423782920988
"Louisiana",1656388,8,207048,-3456,-1.641774028046973
"Maine",742371,4,185593,-24911,-11.833979401816592
"Maryland",1295346,6,215891,5387,2.5590962642040056
"Massachusetts",3366416,16,210401,-103,-0.048930186599779574
"Michigan",2810173,13,216167,5663,2.690210162277201
"Minnesota",2074376,10,207438,-3066,-1.4565043894652832
"Mississippi",1797114,8,224639,14135,6.714836772697906
"Missouri",3293335,16,205833,-4671,-2.218960209782237
"Montana",366338,2,183169,-27335,-12.985501463155094
"Nebraska",1192214,6,198702,-11802,-5.606544293695132
"Nevada",80293,1,80293,-130211,-61.8567818188728
"New Hampshire",430572,2,215286,4782,2.271690799224718
"New Jersey",2537167,12,211431,927,0.44037167939801625
"New York",9108934,43,211836,1332,0.6327670733097708
"North Carolina",2206287,10,220629,10125,4.809884847793866
"North Dakota",574403,3,191468,-19036,-9.043058564207806
"Ohio",4767121,22,216687,6183,2.9372363470527874
"Oklahoma",1657155,8,207144,-3360,-1.596169193934557
"Oregon",672765,3,224255,13751,6.532417436248242
"Pennsylvania",7665111,36,212920,2416,1.1477216584958005
"Rhode Island",542610,3,180870,-29634,-14.077642230076387
"South Carolina",1515400,7,216486,5982,2.841751225629917
"South Dakota",575676,3,191892,-18612,-8.841637213544635
"Tennessee",2184789,10,218479,7975,3.7885265838178848
"Texas",3896542,18,216475,5971,2.8365256717212026
"Utah",371864,2,185932,-24572,-11.672937331357124
"Vermont",355956,2,177978,-32526,-15.451487857712918
"Virginia",2061612,10,206161,-4343,-2.0631436932314826
"Washington",1140134,5,228027,17523,8.324307376581917
"West Virginia",1221119,6,203520,-6984,-3.3177516816782577
"Wisconsin",2332853,11,212078,1574,0.7477292593014859
"Wyoming",144658,1,144658,-65846,-31.280165697563945
"Arizona",180225,1,180225,-30279,-14.384049709269183
"New Mexico",316983,2,158492,-52012,-24.708319081822676
"TOTAL",91569325,435,210504,0,0.0
