"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",3061743,9,340194,-4393,-1.2748594694518365
"Arizona",749587,2,374794,30207,8.766146140161991
"Arkansas",1909511,6,318252,-26335,-7.642482159802895
"California",10586223,30,352874,8287,2.4049079042447916
"Colorado",1325089,4,331272,-13315,-3.8640459448557256
"Connecticut",2007280,6,334547,-10040,-2.9136328416336075
"Delaware",318085,1,318085,-26502,-7.690945973005365
"Florida",2771305,8,346413,1826,0.5299097180102558
"Georgia",3444578,10,344458,-129,-0.03743611918035213
"Idaho",588637,2,294318,-50269,-14.588188178892414
"Illinois",8712176,25,348487,3900,1.1317896496385527
"Indiana",3934224,11,357657,13070,3.7929463386604834
"Iowa",2621073,8,327634,-16953,-4.919802546236509
"Kansas",1905299,6,317550,-27037,-7.846204296737834
"Kentucky",2944806,8,368101,23514,6.823820979897674
"Louisiana",2683516,8,335440,-9147,-2.6544820321138056
"Maine",913774,3,304591,-39996,-11.606938160754758
"Maryland",2343001,7,334714,-9873,-2.8651690284311364
"Massachusetts",4690514,14,335037,-9550,-2.771433629243123
"Michigan",6371766,18,353987,9400,2.727903258103179
"Minnesota",2982483,9,331387,-13200,-3.830672660315102
"Mississippi",2178914,6,363152,18565,5.387608934753778
"Missouri",3954653,11,359514,14927,4.331852333372995
"Montana",591024,2,295512,-49075,-14.241686424618456
"Nebraska",1325510,4,331378,-13209,-3.833284482583499
"Nevada",160083,1,160083,-184504,-53.5435173120286
"New Hampshire",533242,2,266621,-77966,-22.625926108646002
"New Jersey",4835329,14,345381,794,0.2304207645674387
"New Mexico",681187,2,340594,-3993,-1.1587784797453184
"New York",14830192,43,344888,301,0.08735094475415497
"North Carolina",4061929,12,338494,-6093,-1.768203675704539
"North Dakota",619636,2,309818,-34769,-10.090049827764831
"Ohio",7946627,23,345506,919,0.26669607385072563
"Oklahoma",2233351,6,372225,27638,8.020615983771878
"Oregon",1521341,4,380335,35748,10.374158050071534
"Pennsylvania",10498012,30,349934,5347,1.5517126299018826
"Rhode Island",791896,2,395948,51361,14.90508928079121
"South Carolina",2117027,6,352838,8251,2.394460615171205
"South Dakota",652740,2,326370,-18217,-5.286618473709106
"Tennessee",3291718,9,365746,21159,6.140394153000549
"Texas",7711194,22,350509,5922,1.7185790526050027
"Utah",688862,2,344431,-156,-0.045271585985542116
"Vermont",377747,1,377747,33160,9.623114046670361
"Virginia",3318680,10,331868,-12719,-3.691085270193014
"Washington",2378963,7,339852,-4735,-1.3741087156509098
"West Virginia",2005552,6,334259,-10328,-2.9972111542223008
"Wisconsin",3434575,10,343458,-1129,-0.32763859344664775
"Wyoming",290529,1,290529,-54058,-15.687765353887407
"TOTAL",149895183,435,344587,0,0.0
