"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",2348174,9,260908,14331,5.811977597261707
"Arizona",309754,1,309754,63177,25.621611099169833
"Arkansas",1752204,7,250315,3738,1.5159564760703552
"California",3426031,14,244716,-1861,-0.7547338154004631
"Colorado",939161,4,234790,-11787,-4.780251199422493
"Connecticut",1380631,6,230105,-16472,-6.680266204877178
"Delaware",223003,1,223003,-23574,-9.560502398844987
"Florida",968470,4,242118,-4459,-1.8083600660240007
"Georgia",2895832,12,241319,-5258,-2.1323967766661123
"Idaho",430442,2,215221,-31356,-12.716514516763528
"Illinois",6485280,26,249434,2857,1.1586644334224196
"Indiana",2930390,12,244199,-2378,-0.9644046281688884
"Iowa",2404021,10,240402,-6175,-2.504288721170263
"Kansas",1769257,7,252751,6174,2.503883168340924
"Kentucky",2416630,10,241663,-4914,-1.9928866033733883
"Louisiana",1798509,7,256930,10353,4.198688442149916
"Maine",768014,3,256005,9428,3.823552075011051
"Maryland",1449661,6,241610,-4967,-2.014380903328372
"Massachusetts",3852356,15,256824,10247,4.155699842239949
"Michigan",3668412,15,244561,-2016,-0.8175945039480569
"Minnesota",2385656,10,238566,-8011,-3.2488837158372434
"Mississippi",1790618,7,255803,9226,3.7416304034845096
"Missouri",3404055,14,243147,-3430,-1.3910462046338465
"Montana",541511,2,270756,24179,9.80586186059527
"Nebraska",1296372,5,259274,12697,5.149304274121269
"Nevada",75820,1,75820,-170757,-69.25098447949321
"New Hampshire",443083,2,221542,-25035,-10.153015082509723
"New Jersey",3155900,13,242762,-3815,-1.5471840439294826
"New Mexico",353428,2,176714,-69863,-28.333137316132483
"New York",10380987,42,247166,589,0.23887061648085586
"North Carolina",2559123,10,255912,9335,3.785835661882495
"North Dakota",645145,3,215048,-31529,-12.786675156239227
"Ohio",5759394,23,250408,3831,1.5536728891989113
"Oklahoma",2028283,8,253535,6958,2.821836586542946
"Oregon",783389,3,261130,14553,5.902010325375035
"Pennsylvania",8720017,35,249143,2566,1.0406485600846793
"Rhode Island",604397,2,302198,55621,22.557253920681976
"South Carolina",1683724,7,240532,-6045,-2.4515668533561525
"South Dakota",631239,3,210413,-36164,-14.666412520226949
"Tennessee",2337885,9,259765,13188,5.348430713326872
"Texas",4663228,19,245433,-1144,-0.46395243676417514
"Utah",448388,2,224194,-22383,-9.077488979101862
"Vermont",352428,1,352428,105851,42.928172538395714
"Virginia",2309187,9,256576,9999,4.0551227405637995
"Washington",1354596,5,270919,24342,9.871966971777578
"West Virginia",1463701,6,243950,-2627,-1.0653872826743775
"Wisconsin",2631305,11,239210,-7367,-2.9877076937427254
"Wyoming",193487,1,193487,-53090,-21.530799709624173
"Alaska",55036,1,55036,-191541,-77.67999448448151
"Hawaii",255912,1,255912,9335,3.785835661882495
"District of Columbia",437571,2,218786,-27791,-11.270718680168871
"Puerto Rico",1299809,5,259962,13385,5.428324620706716
"TOTAL",107260906,435,246577,0,0.0
