"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",2646242,9,294027,7701,2.689591584417762
"Arizona",389375,1,389375,103049,35.9900952061636
"Arkansas",1854444,6,309074,22748,7.944790204172866
"California",5668241,20,283412,-2914,-1.0177210592122268
"Colorado",1034849,4,258712,-27614,-9.64425165720193
"Connecticut",1606897,6,267816,-18510,-6.4646591647283165
"Delaware",238380,1,238380,-47946,-16.74524842312609
"Florida",1468191,5,293638,7312,2.553732458805697
"Georgia",2908446,10,290845,4519,1.578270921956092
"Idaho",441536,2,220768,-65558,-22.896279066518584
"Illinois",7630388,27,282607,-3719,-1.2988691212114862
"Indiana",3238480,11,294407,8081,2.8223074397714494
"Iowa",2470420,9,274491,-11835,-4.133400389765511
"Kansas",1879498,7,268500,-17826,-6.225770625091679
"Kentucky",2614575,9,290508,4182,1.4605729133924268
"Louisiana",2101593,7,300228,13902,4.855304792439387
"Maine",797418,3,265806,-20520,-7.166656189099138
"Maryland",1631522,6,271920,-14406,-5.031327926908489
"Massachusetts",4249598,15,283307,-3019,-1.054392545559956
"Michigan",4842052,17,284827,-1499,-0.5235291241452051
"Minnesota",2551583,9,283509,-2817,-0.9838435908719431
"Mississippi",2008154,7,286879,553,0.19313649476470876
"Missouri",3629110,13,279162,-7164,-2.502043125667945
"Montana",524729,2,262364,-23962,-8.368782436802805
"Nebraska",1375123,5,275025,-11301,-3.9468996877684877
"Nevada",86390,1,86390,-199936,-69.82809804209188
"New Hampshire",465292,2,232646,-53680,-18.74786082996305
"New Jersey",4041319,14,288666,2340,0.817250267177972
"New Mexico",395982,1,395982,109656,38.297604828063115
"New York",12587967,44,286090,-236,-0.08242353121965872
"North Carolina",3167274,11,287934,1608,0.5615976194966577
"North Dakota",673340,2,336670,50344,17.58275532085804
"Ohio",6646633,23,288984,2658,0.9283124829739527
"Oklahoma",2382222,8,297778,11452,3.9996367776590316
"Oregon",950379,3,316793,30467,10.640668329107381
"Pennsylvania",9631299,34,283274,-3052,-1.065917869840671
"Rhode Island",687497,2,343748,57422,20.054762752945944
"South Carolina",1738760,6,289793,3467,1.2108575539769355
"South Dakota",673005,2,336502,50176,17.524080942701676
"Tennessee",2616497,9,290722,4396,1.5353128950916088
"Texas",5824601,20,291230,4904,1.7127330385644335
"Utah",505741,2,252870,-33456,-11.684583307139414
"Vermont",359611,1,359611,73285,25.594951209460543
"Virginia",2421829,8,302729,16403,5.728784672017211
"Washington",1552423,5,310485,24159,8.437585130236164
"West Virginia",1729199,6,288200,1874,0.6544987182442391
"Wisconsin",2931721,10,293172,6846,2.390980909871964
"Wyoming",223630,1,223630,-62696,-21.896719124354757
"Alaska",59278,1,59278,-227048,-79.29702506932658
"Hawaii",368336,1,368336,82010,28.6421770988314
"District of Columbia",486869,2,243434,-42892,-14.98012754692204
"Puerto Rico",1543913,5,308783,22457,7.843157799152016
"TOTAL",124551851,435,286326,0,0.0
