"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",3061743,9,340194,-12763,-3.616021215048858
"Arizona",749587,2,374794,21837,6.186872621877453
"Arkansas",1909511,5,381902,28945,8.20071566791422
"California",10586223,30,352874,-83,-0.023515612383378147
"Colorado",1325089,4,331272,-21685,-6.143807885946447
"Connecticut",2007280,6,334547,-18410,-5.215932819011948
"Delaware",318085,1,318085,-34872,-9.87995704859232
"Florida",2771305,8,346413,-6544,-1.854050210082248
"Georgia",3444578,10,344458,-8499,-2.4079420439316968
"Idaho",588637,2,294318,-58639,-16.613638488541095
"Illinois",8712176,24,363007,10050,2.8473723428066307
"Indiana",3934224,11,357657,4700,1.3316069662876782
"Iowa",2621073,7,374439,21482,6.0862937978280645
"Kansas",1905299,5,381060,28103,7.96215969650694
"Kentucky",2944806,8,368101,15144,4.2906076377575735
"Louisiana",2683516,8,335440,-17517,-4.962927495417289
"Maine",913774,3,304591,-48366,-13.703085644993582
"Maryland",2343001,7,334714,-18243,-5.168618273614067
"Massachusetts",4690514,13,360809,7852,2.2246335955937977
"Michigan",6371766,18,353987,1030,0.29182025005878903
"Minnesota",2982483,8,372810,19853,5.6247644897253775
"Mississippi",2178914,6,363152,10195,2.8884538343197614
"Missouri",3954653,11,359514,6557,1.8577333782868732
"Montana",591024,2,295512,-57445,-16.2753536549778
"Nebraska",1325510,4,331378,-21579,-6.113775899047193
"Nevada",160083,1,160083,-192874,-54.64518340761055
"New Hampshire",533242,2,266621,-86336,-24.460770008811274
"New Jersey",4835329,14,345381,-7576,-2.1464371014032873
"New Mexico",681187,2,340594,-12363,-3.5026929625988434
"New York",14830192,42,353100,143,0.04051485025088042
"North Carolina",4061929,11,369266,16309,4.620676173018243
"North Dakota",619636,2,309818,-43139,-12.222168706103009
"Ohio",7946627,22,361210,8253,2.3382451686749377
"Oklahoma",2233351,6,372225,19268,5.4590219205172295
"Oregon",1521341,4,380335,27378,7.756752238941288
"Pennsylvania",10498012,30,349934,-3023,-0.8564782678909896
"Rhode Island",791896,2,395948,42991,12.180237252696505
"South Carolina",2117027,6,352838,-119,-0.03371515510387951
"South Dakota",652740,2,326370,-26587,-7.532645619721383
"Tennessee",3291718,9,365746,12789,3.62338755145811
"Texas",7711194,22,350509,-2448,-0.6935689049940927
"Utah",688862,2,344431,-8526,-2.415591700972073
"Vermont",377747,1,377747,24790,7.02351844558969
"Virginia",3318680,9,368742,15785,4.472216162308723
"Washington",2378963,7,339852,-13105,-3.712916870893622
"West Virginia",2005552,6,334259,-18698,-5.297529160775959
"Wisconsin",3434575,10,343458,-9499,-2.691262675056735
"Wyoming",290529,1,290529,-62428,-17.687140359873865
"Alaska",128643,1,128643,-224314,-63.55278405018176
"Hawaii",499794,1,499794,146837,41.60195151250719
"District of Columbia",802178,2,401089,48132,13.636788617310325
"Puerto Rico",2210703,6,368450,15493,4.389486538020212
"TOTAL",153536501,435,352957,0,0.0
