"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",2832961,9,314773,6648,2.1575659229208926
"Arizona",499261,2,249630,-58495,-18.984178498985802
"Arkansas",1949387,6,324898,16773,5.443569979716025
"California",6907387,22,313972,5847,1.8976064908722108
"Colorado",1123296,4,280824,-27301,-8.860365111561865
"Connecticut",1709242,6,284874,-23251,-7.545963488843814
"Delaware",266505,1,266505,-41620,-13.507505070993913
"Florida",1897414,6,316236,8111,2.63237322515213
"Georgia",3123723,10,312372,4247,1.3783367139959433
"Idaho",524873,2,262436,-45689,-14.828073022312374
"Illinois",7897241,25,315890,7765,2.520081135902637
"Indiana",3427796,11,311618,3493,1.1336308316430022
"Iowa",2538268,8,317284,9159,2.972494929006085
"Kansas",1801028,6,300171,-7954,-2.581419878296146
"Kentucky",2845627,9,316181,8056,2.6145233265720083
"Louisiana",2363880,8,295485,-12640,-4.102231237322515
"Maine",847226,3,282409,-25716,-8.345963488843813
"Maryland",1821244,6,303541,-4584,-1.4877079107505071
"Massachusetts",4316721,14,308337,212,0.06880324543610547
"Michigan",5256106,17,309183,1058,0.343367139959432
"Minnesota",2792300,9,310256,2131,0.6916024340770791
"Mississippi",2183796,7,311971,3846,1.2481947261663286
"Missouri",3784664,12,315389,7264,2.357484787018256
"Montana",559456,2,279728,-28397,-9.216064908722108
"Nebraska",1315834,4,328958,20833,6.761217038539553
"Nevada",110247,1,110247,-197878,-64.22004056795132
"New Hampshire",491524,2,245762,-62363,-20.23951318458418
"New Jersey",4160165,13,320013,11888,3.858174442190669
"New Mexico",531818,2,265909,-42216,-13.700933062880324
"New York",13479142,43,313468,5343,1.7340365111561868
"North Carolina",3571623,12,297635,-10490,-3.4044624746450305
"North Dakota",641935,2,320968,12843,4.168113590263692
"Ohio",6907612,22,313982,5857,1.9008519269776876
"Oklahoma",2336434,8,292054,-16071,-5.215740365111562
"Oregon",1089684,4,272421,-35704,-11.587505070993915
"Pennsylvania",9900180,32,309381,1256,0.40762677484787013
"Rhode Island",713346,2,356673,48548,15.755943204868153
"South Carolina",1899804,6,316634,8509,2.7615415821501013
"South Dakota",642961,2,321480,13355,4.334279918864097
"Tennessee",2915841,9,323982,15857,5.146288032454361
"Texas",6414824,21,305468,-2657,-0.8623123732251522
"Utah",550310,2,275155,-32970,-10.700202839756592
"Vermont",359231,1,359231,51106,16.586125760649086
"Virginia",2677773,9,297530,-10595,-3.438539553752536
"Washington",1736191,6,289365,-18760,-6.08843813387424
"West Virginia",1901974,6,316996,8871,2.8790263691683573
"Wisconsin",3137587,10,313759,5634,1.8284787018255577
"Wyoming",250742,1,250742,-57383,-18.623286004056794
"Alaska",72524,1,72524,-235601,-76.46279918864097
"Hawaii",423330,1,423330,115205,37.389046653144014
"District of Columbia",663091,2,331546,23421,7.601135902636917
"Puerto Rico",1869255,6,311542,3417,1.1089655172413793
"TOTAL",134034384,435,308125,0,0.0
