"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",3266740,8,408342,-3895,-0.9448448344035106
"Alaska",226167,1,226167,-186070,-45.13665682604909
"Arizona",1302161,3,434054,21817,5.292343967183926
"Arkansas",1786272,4,446568,34331,8.327976382517823
"California",15717204,38,413611,1374,0.3333034152684014
"Colorado",1753947,4,438487,26250,6.367696252398498
"Connecticut",2535234,6,422539,10302,2.499047877798451
"Delaware",446292,1,446292,34055,8.261024604778319
"Florida",4951560,12,412630,393,0.09533350960733752
"Georgia",3943116,10,394312,-17925,-4.348226869494975
"Hawaii",632772,2,316386,-95851,-23.251430609091372
"Idaho",667191,2,333596,-78641,-19.07664765656649
"Illinois",10081158,24,420048,7811,1.8947838258089398
"Indiana",4662498,11,423863,11626,2.8202223478241883
"Iowa",2757537,7,393934,-18303,-4.439921695529513
"Kansas",2178611,5,435722,23485,5.69696558047919
"Kentucky",3038156,7,434022,21785,5.284581442228621
"Louisiana",3257022,8,407128,-5109,-1.2393356248953877
"Maine",969265,2,484632,72395,17.561499816852926
"Maryland",3100689,7,442956,30719,7.45178137818779
"Massachusetts",5148578,12,429048,16811,4.077993969488426
"Michigan",7823194,19,411747,-490,-0.1188636633781053
"Minnesota",3413864,8,426733,14496,3.516423804753091
"Mississippi",2178141,5,435628,23391,5.674163163422982
"Missouri",4319813,10,431981,19744,4.789477897423084
"Montana",674767,2,337384,-74853,-18.15775876498228
"Nebraska",1411330,3,470443,58206,14.119547735889793
"Nevada",285278,1,285278,-126959,-30.797575181267085
"New Hampshire",606921,2,303460,-108777,-26.387005533224823
"New Jersey",6066782,15,404452,-7785,-1.888476774282755
"New Mexico",951023,2,475512,63275,15.349180204591049
"New York",16782304,41,409324,-2913,-0.7066323498375935
"North Carolina",4556155,11,414196,1959,0.475212074607568
"North Dakota",632446,2,316223,-96014,-23.290970970582457
"Ohio",9706397,23,422017,9780,2.3724216894650407
"Oklahoma",2328284,6,388047,-24190,-5.86798370840075
"Oregon",1768687,4,442172,29935,7.261599516782821
"Pennsylvania",11319366,27,419236,6999,1.6978097550680797
"Rhode Island",859488,2,429744,17507,4.246828887266306
"South Carolina",2382594,6,397099,-15138,-3.672159461668895
"South Dakota",680514,2,340257,-71980,-17.460829571338817
"Tennessee",3567089,9,396343,-15894,-3.855549113737971
"Texas",9579677,23,416508,4271,1.0360545026283423
"Utah",890627,2,445314,33077,8.023782435831816
"Vermont",389881,1,389881,-22356,-5.4230939968998415
"Virginia",3966949,10,396695,-15542,-3.7701613392296176
"Washington",2853214,7,407602,-4635,-1.124353223994935
"West Virginia",1860421,5,372084,-40153,-9.740270766573596
"Wisconsin",3951777,10,395178,-17059,-4.1381535378920375
"Wyoming",330066,1,330066,-82171,-19.932951190698557
"District of Columbia",763956,2,381978,-30259,-7.340195081955284
"TOTAL",179323175,435,412237,0,0.0
