"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",3475885,7,496555,25713,5.4610676192863
"Alaska",304067,1,304067,-166775,-35.42058694848802
"Arizona",1787620,4,446905,-23937,-5.083871022551089
"Arkansas",1942303,4,485576,14734,3.1292875316985316
"California",20098863,42,478544,7702,1.6357928986793873
"Colorado",2226771,5,445354,-25488,-5.413280888280995
"Connecticut",3050693,6,508449,37607,7.987180412962309
"Delaware",551928,1,551928,81086,17.221488312427525
"Florida",6855702,15,457047,-13795,-2.9298575743030573
"Georgia",4627306,10,462731,-8111,-1.7226585563734755
"Hawaii",784901,2,392450,-78392,-16.649321853190667
"Idaho",719921,2,359960,-110882,-23.549725810356765
"Illinois",11184320,24,466013,-4829,-1.0256094401094211
"Indiana",5228156,11,475287,4445,0.9440534191936998
"Iowa",2846920,6,474487,3645,0.7741450422859473
"Kansas",2265846,5,453169,-17673,-3.753488431363387
"Kentucky",3246481,7,463783,-7059,-1.499229040739781
"Louisiana",3672008,8,459001,-11841,-2.5148563637058716
"Maine",1006320,2,503160,32318,6.863873656130931
"Maryland",3953698,8,494212,23370,4.9634484604177205
"Massachusetts",5726676,12,477223,6381,1.3552316913104607
"Michigan",8937196,19,470379,-463,-0.09833447313536176
"Minnesota",3833173,8,479147,8305,1.7638613377736054
"Mississippi",2233848,5,446770,-24072,-5.112543061154272
"Missouri",4718034,10,471803,961,0.20410243776043768
"Montana",701573,2,350786,-120056,-25.498150122546413
"Nebraska",1496820,3,498940,28098,5.967606967942537
"Nevada",492396,1,492396,21554,4.577756444837122
"New Hampshire",746284,2,373142,-97700,-20.750060529859272
"New Jersey",7208035,15,480536,9694,2.058864757179691
"New Mexico",1026664,2,513332,42490,9.024258668513005
"New York",18338055,39,470207,-635,-0.13486477417052856
"North Carolina",5125230,11,465930,-4912,-1.0432374342136004
"North Dakota",624181,1,624181,153339,32.56697575832233
"Ohio",10730200,23,466530,-4312,-0.9158061515327859
"Oklahoma",2585486,5,517097,46255,9.823889967335115
"Oregon",2110810,4,527702,56860,12.076237888718508
"Pennsylvania",11884314,25,475373,4531,0.9623185697112833
"Rhode Island",957798,2,478899,8057,1.711189740932202
"South Carolina",2617320,6,436220,-34622,-7.353209781625258
"South Dakota",673247,2,336624,-134218,-28.505953164755905
"Tennessee",3961060,8,495132,24290,5.158843093861635
"Texas",11298787,24,470783,-59,-0.012530742796946747
"Utah",1067810,2,533905,63063,13.393664966166993
"Vermont",448327,1,448327,-22515,-4.781858882597559
"Virginia",4690742,10,469074,-1768,-0.375497512966133
"Washington",3443487,7,491927,21085,4.478147658874952
"West Virginia",1763331,4,440833,-30009,-6.373475603280932
"Wisconsin",4447013,9,494113,23271,4.942422298775385
"Wyoming",335719,1,335719,-135123,-28.698162016132798
"District of Columbia",762971,2,381486,-89356,-18.977916158711412
"TOTAL",204816296,435,470842,0,0.0
