"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",2138093,10,213809,1955,0.9228053281977211
"Arkansas",1574449,7,224921,13067,6.167926968572696
"California",2376561,11,216051,4197,1.9810813107139822
"Colorado",798572,4,199643,-12211,-5.76387512154597
"Connecticut",1114756,5,222951,11097,5.238041292588292
"Delaware",202322,1,202322,-9532,-4.4993250068443364
"Florida",752619,4,188155,-23699,-11.186477479773806
"Georgia",2609121,12,217427,5573,2.6305852143457287
"Idaho",323440,2,161720,-50134,-23.664410395838644
"Illinois",5638591,26,216869,5015,2.3671962766811108
"Indiana",2700876,13,207760,-4094,-1.9324629225787573
"Iowa",2224771,10,222477,10623,5.0143023025291
"Kansas",1690949,8,211369,-485,-0.22893124510275945
"Kentucky",2289905,11,208173,-3681,-1.7375173468520775
"Louisiana",1656388,8,207048,-4806,-2.2685434308533234
"Maine",742371,3,247457,35603,16.80544148328566
"Maryland",1295346,6,215891,4037,1.9055576009893604
"Massachusetts",3366416,16,210401,-1453,-0.6858496889367206
"Michigan",2810173,13,216167,4313,2.0358360002643328
"Minnesota",2074376,10,207438,-4416,-2.0844543883995583
"Mississippi",1797114,8,224639,12785,6.034816430183051
"Missouri",3293335,15,219556,7702,3.6355225768689756
"Montana",366338,2,183169,-28685,-13.539985084067329
"Nebraska",1192214,6,198702,-13152,-6.208048939363901
"Nevada",80293,1,80293,-131561,-62.099842344255954
"New Hampshire",430572,2,215286,3432,1.619983573593135
"New Jersey",2537167,12,211431,-423,-0.19966580758446856
"New York",9108934,42,216879,5025,2.3719165085388996
"North Carolina",2206287,10,220629,8775,4.14200345520972
"North Dakota",574403,3,191468,-20386,-9.62266466528836
"Ohio",4767121,22,216687,4833,2.281288056869353
"Oklahoma",1657155,8,207144,-4710,-2.2232292050185505
"Oregon",672765,3,224255,12401,5.853559526843958
"Pennsylvania",7665111,36,212920,1066,0.5031767160402919
"Rhode Island",542610,3,180870,-30984,-14.625166388172985
"South Carolina",1515400,7,216486,4632,2.1864113965277974
"South Dakota",575676,3,191892,-19962,-9.422526834518113
"Tennessee",2184789,10,218479,6625,3.1271536057851166
"Texas",3896542,18,216475,4621,2.1812191414842297
"Utah",371864,2,185932,-25922,-12.235785021760268
"Vermont",355956,2,177978,-33876,-15.990257441445523
"Virginia",2061612,10,206161,-5693,-2.6872279966391948
"Washington",1140134,5,228027,16173,7.634030983601916
"West Virginia",1221119,6,203520,-8334,-3.933841230281231
"Wisconsin",2332853,11,212078,224,0.10573319361447035
"Wyoming",144658,1,144658,-67196,-31.718069991597986
"Arizona",180225,1,180225,-31629,-14.929621343000369
"New Mexico",316983,2,158492,-53362,-25.188101239532884
"Alaska",64356,1,64356,-147498,-69.62247585601405
"Hawaii",191909,1,191909,-19945,-9.41450244035987
"District of Columbia",331069,2,165534,-46320,-21.864113965277973
"TOTAL",92156659,435,211854,0,0.0
