"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",4062608,7,580373,6505,1.1335359350930876
"Alaska",551947,1,551947,-21921,-3.8198679835781046
"Arizona",3677985,6,612998,39130,6.818641220629135
"Arkansas",2362239,4,590560,16692,2.908682832985983
"California",29839250,52,573832,-36,-0.0062732196254190855
"Colorado",3307912,6,551319,-22549,-3.929300814821527
"Connecticut",3295669,6,549278,-24590,-4.284957516362648
"Delaware",668696,1,668696,94828,16.524357517756698
"Florida",13003362,23,565364,-8504,-1.481873880404553
"Georgia",6508419,11,591674,17806,3.1028041291725623
"Hawaii",1115274,2,557637,-16231,-2.828350770560477
"Idaho",1011986,2,505993,-67875,-11.827632835425568
"Illinois",11466682,20,573334,-534,-0.09305275777704979
"Indiana",5564228,10,556423,-17445,-3.0398976768176658
"Iowa",2787424,5,557485,-16383,-2.8548376978678025
"Kansas",2485600,4,621400,47532,8.282740978761668
"Kentucky",3698969,6,616495,42627,7.428014804798316
"Louisiana",4238216,7,605459,31591,5.504924477405955
"Maine",1233223,2,616612,42744,7.4484027685809275
"Maryland",4798622,8,599828,25960,4.523688374329985
"Massachusetts",6029051,10,602905,29037,5.059874396202611
"Michigan",9328784,16,583049,9181,1.599845260582573
"Minnesota",4387029,8,548379,-25489,-4.441613750897419
"Mississippi",2586443,5,517289,-56579,-9.859235921849624
"Missouri",5137804,9,570867,-3001,-0.5229425582189633
"Montana",803655,1,803655,229787,40.04178661294932
"Nebraska",1584617,3,528206,-45662,-7.956882070441286
"Nevada",1206152,2,603076,29208,5.089672189423352
"New Hampshire",1113915,2,556958,-16910,-2.9466706629399093
"New Jersey",7748634,13,596049,22181,3.8651745697616877
"New Mexico",1521779,3,507260,-66608,-11.606850355830959
"New York",18044505,31,582081,8213,1.431165355099082
"North Carolina",6657630,12,554802,-19066,-3.3223668160622304
"North Dakota",641364,1,641364,67496,11.761589773257962
"Ohio",10887325,19,573017,-851,-0.14829194170087895
"Oklahoma",3157604,6,526267,-47601,-8.294764649710386
"Oregon",2853733,5,570747,-3121,-0.5438532903036936
"Pennsylvania",11924710,21,567843,-6025,-1.0498930067541665
"Rhode Island",1005984,2,502992,-70876,-12.350575393644531
"South Carolina",3505707,6,584284,10416,1.815051544954589
"South Dakota",699999,1,699999,126131,21.979096238159297
"Tennessee",4896641,9,544071,-29797,-5.192309032739236
"Texas",17059805,30,568660,-5208,-0.9075257724772945
"Utah",1727784,3,575928,2060,0.35896756745453656
"Vermont",564964,1,564964,-8904,-1.5515763206869873
"Virginia",6216568,11,565143,-8725,-1.520384478660598
"Washington",4887941,8,610993,37125,6.4692577387134325
"West Virginia",1801625,3,600542,26674,4.64810723023413
"Wisconsin",4906745,9,545194,-28674,-4.996619431646302
"Wyoming",455975,1,455975,-117893,-20.543574480542564
"District of Columbia",609909,1,609909,36041,6.280364125548036
"TOTAL",249632692,435,573868,0,0.0
