"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",3890061,7,555723,35022,6.725932925037593
"Alaska",400481,1,400481,-120220,-23.088106226029907
"Arizona",2717866,5,543573,22872,4.392540056577575
"Arkansas",2285513,4,571378,50677,9.732456822629494
"California",23668562,45,525968,5267,1.011521007257524
"Colorado",2888834,6,481472,-39229,-7.533882208791609
"Connecticut",3107576,6,517929,-2772,-0.5323592618412486
"Delaware",595225,1,595225,74524,14.312244455071143
"Florida",9739992,19,512631,-8070,-1.5498337817672714
"Georgia",5464265,10,546426,25725,4.9404552708752245
"Hawaii",965000,2,482500,-38201,-7.3364560467523585
"Idaho",943935,2,471968,-48733,-9.359113963675892
"Illinois",11418461,22,519021,-1680,-0.322641976873484
"Indiana",5490179,10,549018,28317,5.438245749480028
"Iowa",2913387,6,485564,-35137,-6.748018536549767
"Kansas",2363208,5,472642,-48059,-9.229673075334981
"Kentucky",3661433,7,523062,2361,0.4534272067846999
"Louisiana",4203972,8,525496,4795,0.9208739756597356
"Maine",1124660,2,562330,41629,7.994799318610872
"Maryland",4216446,8,527056,6355,1.2204700970422564
"Massachusetts",5737037,11,521549,848,0.1628573788028062
"Michigan",9258344,18,514352,-6349,-1.2193178042677082
"Minnesota",4077148,8,509644,-11057,-2.1234835346964958
"Mississippi",2520638,5,504128,-16573,-3.182824692097768
"Missouri",4917444,9,546383,25682,4.932197172657629
"Montana",786690,2,393345,-127356,-24.458566432559184
"Nebraska",1570006,3,523335,2634,0.505856528026641
"Nevada",799184,2,399592,-121109,-23.258837605458798
"New Hampshire",920610,2,460305,-60396,-11.59897906860175
"New Jersey",7364158,14,526011,5310,1.019779105475119
"New Mexico",1299968,3,433323,-87378,-16.78083967574481
"New York",17557288,33,532039,11338,2.177449246304501
"North Carolina",5874429,11,534039,13338,2.5615468378205537
"North Dakota",652695,1,652695,131994,25.34928874728491
"Ohio",10797419,21,514163,-6538,-1.2556150266659754
"Oklahoma",3025266,6,504211,-16490,-3.166884642049852
"Oregon",2632663,5,526533,5832,1.1200285768608087
"Pennsylvania",11866728,23,515945,-4756,-0.9133840726251726
"Rhode Island",947154,2,473577,-47124,-9.050107451301228
"South Carolina",3119208,6,519868,-833,-0.15997664686643584
"South Dakota",690178,1,690178,169477,32.547853758683004
"Tennessee",4590750,9,510083,-10618,-2.0391741133587225
"Texas",14228383,27,526977,6276,1.2052982421773724
"Utah",1461037,3,487012,-33689,-6.469931880292144
"Vermont",511456,1,511456,-9245,-1.7754911167829523
"Virginia",5346279,10,534628,13927,2.674663578522031
"Washington",4130163,8,516270,-4431,-0.8509682140038141
"West Virginia",1949644,4,487411,-33290,-6.393304410784692
"Wisconsin",4705335,9,522815,2114,0.4059911542324674
"Wyoming",470816,1,470816,-49885,-9.580354176389138
"District of Columbia",637651,1,637651,116950,22.460106663901165
"TOTAL",226504825,435,520701,0,0.0
