"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",2646242,9,294027,11250,3.978399940589228
"Arizona",389375,1,389375,106598,37.696842388171596
"Arkansas",1854444,7,264921,-17856,-6.314516385703222
"California",5668241,20,283412,635,0.22455857442436974
"Colorado",1034849,4,258712,-24065,-8.510239517358201
"Connecticut",1606897,6,267816,-14961,-5.290741467658261
"Delaware",238380,1,238380,-44397,-15.700357525541328
"Florida",1468191,5,293638,10861,3.8408357115324088
"Georgia",2908446,10,290845,8068,2.8531316196154566
"Idaho",441536,2,220768,-62009,-21.928586836977548
"Illinois",7630388,27,282607,-170,-0.060118043546681654
"Indiana",3238480,11,294407,11630,4.112781449693575
"Iowa",2470420,9,274491,-8286,-2.930224169575319
"Kansas",1879498,7,268500,-14277,-5.048854751270436
"Kentucky",2614575,9,290508,7731,2.733956439172917
"Louisiana",2101593,7,300228,17451,6.171293987842009
"Maine",797418,3,265806,-16971,-6.001548923710203
"Maryland",1631522,6,271920,-10857,-3.8394211693313105
"Massachusetts",4249598,15,283307,530,0.18742684164553694
"Michigan",4842052,17,284827,2050,0.7249528780629259
"Minnesota",2551583,9,283509,732,0.25886122280100576
"Mississippi",2008154,7,286879,4102,1.450613027226401
"Missouri",3629110,13,279162,-3615,-1.2783925142426718
"Montana",524729,2,262364,-20413,-7.218762487755368
"Nebraska",1375123,5,275025,-7752,-2.7413827857286837
"Nevada",86390,1,86390,-196387,-69.44942481177748
"New Hampshire",465292,2,232646,-50131,-17.728103770815874
"New Jersey",4041319,14,288666,5889,2.082559755567108
"New Mexico",395982,1,395982,113205,40.03331246883587
"New York",12587967,44,286090,3313,1.1715945780597432
"North Carolina",3167274,11,287934,5157,1.8236985327661022
"North Dakota",673340,2,336670,53893,19.05848071094891
"Ohio",6646633,24,276943,-5834,-2.0631098003020045
"Oklahoma",2382222,8,297778,15001,5.304886889669245
"Oregon",950379,3,316793,34016,12.029266878140726
"Pennsylvania",9631299,34,283274,497,0.1757568684864752
"Rhode Island",687497,2,343748,60971,21.561513135792516
"South Carolina",1738760,6,289793,7016,2.4811070207265797
"South Dakota",673005,2,336502,53725,18.999069938502778
"Tennessee",2616497,9,290722,7945,2.809634446931681
"Texas",5824601,21,277362,-5415,-1.9149365047369482
"Utah",505741,2,252870,-29907,-10.576178402062403
"Vermont",359611,1,359611,76834,27.17123386979846
"Virginia",2421829,9,269092,-13685,-4.839502505507873
"Washington",1552423,6,258737,-24040,-8.501398628601336
"West Virginia",1729199,6,288200,5423,1.9177655891391447
"Wisconsin",2931721,10,293172,10395,3.676041545104446
"Wyoming",223630,1,223630,-59147,-20.91648189209165
"Alaska",59278,1,59278,-223499,-79.03719185082238
"Hawaii",368336,1,368336,85559,30.256704045944332
"District of Columbia",486869,2,243434,-39343,-13.91308345445351
"TOTAL",123007938,435,282777,0,0.0
