"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",3061743,9,340194,-7681,-2.2079770032339203
"Arizona",749587,2,374794,26919,7.738124326266618
"Arkansas",1909511,5,381902,34027,9.781386992454186
"California",10586223,30,352874,4999,1.43701042040963
"Colorado",1325089,4,331272,-16603,-4.772691340280273
"Connecticut",2007280,6,334547,-13328,-3.8312612288896872
"Delaware",318085,1,318085,-29790,-8.563420768954366
"Florida",2771305,8,346413,-1462,-0.42026590010779735
"Georgia",3444578,10,344458,-3417,-0.9822493711821775
"Idaho",588637,2,294318,-53557,-15.395472511678046
"Illinois",8712176,25,348487,612,0.17592526051024074
"Indiana",3934224,11,357657,9782,2.811929572403881
"Iowa",2621073,8,327634,-20241,-5.818469277757815
"Kansas",1905299,5,381060,33185,9.539346029464607
"Kentucky",2944806,8,368101,20226,5.814157384117859
"Louisiana",2683516,8,335440,-12435,-3.5745598275242547
"Maine",913774,3,304591,-43284,-12.442400287459577
"Maryland",2343001,7,334714,-13161,-3.7832554796981674
"Massachusetts",4690514,13,360809,12934,3.71800215594682
"Michigan",6371766,18,353987,6112,1.7569529284944305
"Minnesota",2982483,9,331387,-16488,-4.739633489040604
"Mississippi",2178914,6,363152,15277,4.391519942508085
"Missouri",3954653,11,359514,11639,3.3457420050305426
"Montana",591024,2,295512,-52363,-15.052245777937479
"Nebraska",1325510,4,331378,-16497,-4.742220625224578
"Nevada",160083,1,160083,-187792,-53.98260869565218
"New Hampshire",533242,2,266621,-81254,-23.357240388070426
"New Jersey",4835329,14,345381,-2494,-0.7169241825368308
"New Mexico",681187,2,340594,-7281,-2.09299317283507
"New York",14830192,42,353100,5225,1.5019762845849802
"North Carolina",4061929,12,338494,-9381,-2.6966582824290333
"North Dakota",619636,2,309818,-38057,-10.939849083722601
"Ohio",7946627,23,345506,-2369,-0.6809917355371901
"Oklahoma",2233351,6,372225,24350,6.999640675530004
"Oregon",1521341,4,380335,32460,9.33093783686669
"Pennsylvania",10498012,30,349934,2059,0.5918792669780812
"Rhode Island",791896,2,395948,48073,13.819044196909811
"South Carolina",2117027,6,352838,4963,1.4266618756737335
"South Dakota",652740,2,326370,-21505,-6.181818181818182
"Tennessee",3291718,9,365746,17871,5.1371900826446275
"Texas",7711194,22,350509,2634,0.7571685231764282
"Utah",688862,2,344431,-3444,-0.9900107797340999
"Vermont",377747,1,377747,29872,8.58699245418613
"Virginia",3318680,9,368742,20867,5.998418972332016
"Washington",2378963,7,339852,-8023,-2.306288178224937
"West Virginia",2005552,6,334259,-13616,-3.91404958677686
"Wisconsin",3434575,10,343458,-4417,-1.269708947179303
"Wyoming",290529,1,290529,-57346,-16.484656845131155
"Alaska",128643,1,128643,-219232,-63.0203377650018
"Hawaii",499794,2,249897,-97978,-28.164714337046355
"District of Columbia",802178,2,401089,53214,15.29687387711103
"TOTAL",151325798,435,347875,0,0.0
