"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",4802982,7,686140,-24627,-3.464848536862291
"Alaska",721523,1,721523,10756,1.5132947928083325
"Arizona",6412700,9,712522,1755,0.24691635936952616
"Arkansas",2926229,4,731557,20790,2.9250091802236176
"California",37341989,53,704566,-6201,-0.8724378031056591
"Colorado",5044930,7,720704,9937,1.3980671584358868
"Connecticut",3581628,5,716326,5559,0.782112844293559
"Delaware",900877,1,900877,190110,26.747161868798074
"Florida",18900773,27,700029,-10738,-1.5107623173276192
"Georgia",9727566,14,694826,-15941,-2.2427884243359637
"Hawaii",1366862,2,683431,-27336,-3.845986096709611
"Idaho",1573499,2,786750,75983,10.690282469501257
"Illinois",12864380,18,714688,3921,0.5516575755486679
"Indiana",6501582,9,722398,11631,1.6364012397874408
"Iowa",3053787,4,763447,52680,7.41171157355364
"Kansas",2863813,4,715953,5186,0.7296343246098932
"Kentucky",4350606,6,725101,14334,2.0166946411411897
"Louisiana",4553962,6,758994,48227,6.785205278241674
"Maine",1333074,2,666537,-44230,-6.222855028441106
"Maryland",5789929,8,723741,12974,1.8253520492650899
"Massachusetts",6559644,9,728849,18082,2.5440123134585595
"Michigan",9911626,14,707973,-2794,-0.3930964718395762
"Minnesota",5314879,8,664360,-46407,-6.529143868525128
"Mississippi",2978240,4,744560,33793,4.7544413288743
"Missouri",6011478,8,751435,40668,5.7217062694244385
"Montana",994416,1,994416,283649,39.907452090488164
"Nebraska",1831825,3,610608,-100159,-14.09167842626346
"Nevada",2709432,4,677358,-33409,-4.700415185285755
"New Hampshire",1321445,2,660722,-50045,-7.040985301793697
"New Jersey",8807501,12,733958,23191,3.262813270734291
"New Mexico",2067273,3,689091,-21676,-3.049663251107606
"New York",19421055,27,719298,8531,1.2002526847757422
"North Carolina",9565781,13,735829,25062,3.526050027646191
"North Dakota",675905,1,675905,-34862,-4.9048422338122055
"Ohio",11568495,16,723031,12264,1.7254599608591845
"Oklahoma",3764882,5,752976,42209,5.938514309189932
"Oregon",3848606,5,769721,58954,8.294419971664412
"Pennsylvania",12734905,18,707495,-3272,-0.4603477651607348
"Rhode Island",1055247,2,527624,-183143,-25.766953164679844
"South Carolina",4645975,7,663711,-47056,-6.620453678913061
"South Dakota",819761,1,819761,108994,15.3347018080468
"Tennessee",6375431,9,708381,-2386,-0.3356936942767461
"Texas",25268418,36,701900,-8867,-1.2475255604157198
"Utah",2770765,4,692691,-18076,-2.5431681549649885
"Vermont",630337,1,630337,-80430,-11.315944606319652
"Virginia",8037736,11,730703,19936,2.8048572879720077
"Washington",6753369,10,675337,-35430,-4.98475590453693
"West Virginia",1859815,3,619938,-90829,-12.779011968760509
"Wisconsin",5698230,8,712279,1512,0.21272794037989945
"Wyoming",568300,1,568300,-142467,-20.04412135059731
"TOTAL",309183463,435,710767,0,0.0
