"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",4461130,7,637304,-9648,-1.4913007456503728
"Alaska",628933,1,628933,-18019,-2.78521435902509
"Arizona",5140683,8,642585,-4367,-0.6750114382519877
"Arkansas",2679733,4,669933,22981,3.552195526097763
"California",33930798,53,640204,-6748,-1.0430449245075368
"Colorado",4311882,7,615983,-30969,-4.786908456887065
"Connecticut",3409535,5,681907,34955,5.403028354499252
"Delaware",785068,1,785068,138116,21.34872448033239
"Florida",16028890,25,641156,-5796,-0.8958933583944404
"Georgia",8206975,13,631306,-15646,-2.4184174405520036
"Hawaii",1216642,2,608321,-38631,-5.971231250540998
"Idaho",1297274,2,648637,1685,0.2604520891812685
"Illinois",12439042,19,654686,7734,1.195451903696101
"Indiana",6090782,9,676754,29802,4.606524131620274
"Iowa",2931923,5,586385,-60567,-9.361900110054533
"Kansas",2693824,4,673456,26504,4.096749063299905
"Kentucky",4049431,6,674905,27953,4.320722402898515
"Louisiana",4480271,7,640039,-6913,-1.0685491350208363
"Maine",1277731,2,638866,-8086,-1.2498608861244729
"Maryland",5307886,8,663486,16534,2.5556764644053964
"Massachusetts",6355568,10,635557,-11395,-1.7613362351457293
"Michigan",9955829,15,663722,16770,2.592155213988055
"Minnesota",4925670,8,615709,-31243,-4.829260903436422
"Mississippi",2852927,4,713232,66280,10.24496407770592
"Missouri",5606260,9,622918,-24034,-3.7149587604644547
"Montana",905316,1,905316,258364,39.935574818533674
"Nebraska",1715369,3,571790,-75162,-11.617863458185461
"Nevada",2002032,3,667344,20392,3.1520112774981763
"New Hampshire",1238415,2,619208,-27744,-4.288417069581669
"New Jersey",8424354,13,648027,1075,0.16616379576846504
"New Mexico",1823821,3,607940,-39012,-6.030122791180799
"New York",19004973,29,655344,8392,1.2971596038036826
"North Carolina",8067673,13,620590,-26362,-4.074799985161186
"North Dakota",643756,1,643756,-3196,-0.49400882909396676
"Ohio",11374540,18,631919,-15033,-2.3236654342207768
"Oklahoma",3458819,5,691764,44812,6.926634433466471
"Oregon",3428543,5,685709,38757,5.99070719311479
"Pennsylvania",12300670,19,647404,452,0.06986607970915926
"Rhode Island",1049662,2,524831,-122121,-18.876361770270435
"South Carolina",4025061,6,670844,23892,3.693009682325737
"South Dakota",756874,1,756874,109922,16.990750472987177
"Tennessee",5700037,9,633337,-13615,-2.104483794779211
"Texas",20903994,32,653250,6298,0.9734879867439934
"Utah",2236714,3,745571,98619,15.243634767339772
"Vermont",609890,1,609890,-37062,-5.728709394205443
"Virginia",7100702,11,645518,-1434,-0.22165477500649197
"Washington",5908684,9,656520,9568,1.478935067825743
"West Virginia",1813077,3,604359,-42593,-6.583641444805798
"Wisconsin",5371210,8,671401,24449,3.779105714179723
"Wyoming",495304,1,495304,-151648,-23.440378884368545
"TOTAL",281424177,435,646952,0,0.0
