"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",2348174,10,234817,-7766,-3.2013784972566093
"Arizona",309754,1,309754,67171,27.689904074069492
"Arkansas",1752204,7,250315,7732,3.1873626758676408
"California",3426031,14,244716,2133,0.8792866771373097
"Colorado",939161,4,234790,-7793,-3.2125087083596124
"Connecticut",1380631,6,230105,-12478,-5.143806449751219
"Delaware",223003,1,223003,-19580,-8.0714641998821
"Florida",968470,4,242118,-465,-0.19168696899617862
"Georgia",2895832,12,241319,-1264,-0.5210587716369243
"Idaho",430442,2,215221,-27362,-11.279438377792344
"Illinois",6485280,26,249434,6851,2.824188009877032
"Indiana",2930390,12,244199,1616,0.6661637460168273
"Iowa",2404021,10,240402,-2181,-0.8990737190982055
"Kansas",1769257,7,252751,10168,4.191555055383106
"Kentucky",2416630,10,241663,-920,-0.3792516375838373
"Louisiana",1798509,7,256930,14347,5.914264396103602
"Maine",768014,3,256005,13422,5.532951608315504
"Maryland",1449661,6,241610,-973,-0.4010998297489931
"Massachusetts",3852356,16,240772,-1811,-0.7465486039829666
"Michigan",3668412,15,244561,1978,0.81539102080525
"Minnesota",2385656,10,238566,-4017,-1.655928074102472
"Mississippi",1790618,7,255803,13220,5.449681140063401
"Missouri",3404055,14,243147,564,0.23249774304052634
"Montana",541511,2,270756,28173,11.613756940923313
"Nebraska",1296372,5,259274,16691,6.8805316118606825
"Nevada",75820,1,75820,-166763,-68.74471830260158
"New Hampshire",443083,2,221542,-21041,-8.67373228956687
"New Jersey",3155900,13,242762,179,0.07378917731250748
"New Mexico",353428,2,176714,-65869,-27.15318056088019
"New York",10380987,42,247166,4583,1.8892502772247026
"North Carolina",2559123,10,255912,13329,5.494614214516268
"North Dakota",645145,3,215048,-27535,-11.350754174859738
"Ohio",5759394,23,250408,7825,3.2257000696668774
"Oklahoma",2028283,8,253535,10952,4.514743407411072
"Oregon",783389,3,261130,18547,7.645630567681989
"Pennsylvania",8720017,36,242223,-360,-0.14840281470671896
"Rhode Island",604397,3,201466,-41117,-16.94966258971156
"South Carolina",1683724,7,240532,-2051,-0.845483813787446
"South Dakota",631239,3,210413,-32170,-13.261440414208744
"Tennessee",2337885,10,233788,-8795,-3.6255632092933143
"Texas",4663228,19,245433,2850,1.1748556164281916
"Utah",448388,2,224194,-18389,-7.580498221227374
"Vermont",352428,2,176214,-66369,-27.359295581306192
"Virginia",2309187,9,256576,13993,5.768334961641995
"Washington",1354596,6,225766,-16817,-6.932472597008034
"West Virginia",1463701,6,243950,1367,0.5635184658446799
"Wisconsin",2631305,11,239210,-3373,-1.3904519277937861
"Wyoming",193487,1,193487,-49096,-20.23884608566965
"Alaska",55036,1,55036,-187547,-77.31250747166949
"Hawaii",255912,1,255912,13329,5.494614214516268
"TOTAL",105523526,435,242583,0,0.0
