"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",3475885,7,496555,27467,5.855404529640494
"Alaska",304067,1,304067,-165021,-35.17911351388226
"Arizona",1787620,4,446905,-22183,-4.728963435432157
"Arkansas",1942303,4,485576,16488,3.514905518793915
"California",20098863,43,467415,-1673,-0.3566494986015417
"Colorado",2226771,5,445354,-23734,-5.05960502080633
"Connecticut",3050693,6,508449,39361,8.39096288969234
"Delaware",551928,1,551928,82840,17.659799440616688
"Florida",6855702,15,457047,-12041,-2.5668957636946583
"Georgia",4627306,10,462731,-6357,-1.3551828228392115
"Hawaii",784901,2,392450,-76638,-16.33765945835323
"Idaho",719921,2,359960,-109128,-23.263865202264817
"Illinois",11184320,24,466013,-3075,-0.6555273210996657
"Indiana",5228156,11,475287,6199,1.3215004434136026
"Iowa",2846920,6,474487,5399,1.1509567501193805
"Kansas",2265846,5,453169,-15919,-3.3936063169383996
"Kentucky",3246481,7,463783,-5305,-1.1309178661573094
"Louisiana",3672008,8,459001,-10087,-2.1503427928235213
"Maine",1006320,2,503160,34072,7.263455897400914
"Maryland",3953698,8,494212,25124,5.355924687905041
"Massachusetts",5726676,12,477223,8135,1.7342161811856198
"Michigan",8937196,19,470379,1291,0.27521488505355074
"Minnesota",3833173,8,479147,10059,2.1443737635582236
"Mississippi",2233848,5,446770,-22318,-4.757742683675557
"Missouri",4718034,10,471803,2715,0.5787826591172659
"Montana",701573,2,350786,-118302,-25.21957500511631
"Nebraska",1496820,3,498940,29852,6.363837915273892
"Nevada",492396,1,492396,23308,4.968790504127157
"New Hampshire",746284,2,373142,-95946,-20.45373149600928
"New Jersey",7208035,15,480536,11448,2.4404802510403165
"New Mexico",1026664,2,513332,44244,9.431918957636947
"New York",18338055,39,470207,1119,0.238547990995293
"North Carolina",5125230,11,465930,-3158,-0.6732212292789413
"North Dakota",624181,1,624181,155093,33.06266628010096
"Ohio",10730200,23,466530,-2558,-0.5453134593082748
"Oklahoma",2585486,6,430914,-38174,-8.137918684767037
"Oregon",2110810,4,527702,58614,12.495310048434408
"Pennsylvania",11884314,25,475373,6285,1.3398338904427314
"Rhode Island",957798,2,478899,9811,2.091505218637015
"South Carolina",2617320,6,436220,-32868,-7.00678763899311
"South Dakota",673247,2,336624,-132464,-28.238624735657275
"Tennessee",3961060,8,495132,26044,5.552049935193396
"Texas",11298787,24,470783,1695,0.3613394501671328
"Utah",1067810,2,533905,64817,13.817663210314482
"Vermont",448327,1,448327,-20761,-4.425822020601678
"Virginia",4690742,10,469074,-14,-0.0029845146326488844
"Washington",3443487,7,491927,22839,4.86880926393342
"West Virginia",1763331,4,440833,-28255,-6.023390067535303
"Wisconsin",4447013,9,494113,25025,5.334819905859881
"Wyoming",335719,1,335719,-133369,-28.431552288696366
"TOTAL",204053325,435,469088,0,0.0
