"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",3475885,7,496555,21232,4.466857273895855
"Alaska",304067,1,304067,-171256,-36.02939474841318
"Arizona",1787620,4,446905,-28418,-5.978671345590262
"Arkansas",1942303,4,485576,10253,2.1570595153190566
"California",20098863,42,478544,3221,0.677644464921748
"Colorado",2226771,5,445354,-29969,-6.304975774368167
"Connecticut",3050693,6,508449,33126,6.9691557109586535
"Delaware",551928,1,551928,76605,16.116409262753958
"Florida",6855702,14,489693,14370,3.0232073768784593
"Georgia",4627306,10,462731,-12592,-2.649145949175613
"Hawaii",784901,2,392450,-82873,-17.43509150619684
"Idaho",719921,2,359960,-115363,-24.270443466863586
"Illinois",11184320,23,486275,10952,2.3041174106870486
"Indiana",5228156,11,475287,-36,-0.007573797186334345
"Iowa",2846920,6,474487,-836,-0.1758804013270976
"Kansas",2265846,5,453169,-22154,-4.660830635168086
"Kentucky",3246481,7,463783,-11540,-2.4278227647305095
"Louisiana",3672008,8,459001,-16322,-3.433875490981922
"Maine",1006320,2,503160,27837,5.856438674333033
"Maryland",3953698,8,494212,18889,3.9739293070185955
"Massachusetts",5726676,12,477223,1900,0.39972818483431266
"Michigan",8937196,19,470379,-4944,-1.0401348135899169
"Minnesota",3833173,8,479147,3824,0.8045055677928483
"Mississippi",2233848,5,446770,-28553,-6.007073085039016
"Missouri",4718034,10,471803,-3520,-0.7405490582193582
"Montana",701573,2,350786,-124537,-26.200499449847786
"Nebraska",1496820,3,498940,23617,4.968621337490506
"Nevada",492396,1,492396,17073,3.591873315619063
"New Hampshire",746284,2,373142,-102181,-21.49717139713416
"New Jersey",7208035,15,480536,5213,1.0967279092322484
"New Mexico",1026664,2,513332,38009,7.996457145982837
"New York",18338055,38,482580,7257,1.5267512828118983
"North Carolina",5125230,11,465930,-9393,-1.9761299158677363
"North Dakota",624181,1,624181,148858,31.317230598982164
"Ohio",10730200,23,466530,-8793,-1.8498999627621637
"Oklahoma",2585486,5,517097,41774,8.788550101720304
"Oregon",2110810,4,527702,52379,11.019664522861296
"Pennsylvania",11884314,25,475373,50,0.010519162758797702
"Rhode Island",957798,2,478899,3576,0.7523305205092116
"South Carolina",2617320,6,436220,-39103,-8.22661642714533
"South Dakota",673247,1,673247,197924,41.63989539744553
"Tennessee",3961060,8,495132,19809,4.167481901780473
"Texas",11298787,24,470783,-4540,-0.9551399784988313
"Utah",1067810,2,533905,58582,12.324671854717739
"Vermont",448327,1,448327,-26996,-5.679506356730055
"Virginia",4690742,10,469074,-6249,-1.3146849615945368
"Washington",3443487,7,491927,16604,3.493203568941541
"West Virginia",1763331,4,440833,-34490,-7.256118471018655
"Wisconsin",4447013,9,494113,18790,3.9531013647561766
"Wyoming",335719,1,335719,-139604,-29.370343955583888
"Puerto Rico",2712033,6,452006,-23317,-4.9055063609377205
"TOTAL",206765358,435,475323,0,0.0
