"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",2138093,10,213809,146,0.06833190585173848
"Arkansas",1574449,7,224921,11258,5.2690451786224095
"California",2376561,11,216051,2388,1.1176478847530924
"Colorado",798572,4,199643,-14020,-6.561735068776531
"Connecticut",1114756,5,222951,9288,4.3470324763763495
"Delaware",202322,1,202322,-11341,-5.307891399072371
"Florida",752619,3,250873,37210,17.41527545714513
"Georgia",2609121,12,217427,3764,1.7616526960681074
"Idaho",323440,2,161720,-51943,-24.3107136003894
"Illinois",5638591,26,216869,3206,1.5004937682237918
"Indiana",2700876,12,225073,11410,5.340185244988604
"Iowa",2224771,10,222477,8814,4.125187795734404
"Kansas",1690949,8,211369,-2294,-1.0736533700266309
"Kentucky",2289905,11,208173,-5490,-2.569466870726331
"Louisiana",1656388,8,207048,-6615,-3.0959969671866445
"Maine",742371,3,247457,33794,15.816496070915415
"Maryland",1295346,6,215891,2228,1.0427636043676256
"Massachusetts",3366416,16,210401,-3262,-1.5267032663587052
"Michigan",2810173,13,216167,2504,1.171938988032556
"Minnesota",2074376,10,207438,-6225,-2.913466533747069
"Mississippi",1797114,8,224639,10976,5.137061634443025
"Missouri",3293335,15,219556,5893,2.7580816519472253
"Montana",366338,2,183169,-30494,-14.27200778796516
"Nebraska",1192214,6,198702,-14961,-7.002148242793559
"Nevada",80293,1,80293,-133370,-62.420727968810695
"New Hampshire",430572,2,215286,1623,0.7596074191600792
"New Jersey",2537167,12,211431,-2232,-1.0446357113772624
"New York",9108934,42,216879,3216,1.5051740357478833
"North Carolina",2206287,10,220629,6966,3.260274357282262
"North Dakota",574403,3,191468,-22195,-10.387853769721477
"Ohio",4767121,22,216687,3024,1.4153128992853232
"Oklahoma",1657155,8,207144,-6519,-3.0510663989553644
"Oregon",672765,3,224255,10592,4.957339361517905
"Pennsylvania",7665111,35,219003,5340,2.4992628578649554
"Rhode Island",542610,3,180870,-32793,-15.348001291753837
"South Carolina",1515400,7,216486,2823,1.3212395220510804
"South Dakota",575676,3,191892,-21771,-10.189410426699991
"Tennessee",2184789,10,218479,4816,2.254016839602552
"Texas",3896542,18,216475,2812,1.3160912277745795
"Utah",371864,2,185932,-27731,-12.978849871058628
"Vermont",355956,2,177978,-35685,-16.701534659721148
"Virginia",2061612,10,206161,-7502,-3.511136696573576
"Washington",1140134,5,228027,14364,6.722736271605285
"West Virginia",1221119,6,203520,-10143,-4.747195349686188
"Wisconsin",2332853,11,212078,-1585,-0.7418224025685308
"Wyoming",144658,1,144658,-69005,-32.29618604999462
"Arizona",180225,1,180225,-33438,-15.64987854705775
"New Mexico",316983,2,158492,-55171,-25.821503957166193
"Alaska",64356,1,64356,-149307,-69.8796703219556
"Hawaii",191909,1,191909,-21754,-10.181453971909034
"Puerto Rico",1118012,5,223602,9939,4.651717892194718
"TOTAL",92943602,435,213663,0,0.0
