"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",3266740,8,408342,-7540,-1.8130142684703834
"Alaska",226167,1,226167,-189715,-45.61750688897332
"Arizona",1302161,3,434054,18172,4.369508658706075
"Arkansas",1786272,4,446568,30686,7.3785352575971075
"California",15717204,38,413611,-2271,-0.5460683559278834
"Colorado",1753947,4,438487,22605,5.43543601309987
"Connecticut",2535234,6,422539,6657,1.6006944277463317
"Delaware",446292,1,446292,30410,7.3121702790695435
"Florida",4951560,12,412630,-3252,-0.7819525730856348
"Georgia",3943116,9,438124,22242,5.348151639166879
"Hawaii",632772,2,316386,-99496,-23.924093853544996
"Idaho",667191,2,333596,-82286,-19.785900808402385
"Illinois",10081158,24,420048,4166,1.0017264512529997
"Indiana",4662498,11,423863,7981,1.919053962422033
"Iowa",2757537,7,393934,-21948,-5.277458509865779
"Kansas",2178611,5,435722,19840,4.770583963720478
"Kentucky",3038156,7,434022,18140,4.36181416844201
"Louisiana",3257022,8,407128,-8754,-2.1049239928633603
"Maine",969265,2,484632,68750,16.531131426702768
"Maryland",3100689,7,442956,27074,6.510019669040737
"Massachusetts",5148578,12,429048,13166,3.165801838021362
"Michigan",7823194,19,411747,-4135,-0.9942724138096863
"Minnesota",3413864,8,426733,10851,2.6091535579803886
"Mississippi",2178141,5,435628,19746,4.747981398569786
"Missouri",4319813,10,431981,16099,3.871049961287096
"Montana",674767,2,337384,-78498,-18.875065523393655
"Nebraska",1411330,3,470443,54561,13.119346353052066
"Nevada",285278,1,285278,-130604,-31.404100201499464
"New Hampshire",606921,2,303460,-112422,-27.03218701458587
"New Jersey",6066782,15,404452,-11430,-2.74837574119582
"New Mexico",951023,2,475512,59630,14.33820170144416
"New York",16782304,40,419558,3676,0.8839045690845
"North Carolina",4556155,11,414196,-1686,-0.40540345578793985
"North Dakota",632446,2,316223,-99659,-23.963287663327577
"Ohio",9706397,23,422017,6135,1.4751780553137668
"Oklahoma",2328284,6,388047,-27835,-6.69300426563304
"Oregon",1768687,4,442172,26290,6.321504657571138
"Pennsylvania",11319366,27,419236,3354,0.806478760802343
"Rhode Island",859488,2,429744,13862,3.333157001264782
"South Carolina",2382594,6,397099,-18783,-4.516425332185571
"South Dakota",680514,2,340257,-75625,-18.184244569373043
"Tennessee",3567089,9,396343,-19539,-4.698207664674115
"Texas",9579677,23,416508,626,0.1505234657907772
"Utah",890627,2,445314,29432,7.0770074203740485
"Vermont",389881,1,389881,-26001,-6.2520137923737975
"Virginia",3966949,10,396695,-19187,-4.613568271769396
"Washington",2853214,7,407602,-8280,-1.9909493558268931
"West Virginia",1860421,4,465105,49223,11.835809195877676
"Wisconsin",3951777,9,439086,23204,5.579467252730342
"Wyoming",330066,1,330066,-85816,-20.634699265657087
"Puerto Rico",2349544,6,391591,-24291,-5.840839468887809
"TOTAL",180908763,435,415882,0,0.0
