"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",2646242,9,294027,8820,3.0924907172685105
"Arizona",389375,1,389375,104168,36.523647736556256
"Arkansas",1854444,7,264921,-20286,-7.112728649717573
"California",5668241,20,283412,-1795,-0.6293674418930811
"Colorado",1034849,4,258712,-26495,-9.28974394036612
"Connecticut",1606897,6,267816,-17391,-6.097676424491684
"Delaware",238380,1,238380,-46827,-16.418601226477612
"Florida",1468191,5,293638,8431,2.9560985529808175
"Georgia",2908446,10,290845,5638,1.9768098258457891
"Idaho",441536,2,220768,-64439,-22.59376523016616
"Illinois",7630388,27,282607,-2600,-0.9116185787866357
"Indiana",3238480,11,294407,9200,3.22572727878348
"Iowa",2470420,9,274491,-10716,-3.757271034722149
"Kansas",1879498,7,268500,-16707,-5.8578506137647395
"Kentucky",2614575,9,290508,5301,1.8586500331338291
"Louisiana",2101593,7,300228,15021,5.266701027674636
"Maine",797418,3,265806,-19401,-6.802427710399815
"Maryland",1631522,6,271920,-13287,-4.658721560130011
"Massachusetts",4249598,15,283307,-1900,-0.6661828075748492
"Michigan",4842052,17,284827,-380,-0.13323656151496985
"Minnesota",2551583,9,283509,-1698,-0.5953570564537336
"Mississippi",2008154,7,286879,1672,0.5862408706658672
"Missouri",3629110,13,279162,-6045,-2.1195131956789277
"Montana",524729,2,262364,-22843,-8.009270459701199
"Nebraska",1375123,5,275025,-10182,-3.5700386035405867
"Nevada",86390,1,86390,-198817,-69.70971960716251
"New Hampshire",465292,2,232646,-52561,-18.429070815232446
"New Jersey",4041319,14,288666,3459,1.212803332316528
"New Mexico",395982,1,395982,110775,38.84021079426522
"New York",12587967,44,286090,883,0.30959969425715356
"North Carolina",3167274,11,287934,2727,0.9561476401350598
"North Dakota",673340,2,336670,51463,18.044087276960244
"Ohio",6646633,23,288984,3777,1.3243012969527397
"Oklahoma",2382222,8,297778,12571,4.4076758284333835
"Oregon",950379,3,316793,31586,11.074763242136413
"Pennsylvania",9631299,34,283274,-1933,-0.6777533510748334
"Rhode Island",687497,2,343748,58541,20.525793546441705
"South Carolina",1738760,6,289793,4586,1.6079549239675042
"South Dakota",673005,2,336502,51295,17.985182691869415
"Tennessee",2616497,9,290722,5515,1.9336832546185752
"Texas",5824601,20,291230,6023,2.111799500012272
"Utah",505741,2,252870,-32337,-11.33808076239363
"Vermont",359611,1,359611,74404,26.087718744631093
"Virginia",2421829,9,269092,-16115,-5.650282075825628
"Washington",1552423,5,310485,25278,8.863036320987915
"West Virginia",1729199,6,288200,2993,1.0494132331955386
"Wisconsin",2931721,10,293172,7965,2.792708453859828
"Wyoming",223630,1,223630,-61577,-21.590283548440254
"Alaska",59278,1,59278,-225929,-79.21579764872531
"Hawaii",368336,1,368336,83129,29.146900321520857
"Puerto Rico",1543913,5,308783,23576,8.26627677441297
"TOTAL",124064982,435,285207,0,0.0
