"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",2348174,9,260908,15337,6.245444291060426
"Arizona",309754,1,309754,64183,26.13622944077273
"Arkansas",1752204,7,250315,4744,1.9318241974826018
"California",3426031,14,244716,-855,-0.3481681468903087
"Colorado",939161,4,234790,-10781,-4.390176364473004
"Connecticut",1380631,6,230105,-15466,-6.29797492374914
"Delaware",223003,1,223003,-22568,-9.190010221076593
"Florida",968470,4,242118,-3453,-1.4061106563885801
"Georgia",2895832,12,241319,-4252,-1.7314748076930908
"Idaho",430442,2,215221,-30350,-12.358951179088736
"Illinois",6485280,26,249434,3863,1.5730684812131726
"Indiana",2930390,12,244199,-1372,-0.5586978918520509
"Iowa",2404021,10,240402,-5169,-2.104890235410533
"Kansas",1769257,7,252751,7180,2.923798005464815
"Kentucky",2416630,10,241663,-3908,-1.591393120523189
"Louisiana",1798509,7,256930,11359,4.625546176054991
"Maine",768014,3,256005,10434,4.248873034682434
"Maryland",1449661,6,241610,-3961,-1.6129754734883193
"Massachusetts",3852356,16,240772,-4799,-1.9542209788615106
"Michigan",3668412,15,244561,-1010,-0.4112863489581424
"Minnesota",2385656,10,238566,-7005,-2.8525355192591957
"Mississippi",1790618,7,255803,10232,4.166615764890805
"Missouri",3404055,14,243147,-2424,-0.987087237499542
"Montana",541511,2,270756,25185,10.25568980050576
"Nebraska",1296372,5,259274,13703,5.580056277003393
"Nevada",75820,1,75820,-169751,-69.12501883365707
"New Hampshire",443083,2,221542,-24029,-9.784950177341788
"New Jersey",3155900,13,242762,-2809,-1.1438647071519032
"New Mexico",353428,2,176714,-68857,-28.03954864377308
"New York",10380987,42,247166,1595,0.6495066599883537
"North Carolina",2559123,10,255912,10341,4.211002113441734
"North Dakota",645145,3,215048,-30523,-12.429399236880577
"Ohio",5759394,23,250408,4837,1.969695118723302
"Oklahoma",2028283,8,253535,7964,3.243053943665987
"Oregon",783389,3,261130,15559,6.335845844989841
"Pennsylvania",8720017,35,249143,3572,1.4545691470084008
"Rhode Island",604397,2,302198,56627,23.05931889351756
"South Carolina",1683724,7,240532,-5039,-2.0519523885149304
"South Dakota",631239,3,210413,-35158,-14.316837085812251
"Tennessee",2337885,9,259765,14194,5.779998452586014
"Texas",4663228,19,245433,-138,-0.0561955605507165
"Utah",448388,2,224194,-21377,-8.705018100671497
"Vermont",352428,2,176214,-69357,-28.243155747217706
"Virginia",2309187,9,256576,11005,4.481392346816196
"Washington",1354596,5,270919,25348,10.322065716228709
"West Virginia",1463701,6,243950,-1621,-0.6600942293674742
"Wisconsin",2631305,11,239210,-6361,-2.590289570022519
"Wyoming",193487,1,193487,-52084,-21.209344751619692
"Alaska",55036,1,55036,-190535,-77.58855890964324
"Hawaii",255912,1,255912,10341,4.211002113441734
"Puerto Rico",1299809,5,259962,14391,5.860219651343196
"TOTAL",106823335,435,245571,0,0.0
