"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",3061743,11,278340,-7575,-2.649388804364934
"Arizona",749587,3,249862,-36053,-12.609691691586661
"Arkansas",1909511,7,272787,-13128,-4.591574418970673
"California",10586223,37,286114,199,0.06960110522358044
"Colorado",1325089,5,265018,-20897,-7.308815557071158
"Connecticut",2007280,7,286754,839,0.2934438556913768
"Delaware",318085,1,318085,32170,11.251595753982826
"Florida",2771305,10,277130,-8785,-3.0725915044681114
"Georgia",3444578,12,287048,1133,0.39627161918752074
"Idaho",588637,2,294318,8403,2.938985362782645
"Illinois",8712176,30,290406,4491,1.5707465505482399
"Indiana",3934224,14,281016,-4899,-1.7134463039714602
"Iowa",2621073,9,291230,5315,1.8589440917755278
"Kansas",1905299,7,272186,-13729,-4.801776751831839
"Kentucky",2944806,10,294481,8566,2.995995313292412
"Louisiana",2683516,9,298168,12253,4.285539408565483
"Maine",913774,3,304591,18676,6.532011262088383
"Maryland",2343001,8,292875,6960,2.4342899113372853
"Massachusetts",4690514,16,293157,7242,2.532920623262158
"Michigan",6371766,22,289626,3711,1.297938198415613
"Minnesota",2982483,10,298248,12333,4.313519752373957
"Mississippi",2178914,8,272364,-13551,-4.739520486857982
"Missouri",3954653,14,282475,-3440,-1.2031547837644054
"Montana",591024,2,295512,9597,3.356591994124128
"Nebraska",1325510,5,265102,-20813,-7.2794361960722584
"Nevada",160083,1,160083,-125832,-44.01028277634961
"New Hampshire",533242,2,266621,-19294,-6.748159418008849
"New Jersey",4835329,17,284431,-1484,-0.5190353776472029
"New Mexico",681187,2,340594,54679,19.124215238794747
"New York",14830192,52,285196,-719,-0.251473339978665
"North Carolina",4061929,14,290138,4223,1.47701239878985
"North Dakota",619636,2,309818,23903,8.360176975674587
"Ohio",7946627,28,283808,-2107,-0.7369323050556984
"Oklahoma",2233351,8,279169,-6746,-2.359442491649616
"Oregon",1521341,5,304268,18353,6.419040623961666
"Pennsylvania",10498012,37,283730,-2185,-0.764213140268961
"Rhode Island",791896,3,263965,-21950,-7.677106832450203
"South Carolina",2117027,7,302432,16517,5.776891733557176
"South Dakota",652740,2,326370,40455,14.149310109647972
"Tennessee",3291718,11,299247,13332,4.662924295682283
"Texas",7711194,27,285600,-315,-0.11017260374586854
"Utah",688862,2,344431,58516,20.46622247870871
"Vermont",377747,1,377747,91832,32.118636657747935
"Virginia",3318680,12,276557,-9358,-3.2730007169963096
"Washington",2378963,8,297370,11455,4.006435479075949
"West Virginia",2005552,7,286507,592,0.20705454418271166
"Wisconsin",3434575,12,286215,300,0.10492628928177954
"Wyoming",290529,1,290529,4614,1.6137663291537694
"Alaska",128643,1,128643,-157272,-55.006557893080114
"Hawaii",499794,2,249897,-36018,-12.597450291170453
"District of Columbia",802178,3,267393,-18522,-6.478149100257069
"Puerto Rico",2210703,8,276338,-9577,-3.3495969081720087
"TOTAL",153536501,537,285915,0,0.0
