"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",2138093,10,213809,8810,4.297581939424095
"Arkansas",1574449,8,196806,-8193,-3.996604861487129
"California",2376561,11,216051,11052,5.3912458109551755
"Colorado",798572,4,199643,-5356,-2.6126956716862035
"Connecticut",1114756,5,222951,17952,8.757115888370187
"Delaware",202322,1,202322,-2677,-1.3058600285855053
"Florida",752619,4,188155,-16844,-8.216625446953401
"Georgia",2609121,13,200702,-4297,-2.0961077858916384
"Idaho",323440,2,161720,-43279,-21.111810301513668
"Illinois",5638591,27,208837,3838,1.872204254654901
"Indiana",2700876,13,207760,2761,1.3468358382236012
"Iowa",2224771,11,202252,-2747,-1.3400065366172518
"Kansas",1690949,8,211369,6370,3.107332230888931
"Kentucky",2289905,11,208173,3174,1.5483002356109055
"Louisiana",1656388,8,207048,2049,0.9995170708149795
"Maine",742371,4,185593,-19406,-9.466387640915322
"Maryland",1295346,6,215891,10892,5.313196649739755
"Massachusetts",3366416,16,210401,5402,2.6351348055356367
"Michigan",2810173,14,200727,-4272,-2.083912604451729
"Minnesota",2074376,10,207438,2439,1.1897619012775673
"Mississippi",1797114,9,199679,-5320,-2.595134610412734
"Missouri",3293335,16,205833,834,0.4068312528353797
"Montana",366338,2,183169,-21830,-10.648832433328943
"Nebraska",1192214,6,198702,-6297,-3.0717223010843955
"Nevada",80293,1,80293,-124706,-60.83249186581398
"New Hampshire",430572,2,215286,10287,5.018073258893946
"New Jersey",2537167,12,211431,6432,3.1375762808599066
"New York",9108934,44,207021,2022,0.9863462748598774
"North Carolina",2206287,11,200572,-4427,-2.1595227293791677
"North Dakota",574403,3,191468,-13531,-6.600520002536597
"Ohio",4767121,23,207266,2267,1.1058590529709902
"Oklahoma",1657155,8,207144,2145,1.046346567544232
"Oregon",672765,3,224255,19256,9.393216552275865
"Pennsylvania",7665111,37,207165,2166,1.056590519953756
"Rhode Island",542610,3,180870,-24129,-11.770301318543016
"South Carolina",1515400,7,216486,11487,5.603441968009601
"South Dakota",575676,3,191892,-13107,-6.393689725315734
"Tennessee",2184789,11,198617,-6382,-3.1131859179800876
"Texas",3896542,19,205081,82,0.04000019512290304
"Utah",371864,2,185932,-19067,-9.301020980590149
"Vermont",355956,2,177978,-27021,-13.181039907511744
"Virginia",2061612,10,206161,1162,0.5668320333269918
"Washington",1140134,5,228027,23028,11.233225527929406
"West Virginia",1221119,6,203520,-1479,-0.7214669339850438
"Wisconsin",2332853,11,212078,7079,3.4531875765247633
"Wyoming",144658,1,144658,-60341,-29.434777730623075
"Arizona",180225,1,180225,-24774,-12.084936999692681
"New Mexico",316983,2,158492,-46507,-22.686452129034777
"Alaska",64356,1,64356,-140643,-68.60667613012747
"Hawaii",191909,1,191909,-13090,-6.385397001936595
"District of Columbia",331069,2,165534,-39465,-19.25131342104108
"Puerto Rico",1118012,5,223602,18603,9.07467841306543
"TOTAL",93274671,455,204999,0,0.0
