"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",4062608,10,406261,11613,2.9426222861892115
"Alaska",551947,1,551947,157299,39.85805071861507
"Arizona",3677985,9,408665,14017,3.5517727189799517
"Arkansas",2362239,6,393706,-942,-0.2386937220003649
"California",29839250,76,392622,-2026,-0.5133688755549249
"Colorado",3307912,8,413489,18841,4.774127830370356
"Connecticut",3295669,8,411959,17311,4.386440574892056
"Delaware",668696,2,334348,-60300,-15.279438892380046
"Florida",13003362,33,394041,-607,-0.1538079503760313
"Georgia",6508419,16,406776,12128,3.0731183231639334
"Hawaii",1115274,3,371758,-22890,-5.800105410391032
"Idaho",1011986,3,337329,-57319,-14.524082220105006
"Illinois",11466682,29,395403,755,0.1913097241085727
"Indiana",5564228,14,397445,2797,0.708732845472421
"Iowa",2787424,7,398203,3555,0.9008027406701669
"Kansas",2485600,6,414267,19619,4.971265532829255
"Kentucky",3698969,9,410997,16349,4.142679045630537
"Louisiana",4238216,11,385292,-9356,-2.3707202367679554
"Maine",1233223,3,411074,16426,4.1621901035859805
"Maryland",4798622,12,399885,5237,1.3270053313332386
"Massachusetts",6029051,15,401937,7289,1.8469623563276643
"Michigan",9328784,24,388699,-5949,-1.5074192698303297
"Minnesota",4387029,11,398821,4173,1.057397985039833
"Mississippi",2586443,7,369492,-25156,-6.374287973079808
"Missouri",5137804,13,395216,568,0.14392572621678051
"Montana",803655,2,401828,7180,1.8193428067543735
"Nebraska",1584617,4,396154,1506,0.3816058867649145
"Nevada",1206152,3,402051,7403,1.8758488577162433
"New Hampshire",1113915,3,371305,-23343,-5.914891244856175
"New Jersey",7748634,20,387432,-7216,-1.828464859824451
"New Mexico",1521779,4,380445,-14203,-3.598903326508686
"New York",18044505,46,392272,-2376,-0.6020555026251242
"North Carolina",6657630,17,391625,-3023,-0.7659990675234639
"North Dakota",641364,2,320682,-73966,-18.74227159392674
"Ohio",10887325,28,388833,-5815,-1.4734649611805963
"Oklahoma",3157604,8,394700,52,0.013176298879001035
"Oregon",2853733,7,407676,13028,3.3011696499158742
"Pennsylvania",11924710,30,397490,2842,0.7201354118100181
"Rhode Island",1005984,3,335328,-59320,-15.031116336583485
"South Carolina",3505707,9,389523,-5125,-1.298625610670775
"South Dakota",699999,2,350000,-44648,-11.313372929800734
"Tennessee",4896641,12,408053,13405,3.396697816788632
"Texas",17059805,43,396740,2092,0.5300926395167339
"Utah",1727784,4,431946,37298,9.45095376132655
"Vermont",564964,2,282482,-112166,-28.421783462731348
"Virginia",6216568,16,388536,-6112,-1.5487218990087368
"Washington",4887941,12,407328,12680,3.2129898035717903
"West Virginia",1801625,5,360325,-34323,-8.697117431229856
"Wisconsin",4906745,12,408895,14247,3.6100525024832257
"Wyoming",455975,1,455975,61327,15.539670795240315
"TOTAL",249022783,631,394648,0,0.0
