"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",4802982,7,686140,-34581,-4.798111890731643
"Alaska",721523,1,721523,802,0.11127745687998546
"Arizona",6412700,9,712522,-8199,-1.1376108091758115
"Arkansas",2926229,4,731557,10836,1.5034944173959133
"California",37341989,52,718115,-2606,-0.3615823598868355
"Colorado",5044930,7,720704,-17,-0.002358749085984729
"Connecticut",3581628,5,716326,-4395,-0.6098060137001697
"Delaware",900877,1,900877,180156,24.996635313803818
"District of Columbia",604598,1,604598,-116123,-16.112060006576748
"Florida",18900773,26,726953,6232,0.8646896649327548
"Georgia",9727566,14,694826,-25895,-3.5929298577396804
"Hawaii",1366862,2,683431,-37290,-5.173985495080621
"Idaho",1573499,2,786750,66029,9.161520199910921
"Illinois",12864380,18,714688,-6033,-0.8370784256321101
"Indiana",6501582,9,722398,1677,0.23268365983508182
"Iowa",3053787,4,763447,42726,5.928230202810796
"Kansas",2863813,4,715953,-4768,-0.6615597436455993
"Kentucky",4350606,6,725101,4380,0.6077247645066538
"Louisiana",4553962,6,758994,38273,5.310376692229032
"Maine",1333074,2,666537,-54184,-7.518027086764503
"Maryland",5789929,8,723741,3020,0.41902483762787546
"Massachusetts",6559644,9,728849,8128,1.1277595629931694
"Michigan",9911626,14,707973,-12748,-1.768784314596078
"Minnesota",5314879,7,759268,38547,5.348394177497257
"Mississippi",2978240,4,744560,23839,3.307659968281762
"Missouri",6011478,8,751435,30714,4.261565848643234
"Montana",994416,1,994416,273695,37.975166534622964
"Nebraska",1831825,3,610608,-110113,-15.278172829708028
"Nevada",2709432,4,677358,-43363,-6.016613918562107
"New Hampshire",1321445,2,660722,-59999,-8.324858024117516
"New Jersey",8807501,12,733958,13237,1.8366330383046976
"New Mexico",2067273,3,689091,-31630,-4.38866079939394
"New York",19421055,27,719298,-1423,-0.19744117349154527
"North Carolina",9565781,13,735829,15108,2.096234187709252
"North Dakota",675905,1,675905,-44816,-6.218217590440684
"Ohio",11568495,16,723031,2310,0.32051237580145436
"Oklahoma",3764882,5,752976,32255,4.475379515790437
"Oregon",3848606,5,769721,49000,6.798747365485395
"Pennsylvania",12734905,18,707495,-13226,-1.8351067888961192
"Rhode Island",1055247,2,527624,-193097,-26.792198368023136
"South Carolina",4645975,6,774329,53608,7.438107117733492
"South Dakota",819761,1,819761,99040,13.741794675054564
"Tennessee",6375431,9,708381,-12340,-1.7121743365324447
"Texas",25268418,35,721955,1234,0.17121743365324446
"Utah",2770765,4,692691,-28030,-3.889160992950115
"Vermont",630337,1,630337,-90384,-12.540775140449634
"Virginia",8037736,11,730703,9982,1.3850019633117392
"Washington",6753369,9,750374,29653,4.11435215568854
"West Virginia",1859815,3,619938,-100783,-13.983635831341115
"Wisconsin",5698230,8,712279,-8442,-1.1713270461107697
"Wyoming",568300,1,568300,-152421,-21.14840555499285
"Puerto Rico",3725789,5,745158,24437,3.3906324361299314
"TOTAL",313513850,435,720721,0,0.0
