"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",4921532,9,546837,-35491,-6.094675165885892
"Alaska",731158,1,731158,148830,25.557761261694438
"Arizona",7421401,13,570877,-11451,-1.9664175516203926
"Arkansas",3030522,5,606104,23776,4.082922339300188
"California",39368078,68,578942,-3386,-0.5814592463353986
"Colorado",5807719,10,580772,-1556,-0.2672033630531247
"Connecticut",3557006,6,592834,10506,1.8041378741877432
"Delaware",986809,2,493404,-88924,-15.270431784149139
"District of Columbia",712816,1,712816,130488,22.407989998763583
"Florida",21733312,37,587387,5059,0.8687543789754228
"Georgia",10710017,18,595001,12673,2.1762649228613427
"Hawaii",1407006,2,703503,121175,20.80871948455166
"Idaho",1826913,3,608971,26643,4.575256556442418
"Illinois",12587530,22,572160,-10168,-1.7460949842700333
"Indiana",6754953,12,562913,-19415,-3.3340316797406273
"Iowa",3163561,5,632712,50384,8.652168537319174
"Kansas",2913805,5,582761,433,0.07435671992416645
"Kentucky",4477251,8,559656,-22672,-3.8933384621725216
"Louisiana",4645318,8,580665,-1663,-0.2855778873761866
"Maine",1350141,2,675070,92742,15.926076025882322
"Maryland",6055802,10,605580,23252,3.9929386874750996
"Massachusetts",6893574,12,574464,-7864,-1.350441675481859
"Michigan",9966555,17,586268,3940,0.6765946339519996
"Minnesota",5657342,10,565734,-16594,-2.849596790812051
"Mississippi",2966786,5,593357,11029,1.8939498014864473
"Missouri",6151548,11,559232,-23096,-3.966149661359234
"Montana",1080577,2,540288,-42040,-7.219299089173112
"Nebraska",1937552,3,645851,63523,10.908457089475347
"Nevada",3138259,5,627652,45324,7.783242433817368
"New Hampshire",1366275,2,683138,100810,17.311549504746466
"New Jersey",8882371,15,592158,9830,1.6880520943523238
"New Mexico",2106319,4,526580,-55748,-9.573298896841642
"New York",19336776,33,585963,3635,0.624218653404954
"North Carolina",10600823,18,588935,6607,1.1345839458174773
"North Dakota",765309,1,765309,182981,31.4223255622261
"Ohio",11693217,20,584661,2333,0.40063332005330327
"Oklahoma",3980783,7,568683,-13645,-2.343181162506354
"Oregon",4241507,7,605930,23602,4.053042271709415
"Pennsylvania",12783254,22,581057,-1271,-0.21826187303375416
"Rhode Island",1057125,2,528562,-53766,-9.232940885549038
"South Carolina",5218040,9,579782,-2546,-0.4372106441730434
"South Dakota",892717,2,446358,-135970,-23.349383852399335
"Tennessee",6886834,12,573903,-8425,-1.4467791347831462
"Texas",29360759,51,575701,-6627,-1.1380184363451527
"Utah",3249879,6,541646,-40682,-6.986097182343971
"Vermont",623347,1,623347,41019,7.043968347735296
"Virginia",8590563,15,572704,-9624,-1.6526768419172702
"Washington",7693612,13,591816,9488,1.6293223063290792
"West Virginia",1784787,3,594929,12601,2.1639007569617124
"Wisconsin",5832655,10,583266,938,0.16107760574796334
"Wyoming",582328,1,582328,0,0.0
"TOTAL",329484123,566,582127,-201,-0.034516629803135
