"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",5030053,7,718579,-50144,-6.523025849363165
"Alaska",736081,1,736081,-32642,-4.246262958178694
"Arizona",7158923,9,795436,26713,3.474983836830692
"Arkansas",3013756,4,753439,-15284,-1.9882324322285139
"California",39576757,51,776015,7292,0.9485861617253548
"Colorado",5782171,7,826024,57301,7.454050418681371
"Connecticut",3608298,5,721660,-47063,-6.122231284871144
"Delaware",990837,1,990837,222114,28.89389285867601
"Florida",21570527,28,770376,1653,0.21503194258530056
"Georgia",10725274,14,766091,-2632,-0.3423860090045439
"Hawaii",1460137,2,730068,-38655,-5.0284692925800325
"Idaho",1841377,2,920688,151965,19.768499186312884
"Illinois",12822739,17,754279,-14444,-1.878960301695149
"Indiana",6790280,9,754476,-14247,-1.8533333853676812
"Iowa",3192406,4,798102,29379,3.8217927654044437
"Kansas",2940865,4,735216,-33507,-4.358787235454123
"Kentucky",4509342,6,751557,-17166,-2.233054038971125
"Louisiana",4661468,6,776911,8188,1.0651431009609442
"Maine",1363582,2,681791,-86932,-11.308624823245825
"Maryland",6185278,8,773160,4437,0.5771910037815962
"Massachusetts",7033469,9,781497,12774,1.6617168993252447
"Michigan",10084442,13,775726,7003,0.91099134538709
"Minnesota",5709752,7,815679,46956,6.108312096815108
"Mississippi",2963914,4,740978,-27745,-3.609232454343112
"Missouri",6160281,8,770035,1312,0.17067266102354164
"Montana",1085407,1,1085407,316684,41.196113554557364
"Nebraska",1963333,3,654444,-114279,-14.86608310145527
"Nevada",3108462,4,777116,8393,1.0918107042458727
"New Hampshire",1379089,2,689544,-79179,-10.300069075596802
"New Jersey",9294493,12,774541,5818,0.7568395898132357
"New Mexico",2120220,3,706740,-61983,-8.0631124605352
"New York",20215751,26,777529,8806,1.1455361684247771
"North Carolina",10453948,14,746711,-22012,-2.8634501634528955
"North Dakota",779702,1,779702,10979,1.4282127632450181
"Ohio",11808848,15,787257,18534,2.411011508696891
"Oklahoma",3963516,5,792703,23980,3.119459154988208
"Oregon",4241500,6,706917,-61806,-8.040087261601384
"Pennsylvania",13011844,17,765403,-3320,-0.4318850873461572
"Rhode Island",1098163,2,549082,-219641,-28.572190502951
"South Carolina",5124712,7,732102,-36621,-4.76387463364567
"South Dakota",887770,1,887770,119047,15.486332528101801
"Tennessee",6916897,9,768544,-179,-0.023285370673181364
"Texas",29183290,38,767981,-742,-0.09652371530447248
"Utah",3275252,4,818813,50090,6.516001212400306
"Vermont",643503,1,643503,-125220,-16.28935260165235
"Virginia",8654542,11,786777,18054,2.3485702912492536
"Washington",7715946,10,771595,2872,0.3736066177283625
"West Virginia",1795045,2,897522,128799,16.754929929246295
"Wisconsin",5897473,8,737184,-31539,-4.102778243918811
"Wyoming",577719,1,577719,-191004,-24.846921452851024
"Puerto Rico",3285874,4,821468,52745,6.861379196407548
"TOTAL",334394308,435,768723,0,0.0
