"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",2348174,10,234817,11143,4.981803875282777
"Arizona",334162,2,167081,-56593,-25.301554941566746
"Arkansas",1752204,8,219026,-4648,-2.0780242674606795
"California",3426861,15,228457,4783,2.1383799636971665
"Colorado",939629,4,234907,11233,5.022041006107102
"Connecticut",1380631,6,230105,6431,2.8751665370136896
"Delaware",223003,1,223003,-671,-0.2999901642569096
"Florida",968470,4,242118,18444,8.245929343598272
"Georgia",2895832,13,222756,-918,-0.41041873440811183
"Idaho",431866,2,215933,-7741,-3.460840330123304
"Illinois",6485280,29,223630,-44,-0.019671486180780958
"Indiana",2930390,13,225415,1741,0.7783649418349919
"Iowa",2404021,11,218547,-5127,-2.292175219292363
"Kansas",1769257,8,221157,-2517,-1.1252984253869471
"Kentucky",2416630,11,219694,-3980,-1.7793753408979138
"Louisiana",1798509,8,224814,1140,0.5096703237747794
"Maine",768014,3,256005,32331,14.454518629791572
"Maryland",1449661,6,241610,17936,8.01881309405653
"Massachusetts",3852356,17,226609,2935,1.3121775441043662
"Michigan",3668412,16,229276,5602,2.504537854198521
"Minnesota",2387125,11,217011,-6663,-2.978888918694171
"Mississippi",1790618,8,223827,153,0.06840312240135196
"Missouri",3404055,15,226937,3263,1.4588195319974606
"Montana",548889,2,274444,50770,22.698212577232937
"Nebraska",1296372,6,216062,-7612,-3.4031671092751057
"Nevada",77407,1,77407,-146267,-65.39293793646111
"New Hampshire",443083,2,221542,-2132,-0.9531729213051137
"New Jersey",3155900,14,225421,1747,0.7810474172232803
"New Mexico",360350,2,180175,-43499,-19.447499485858884
"New York",10385227,46,225766,2092,0.9352897520498582
"North Carolina",2559123,11,232648,8974,4.012089022416553
"North Dakota",646872,3,215624,-8050,-3.5989878126201527
"Ohio",5759394,26,221515,-2159,-0.9652440605524112
"Oklahoma",2028283,9,225365,1691,0.7560109802659227
"Oregon",783389,4,195847,-27827,-12.440873771649812
"Pennsylvania",8720017,39,223590,-84,-0.03755465543603637
"Rhode Island",604397,3,201466,-22208,-9.928735570517807
"South Carolina",1683724,7,240532,16858,7.5368616826273955
"South Dakota",636547,3,212182,-11492,-5.137834527034881
"Tennessee",2337885,10,233788,10114,4.521759346191332
"Texas",4663228,21,222058,-1616,-0.7224800379123189
"Utah",449396,2,224698,1024,0.4578091329345386
"Vermont",352428,2,176214,-47460,-21.218380321360552
"Virginia",2309187,10,230919,7245,3.2390890313581373
"Washington",1356621,6,226104,2430,1.0864025322567665
"West Virginia",1463701,7,209100,-14574,-6.51573271815231
"Wisconsin",2632067,12,219339,-4335,-1.9380884680383057
"Wyoming",194402,1,194402,-29272,-13.086903260995914
"Alaska",55036,1,55036,-168638,-75.39454742169407
"Hawaii",255912,1,255912,32238,14.412940261273102
"District of Columbia",437571,2,218786,-4888,-2.185323282992212
"TOTAL",106021568,474,223674,0,0.0
