"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",5030053,7,718579,-37541,-4.964952653018039
"Arizona",7158923,9,795436,39316,5.199703750727398
"Arkansas",3013756,4,753439,-2681,-0.35457334814579694
"California",39576757,52,761091,4971,0.6574353277257577
"Colorado",5782171,8,722771,-33349,-4.4105433000052905
"Connecticut",3608298,5,721660,-34460,-4.557477649050416
"Delaware",990837,1,990837,234717,31.04229487382955
"Florida",21570527,28,770376,14256,1.8854150134899224
"Georgia",10725274,14,766091,9971,1.318706025498598
"Idaho",1841377,2,920688,164568,21.764799238216156
"Illinois",12822739,17,754279,-1841,-0.24347987091995982
"Indiana",6790280,9,754476,-1644,-0.2174258054277099
"Iowa",3192406,4,798102,41982,5.552293286779876
"Kansas",2940865,4,735216,-20904,-2.764640533248691
"Kentucky",4509342,6,751557,-4563,-0.603475638787494
"Louisiana",4661468,6,776911,20791,2.7496958154790243
"Maine",1363582,2,681791,-74329,-9.83031793895149
"Maryland",6185278,8,773160,17040,2.25361053800984
"Massachusetts",7033469,9,781497,25377,3.356213299476274
"Michigan",10084442,13,775726,19606,2.5929746601068615
"Minnesota",5709752,8,713719,-42401,-5.60770777125324
"Mississippi",2963914,4,740978,-15142,-2.0025921811352694
"Missouri",6160281,8,770035,13915,1.8403163519018144
"Montana",1085407,2,542704,-213416,-28.225149447177696
"Nebraska",1963333,3,654444,-101676,-13.447071893350262
"Nevada",3108462,4,777116,20996,2.776807914087711
"New Hampshire",1379089,2,689544,-66576,-8.804951594984924
"New Jersey",9294493,12,774541,18421,2.4362535047346983
"New Mexico",2120220,3,706740,-49380,-6.53070941120457
"New York",20215751,27,748732,-7388,-0.9770935830291488
"North Carolina",10453948,14,746711,-9409,-1.244379199068931
"North Dakota",779702,1,779702,23582,3.1188171189758243
"Ohio",11808848,16,738053,-18067,-2.389435539332381
"Oklahoma",3963516,5,792703,36583,4.838253187324764
"Oregon",4241500,6,706917,-49203,-6.507300428503412
"Pennsylvania",13011844,17,765403,9283,1.2277151774850554
"Rhode Island",1098163,2,549082,-207038,-27.38163254509866
"South Carolina",5124712,7,732102,-24018,-3.1764799238216157
"South Dakota",887770,1,887770,131650,17.411257472358884
"Tennessee",6916897,9,768544,12424,1.6431254298259534
"Texas",29183290,39,748289,-7831,-1.0356821668518224
"Utah",3275252,4,818813,62693,8.291408771094536
"Vermont",643503,1,643503,-112617,-14.89406443421679
"Virginia",8654542,11,786777,30657,4.054515156324393
"Washington",7715946,10,771595,15475,2.046632809606941
"West Virginia",1795045,2,897522,141402,18.700999841295033
"Wisconsin",5897473,8,737184,-18936,-2.504364386605301
"Wyoming",577719,1,577719,-178401,-23.594270750674497
"TOTAL",328912216,435,756120,0,0.0
