"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",4062608,10,406261,12383,3.1438668826387866
"Arizona",3677985,9,408665,14787,3.7542081558249
"Arkansas",2362239,6,393706,-172,-0.04366834400499647
"California",29839250,76,392622,-1256,-0.31888046552485794
"Colorado",3307912,8,413489,19611,4.978952873732475
"Connecticut",3295669,8,411959,18081,4.590507720664775
"Delaware",668696,2,334348,-59530,-15.113816968706045
"Florida",13003362,33,394041,163,0.04138337251636293
"Georgia",6508419,17,382848,-11030,-2.8003595021808785
"Idaho",1011986,3,337329,-56549,-14.356983634526427
"Illinois",11466682,29,395403,1525,0.38717572446290477
"Indiana",5564228,14,397445,3567,0.9056103666617582
"Iowa",2787424,7,398203,4325,1.0980557431488938
"Kansas",2485600,6,414267,20389,5.176475964638796
"Kentucky",3698969,9,410997,17119,4.346269657101946
"Louisiana",4238216,11,385292,-8586,-2.1798628001563936
"Maine",1233223,3,411074,17196,4.36581885761581
"Maryland",4798622,12,399885,6007,1.5250915258024058
"Massachusetts",6029051,15,401937,8059,2.046065025210852
"Michigan",9328784,24,388699,-5179,-1.3148741488481206
"Minnesota",4387029,11,398821,4943,1.2549571187017299
"Mississippi",2586443,7,369492,-24386,-6.191257191313046
"Missouri",5137804,13,395216,1338,0.33969909464351905
"Montana",803655,2,401828,7950,2.0183914816262907
"Nebraska",1584617,4,396154,2276,0.5778439009033254
"Nevada",1206152,3,402051,8173,2.0750079974002102
"New Hampshire",1113915,3,371305,-22573,-5.730962379213868
"New Jersey",7748634,20,387432,-6446,-1.6365473573035305
"New Mexico",1521779,4,380445,-13433,-3.4104468896460327
"New York",18044505,46,392272,-1606,-0.4077404678606066
"North Carolina",6657630,17,391625,-2253,-0.5720045293212619
"North Dakota",641364,2,320682,-73196,-18.58341923133559
"Ohio",10887325,28,388833,-5045,-1.2808534622395766
"Oklahoma",3157604,8,394700,822,0.20869406262852963
"Oregon",2853733,7,407676,13798,3.5031151777961704
"Pennsylvania",11924710,30,397490,3612,0.9170352241049259
"Rhode Island",1005984,3,335328,-58550,-14.865008962165948
"South Carolina",3505707,9,389523,-4355,-1.1056723147776721
"South Dakota",699999,2,350000,-43878,-11.139997664251366
"Tennessee",4896641,12,408053,14175,3.5988300945978198
"Texas",17059805,43,396740,2862,0.7266209333854645
"Utah",1727784,4,431946,38068,9.664921625477941
"Vermont",564964,2,282482,-111396,-28.28185377198016
"Virginia",6216568,16,388536,-5342,-1.3562575213644834
"Washington",4887941,12,407328,13450,3.41476294690234
"West Virginia",1801625,5,360325,-33553,-8.518627595346782
"Wisconsin",4906745,12,408895,15017,3.812601871645535
"Wyoming",455975,1,455975,62097,15.765541614408523
"TOTAL",247355562,628,393878,0,0.0
