"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",2348174,30,78272,865,1.1174699962535688
"Arizona",334162,4,83540,6133,7.923056054362008
"Arkansas",1752204,23,76183,-1224,-1.5812523415195008
"California",3426861,44,77883,476,0.6149314661464725
"Colorado",939629,12,78302,895,1.1562261810947332
"Connecticut",1380631,18,76702,-705,-0.9107703437673595
"Delaware",223003,3,74334,-3073,-3.9699252005632566
"Florida",968470,12,80706,3299,4.261888459700027
"Georgia",2895832,37,78266,859,1.109718759285336
"Idaho",431866,6,71978,-5429,-7.013577583422688
"Illinois",6485280,84,77206,-201,-0.25966643843580034
"Indiana",2930390,38,77116,-291,-0.37593499295929306
"Iowa",2404021,31,77549,142,0.18344594158151073
"Kansas",1769257,23,76924,-483,-0.6239745759427442
"Kentucky",2416630,31,77956,549,0.7092381825933055
"Louisiana",1798509,23,78196,789,1.0192876613226194
"Maine",768014,10,76801,-606,-0.7828749337915176
"Maryland",1449661,19,76298,-1109,-1.432686966295038
"Massachusetts",3852356,50,77047,-360,-0.4650742180939708
"Michigan",3668412,47,78051,644,0.8319661012569923
"Minnesota",2387125,31,77004,-403,-0.5206247496996396
"Mississippi",1790618,23,77853,446,0.5761752813053084
"Missouri",3404055,44,77365,-42,-0.05425865877762993
"Montana",548889,7,78413,1006,1.2996240650070408
"Nebraska",1296372,17,76257,-1150,-1.4856537522446291
"Nevada",77407,1,77407,0,0.0
"New Hampshire",443083,6,73847,-3560,-4.599067267818156
"New Jersey",3155900,41,76973,-434,-0.5606728073688426
"New Mexico",360350,5,72070,-5337,-6.894725283243118
"New York",10385227,134,77502,95,0.12272791866368674
"North Carolina",2559123,33,77549,142,0.18344594158151073
"North Dakota",646872,8,80859,3452,4.459545002389965
"Ohio",5759394,74,77830,423,0.5464622062604158
"Oklahoma",2028283,26,78011,604,0.78029118813544
"Oregon",783389,10,78339,932,1.204025475732169
"Pennsylvania",8720017,112,77857,450,0.5813427726174636
"Rhode Island",604397,8,75550,-1857,-2.3990078416680665
"South Carolina",1683724,22,76533,-874,-1.1290968517059181
"South Dakota",636547,8,79568,2161,2.7917371813918637
"Tennessee",2337885,30,77930,523,0.6756494890642964
"Texas",4663228,60,77720,313,0.40435619517614685
"Utah",449396,6,74899,-2508,-3.24001705272133
"Vermont",352428,5,70486,-6921,-8.941051842856588
"Virginia",2309187,30,76973,-434,-0.5606728073688426
"Washington",1356621,18,75368,-2039,-2.6341286963711292
"West Virginia",1463701,19,77037,-370,-0.4779929463743589
"Wisconsin",2632067,34,77414,7,0.009043109796271655
"Wyoming",194402,3,64801,-12606,-16.285348870257213
"TOTAL",105273049,1360,77407,0,0.0
