"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",5030053,10,503005,20867,4.328013971103709
"Alaska",736081,2,368040,-114098,-23.665008773421718
"Arizona",7158923,15,477262,-4876,-1.0113287067188232
"Arkansas",3013756,6,502293,20155,4.180338409335087
"California",39576757,82,482643,505,0.10474179591735146
"Colorado",5782171,12,481848,-290,-0.06014875409115233
"Connecticut",3608298,7,515471,33333,6.913580759035795
"Delaware",990837,2,495418,13280,2.7543981183810446
"Florida",21570527,45,479345,-2793,-0.5792947247468567
"Georgia",10725274,22,487512,5374,1.1146186361581123
"Hawaii",1460137,3,486712,4574,0.9486910386652784
"Idaho",1841377,4,460344,-21794,-4.5202825746985305
"Illinois",12822739,27,474916,-7222,-1.497911386366559
"Indiana",6790280,14,485020,2882,0.5977541699679345
"Iowa",3192406,7,456058,-26080,-5.409239678266388
"Kansas",2940865,6,490144,8006,1.6605204319095364
"Kentucky",4509342,9,501038,18900,3.9200394907682035
"Louisiana",4661468,10,466147,-15991,-3.316685264384886
"Maine",1363582,3,454527,-27611,-5.726783617968299
"Maryland",6185278,13,475791,-6347,-1.3164280766087717
"Massachusetts",7033469,15,468898,-13240,-2.7461017385064026
"Michigan",10084442,21,480212,-1926,-0.39947069096399784
"Minnesota",5709752,12,475813,-6325,-1.3118650676777188
"Mississippi",2963914,6,493986,11848,2.4573877188688713
"Missouri",6160281,13,473868,-8270,-1.7152765390821716
"Montana",1085407,2,542704,60566,12.561963587188728
"Nebraska",1963333,4,490833,8695,1.8034255752502397
"Nevada",3108462,6,518077,35939,7.454089907868701
"New Hampshire",1379089,3,459696,-22442,-4.654683928667726
"New Jersey",9294493,19,489184,7046,1.4614073149181355
"New Mexico",2120220,4,530055,47917,9.93844086133016
"New York",20215751,42,481327,-811,-0.16820910195836047
"North Carolina",10453948,22,475179,-6959,-1.4433626886907898
"North Dakota",779702,2,389851,-92287,-19.141200237276465
"Ohio",11808848,24,492035,9897,2.0527317904832225
"Oklahoma",3963516,8,495440,13302,2.7589611273120975
"Oregon",4241500,9,471278,-10860,-2.2524671359652215
"Pennsylvania",13011844,27,481920,-218,-0.04521527031679727
"Rhode Island",1098163,2,549082,66944,13.88482135820035
"South Carolina",5124712,11,465883,-16255,-3.3714413715575207
"South Dakota",887770,2,443885,-38253,-7.934035483616723
"Tennessee",6916897,14,494064,11926,2.473565659624423
"Texas",29183290,60,486388,4250,0.8814903616806806
"Utah",3275252,7,467893,-14245,-2.9545482828567753
"Vermont",643503,1,643503,161365,33.46863346178895
"Virginia",8654542,18,480808,-1330,-0.27585463083183653
"Washington",7715946,16,482247,109,0.022607635158398635
"West Virginia",1795045,4,448761,-33377,-6.9227067768979005
"Wisconsin",5897473,12,491456,9318,1.9326416917977842
"Wyoming",577719,1,577719,95581,19.824407119953207
"District of Columbia",691533,2,345766,-136372,-28.28484790661595
"Puerto Rico",3285874,7,469411,-12727,-2.639700666614123
"TOTAL",335085841,695,482138,0,0.0
