"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",4802982,11,436635,-18321,-4.026982829108749
"Arizona",6412700,14,458050,3094,0.680065764601412
"Arkansas",2926229,6,487705,32749,7.198278514845392
"California",37341989,82,455390,434,0.09539384028345599
"Colorado",5044930,11,458630,3674,0.8075506202797632
"Connecticut",3581628,8,447704,-7252,-1.5940002989300064
"Delaware",900877,2,450438,-4518,-0.9930630654392952
"Florida",18900773,42,450018,-4938,-1.085379685068446
"Georgia",9727566,21,463217,8261,1.8157799875152763
"Idaho",1573499,3,524500,69544,15.285873798784937
"Illinois",12864380,28,459442,4486,0.9860294182294551
"Indiana",6501582,14,464399,9443,2.075585331328744
"Iowa",3053787,7,436255,-18701,-4.1105073897255995
"Kansas",2863813,6,477302,22346,4.9116837672214455
"Kentucky",4350606,10,435061,-19895,-4.372950351242758
"Louisiana",4553962,10,455396,440,0.09671264913530099
"Maine",1333074,3,444358,-10598,-2.329456035308909
"Maryland",5789929,13,445379,-9577,-2.1050387290199493
"Massachusetts",6559644,14,468546,13590,2.9871020494289557
"Michigan",9911626,22,450528,-4428,-0.97328093266162
"Minnesota",5314879,12,442907,-12049,-2.6483879759800946
"Mississippi",2978240,7,425463,-29493,-6.482604911244164
"Missouri",6011478,13,462421,7465,1.6408180131705044
"Montana",994416,2,497208,42252,9.287051934692586
"Nebraska",1831825,4,457956,3000,0.6594044259225068
"Nevada",2709432,6,451572,-3384,-0.7438081924405876
"New Hampshire",1321445,3,440482,-14474,-3.181406553600788
"New Jersey",8807501,19,463553,8597,1.8896332832185971
"New Mexico",2067273,5,413455,-41501,-9.121981026736652
"New York",19421055,43,451652,-3304,-0.7262240744159875
"North Carolina",9565781,21,455513,557,0.12242942174627877
"North Dakota",675905,2,337952,-117004,-25.717651816878995
"Ohio",11568495,25,462740,7784,1.7109346837935975
"Oklahoma",3764882,8,470610,15654,3.4407722944636405
"Oregon",3848606,8,481076,26120,5.741214535031959
"Pennsylvania",12734905,28,454818,-138,-0.030332603592435316
"Rhode Island",1055247,2,527624,72668,15.972533607645575
"South Carolina",4645975,10,464598,9642,2.1193258249149367
"South Dakota",819761,2,409880,-45076,-9.907771300960972
"Tennessee",6375431,14,455388,432,0.09495423733284097
"Texas",25268418,56,451222,-3734,-0.8207387087982134
"Utah",2770765,6,461794,6838,1.5030024881527004
"Vermont",630337,1,630337,175381,38.54900254090505
"Virginia",8037736,18,446541,-8415,-1.8496294147126315
"Washington",6753369,15,450225,-4731,-1.0398807796797933
"West Virginia",1859815,4,464954,9998,2.1975751501244076
"Wisconsin",5698230,13,438325,-16631,-3.6555183358390706
"Wyoming",568300,1,568300,113344,24.913178417253537
"TOTAL",307095078,675,454956,0,0.0
