"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",2646248,11,240568,-6331,-2.564206416388888
"Arizona",435573,2,217786,-29113,-11.791461285788927
"Arkansas",1854482,7,264926,18027,7.301366145670903
"California",5677251,23,246837,-62,-0.02511148283306129
"Colorado",1035791,4,258948,12049,4.880133171863799
"Connecticut",1606903,6,267817,20918,8.47229028874155
"Delaware",238380,1,238380,-8519,-3.4503987460459538
"Florida",1468211,6,244702,-2197,-0.8898375449070267
"Georgia",2908506,12,242376,-4523,-1.8319231750634875
"Idaho",445032,2,222516,-24383,-9.875698159976347
"Illinois",7630654,31,246150,-749,-0.3033629135800469
"Indiana",3238503,13,249116,2217,0.8979380232402724
"Iowa",2470939,10,247094,195,0.07897966374914439
"Kansas",1880999,8,235125,-11774,-4.768751594781672
"Kentucky",2614589,10,261459,14560,5.897148226602781
"Louisiana",2101593,8,262699,15800,6.399377883264007
"Maine",797423,3,265808,18909,7.658597240167032
"Maryland",1631526,7,233075,-13824,-5.599050623939344
"Massachusetts",4249614,17,249977,3078,1.2466636154864945
"Michigan",4842325,19,254859,7960,3.2239903766317397
"Minnesota",2563953,10,256395,9496,3.8461071126250004
"Mississippi",2009821,8,251228,4329,1.7533485352310054
"Missouri",3629367,15,241958,-4941,-2.00122317222832
"Montana",537606,2,268803,21904,8.871643870570557
"Nebraska",1377963,6,229660,-17239,-6.982207299341026
"Nevada",91058,1,91058,-155841,-63.119332196566205
"New Hampshire",465293,2,232646,-14253,-5.772805884187461
"New Jersey",4041334,16,252583,5684,2.3021559423083935
"New Mexico",423317,2,211658,-35241,-14.273447847095373
"New York",12588066,50,251761,4862,1.9692262828120002
"North Carolina",3170276,13,243867,-3032,-1.2280325153200295
"North Dakota",680845,3,226948,-19951,-8.080632161329127
"Ohio",6646697,27,246174,-725,-0.29364233958015223
"Oklahoma",2396040,10,239604,-7295,-2.9546494720513246
"Oregon",953786,4,238446,-8453,-3.423667167546244
"Pennsylvania",9631350,39,246958,59,0.023896411083074456
"Rhode Island",687497,3,229166,-17733,-7.182289114172191
"South Carolina",1738765,7,248395,1496,0.6059157793267693
"South Dakota",692849,3,230950,-15949,-6.459726446846687
"Tennessee",2616556,10,261656,14757,5.97693793818525
"Texas",5824715,23,253248,6349,2.571496846888809
"Utah",507847,2,253924,7025,2.8452930145525093
"Vermont",359611,2,179806,-67093,-27.174269640622278
"Virginia",2421851,10,242185,-4714,-1.909282743145983
"Washington",1563396,6,260566,13667,5.535461869023366
"West Virginia",1729205,7,247029,130,0.05265310916609626
"Wisconsin",2939006,12,244917,-1982,-0.8027574028246368
"Wyoming",225565,1,225565,-21334,-8.640780238073058
"Alaska",59278,1,59278,-187621,-75.99099226809342
"Hawaii",368336,2,184168,-62731,-25.407555316141416
"District of Columbia",486869,2,243434,-3465,-1.4034078712347964
"TOTAL",123202660,499,246899,0,0.0
