"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",4461130,10,446113,13721,3.1732779514884646
"Alaska",628933,2,314466,-117926,-27.272937519658086
"Arizona",5140683,12,428390,-4002,-0.9255490388351311
"Arkansas",2679733,6,446622,14230,3.2909952080519527
"California",33930798,79,429504,-2888,-0.6679124498140576
"Colorado",4311882,10,431188,-1204,-0.2784510351717886
"Connecticut",3409535,8,426192,-6200,-1.433884068160373
"Delaware",785068,2,392534,-39858,-9.218024385280025
"Florida",16028890,37,433213,821,0.189874003219301
"Georgia",8206975,19,431946,-446,-0.10314714425798811
"Hawaii",1216642,3,405547,-26845,-6.208486743510519
"Idaho",1297274,3,432425,33,0.007631963588595534
"Illinois",12439042,29,428932,-3460,-0.8001998186830469
"Indiana",6090782,14,435056,2664,0.6161076060611668
"Iowa",2931923,7,418846,-13546,-3.132805417306518
"Kansas",2693824,6,448971,16579,3.8342522525856166
"Kentucky",4049431,9,449937,17545,4.057660641269958
"Louisiana",4480271,10,448027,15635,3.6159318396270055
"Maine",1277731,3,425910,-6482,-1.4991026660992803
"Maryland",5307886,12,442324,9932,2.2969897685433587
"Massachusetts",6355568,15,423705,-8687,-2.0090565967918
"Michigan",9955829,23,432862,470,0.10869766323151214
"Minnesota",4925670,11,447788,15396,3.5606579215156615
"Mississippi",2852927,7,407561,-24831,-5.742705692982294
"Missouri",5606260,13,431251,-1141,-0.263880922866288
"Montana",905316,2,452658,20266,4.686950729893245
"Nebraska",1715369,4,428842,-3550,-0.8210142648337619
"Nevada",2002032,5,400406,-31986,-7.397454161964144
"New Hampshire",1238415,3,412805,-19587,-4.5299172972672945
"New Jersey",8424354,20,421218,-11174,-2.584229125423227
"New Mexico",1823821,4,455955,23563,5.449453273881108
"New York",19004973,44,431931,-461,-0.10661621861644065
"North Carolina",8067673,19,424614,-7778,-1.7988306906695777
"North Dakota",643756,2,321878,-110514,-25.558752243334755
"Ohio",11374540,26,437482,5090,1.1771725656348868
"Oklahoma",3458819,8,432352,-40,-0.009250864955873375
"Oregon",3428543,8,428568,-3824,-0.8843826897814946
"Pennsylvania",12300670,29,424161,-8231,-1.9035967362948436
"Rhode Island",1049662,2,524831,92439,21.378517641399473
"South Carolina",4025061,9,447229,14837,3.431377083757331
"South Dakota",756874,2,378437,-53955,-12.478260467353698
"Tennessee",5700037,13,438464,6072,1.4042813003015782
"Texas",20903994,48,435500,3108,0.7187922070713612
"Utah",2236714,5,447343,14951,3.457742048881571
"Vermont",609890,1,609890,177498,41.05025069844031
"Virginia",7100702,16,443794,11402,2.636959055671705
"Washington",5908684,14,422049,-10343,-2.3920424059649577
"West Virginia",1813077,4,453269,20877,4.828257692094211
"Wisconsin",5371210,12,447601,15209,3.517410127846954
"Wyoming",495304,1,495304,62912,14.549760402597641
"Puerto Rico",3522037,8,440255,7863,1.8184887787008084
"TOTAL",284946214,659,432392,0,0.0
