"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",2348174,10,234817,11595,5.194380482210534
"Arizona",334162,2,167081,-56141,-25.150298805673277
"Arkansas",1752204,8,219026,-4196,-1.8797430360806733
"California",3426861,15,228457,5235,2.3451989499242907
"Colorado",939629,4,234907,11685,5.234699088799491
"Connecticut",1380631,6,230105,6883,3.0834774350198457
"Delaware",223003,1,223003,-219,-0.09810860936646029
"Florida",968470,4,242118,18896,8.4651154456102
"Georgia",2895832,13,222756,-466,-0.20876078522726252
"Idaho",431866,2,215933,-7289,-3.265359149187804
"Illinois",6485280,29,223630,408,0.18277768320326848
"Indiana",2930390,13,225415,2193,0.9824300472175682
"Iowa",2404021,11,218547,-4675,-2.0943276200374514
"Kansas",1769257,8,221157,-2065,-0.9250880289577191
"Kentucky",2416630,11,219694,-3528,-1.5804893782870861
"Louisiana",1798509,8,224814,1592,0.7131913521068711
"Maine",768014,3,256005,32783,14.686276442286156
"Maryland",1449661,6,241610,18388,8.237539310641424
"Massachusetts",3852356,17,226609,3387,1.5173235612977216
"Michigan",3668412,16,229276,6054,2.7120982698837928
"Minnesota",2387125,11,217011,-6211,-2.782431839155639
"Mississippi",1790618,8,223827,605,0.27103063318131726
"Missouri",3404055,15,226937,3715,1.6642624830885844
"Montana",548889,2,274444,51222,22.946662963327988
"Nebraska",1296372,6,216062,-7160,-3.2075691464103
"Nevada",77407,1,77407,-145815,-65.32286244187401
"New Hampshire",443083,2,221542,-1680,-0.7526139896605173
"New Jersey",3155900,14,225421,2199,0.9851179543234987
"New Mexico",360350,2,180175,-43047,-19.28438953149779
"New York",10385227,46,225766,2544,1.1396726129144976
"North Carolina",2559123,11,232648,9426,4.222702063416688
"North Dakota",646872,3,215624,-7598,-3.4037863651432207
"Ohio",5759394,26,221515,-1707,-0.7647095716372042
"Oklahoma",2028283,9,225365,2143,0.9600308213348147
"Oregon",783389,4,195847,-27375,-12.263576170807537
"Pennsylvania",8720017,39,223590,368,0.1648583024970657
"Rhode Island",604397,3,201466,-21756,-9.746351166103699
"South Carolina",1683724,8,210466,-12756,-5.714490507208072
"South Dakota",636547,3,212182,-11040,-4.945749074911971
"Tennessee",2337885,10,233788,10566,4.733404413543467
"Texas",4663228,21,222058,-1164,-0.5214539785505014
"Utah",449396,2,224698,1476,0.661225148058883
"Vermont",352428,2,176214,-47008,-21.058856205929523
"Virginia",2309187,10,230919,7697,3.4481368323910724
"Washington",1356621,6,226104,2882,1.2910913798819112
"West Virginia",1463701,7,209100,-14122,-6.326437358324896
"Wisconsin",2632067,12,219339,-3883,-1.7395238820546362
"Wyoming",194402,1,194402,-28820,-12.910913798819113
"Alaska",55036,1,55036,-168186,-75.34472408633557
"Hawaii",255912,1,255912,32690,14.644613882144233
"TOTAL",105583997,473,223222,0,0.0
