"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",4802982,7,686140,-33192,-4.614281027397641
"Alaska",721523,1,721523,2191,0.3045881456684813
"Arizona",6412700,9,712522,-6810,-0.9467116713840062
"Arkansas",2926229,4,731557,12225,1.6994934188941961
"California",37341989,52,718115,-1217,-0.16918474362325045
"Colorado",5044930,7,720704,1372,0.19073251294256338
"Connecticut",3581628,5,716326,-3006,-0.4178877069280944
"Delaware",900877,1,900877,181545,25.237998587578474
"Florida",18900773,26,726953,7621,1.0594551611773144
"Georgia",9727566,14,694826,-24506,-3.4067718383166605
"Hawaii",1366862,2,683431,-35901,-4.990880427952601
"Idaho",1573499,2,786750,67418,9.372306528835086
"Illinois",12864380,18,714688,-4644,-0.6455989723799302
"Indiana",6501582,9,722398,3066,0.4262287789226671
"Iowa",3053787,4,763447,44115,6.132773184009609
"Kansas",2863813,4,715953,-3379,-0.4697413711610216
"Kentucky",4350606,6,725101,5769,0.8019940722781692
"Louisiana",4553962,6,758994,39662,5.513726624145735
"Maine",1333074,2,666537,-52795,-7.339448265891132
"Maryland",5789929,8,723741,4409,0.6129297737345204
"Massachusetts",6559644,9,728849,9517,1.3230330362058131
"Michigan",9911626,14,707973,-11359,-1.5791039464391963
"Minnesota",5314879,7,759268,39936,5.551817519587617
"Mississippi",2978240,4,744560,25228,3.507142737984686
"Missouri",6011478,8,751435,32103,4.462890570696146
"Montana",994416,1,994416,275084,38.2415908092508
"Nebraska",1831825,3,610608,-108724,-15.114578525632114
"Nevada",2709432,4,677358,-41974,-5.835135931669938
"New Hampshire",1321445,2,660722,-58610,-8.147837160031807
"New Jersey",8807501,12,733958,14626,2.033275316543682
"New Mexico",2067273,3,689091,-30241,-4.204039303131238
"New York",19421055,27,719298,-34,-0.004726607463591221
"North Carolina",9565781,13,735829,16497,2.2933777449077755
"North Dakota",675905,1,675905,-43427,-6.037128891805175
"Ohio",11568495,16,723031,3699,0.5142270884654095
"Oklahoma",3764882,5,752976,33644,4.677117103090089
"Oregon",3848606,5,769721,50389,7.004971278908766
"Pennsylvania",12734905,18,707495,-11837,-1.645554486662626
"Rhode Island",1055247,2,527624,-191708,-26.650837165592524
"South Carolina",4645975,7,663711,-55621,-7.732312756835509
"South Dakota",819761,1,819761,100429,13.961425322382432
"Tennessee",6375431,9,708381,-10951,-1.5223846568761017
"Texas",25268418,35,721955,2623,0.3646438640294051
"Utah",2770765,4,692691,-26641,-3.703574983456874
"Vermont",630337,1,630337,-88995,-12.37189503595002
"Virginia",8037736,11,730703,11371,1.580772160838111
"Washington",6753369,9,750374,31042,4.315392614258784
"West Virginia",1859815,3,619938,-99394,-13.817541830476051
"Wisconsin",5698230,8,712279,-7053,-0.9804930129620258
"Wyoming",568300,1,568300,-151032,-20.99614642473851
"Puerto Rico",3725789,5,745158,25826,3.590275422197261
"TOTAL",312909252,435,719332,0,0.0
