"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",3890061,11,353642,-14998,-4.068467881944445
"Arizona",2717866,7,388267,19627,5.324164496527778
"Arkansas",2285513,6,380919,12279,3.3308919270833335
"California",23668562,64,369821,1181,0.3203667534722222
"Colorado",2888834,8,361104,-7536,-2.0442708333333335
"Connecticut",3107576,8,388447,19807,5.372992621527778
"Delaware",595225,2,297612,-71028,-19.267578125
"Florida",9739992,27,360740,-7900,-2.1430121527777777
"Georgia",5464265,15,364284,-4356,-1.181640625
"Idaho",943935,3,314645,-53995,-14.647081163194445
"Illinois",11418461,31,368337,-303,-0.08219401041666667
"Indiana",5490179,15,366012,-2628,-0.712890625
"Iowa",2913387,8,364173,-4467,-1.2117513020833333
"Kansas",2363208,6,393868,25228,6.843532986111112
"Kentucky",3661433,10,366143,-2497,-0.6773546006944444
"Louisiana",4203972,11,382179,13539,3.6726888020833335
"Maine",1124660,3,374887,6247,1.6946072048611112
"Maryland",4216446,11,383313,14673,3.9803059895833335
"Massachusetts",5737037,16,358565,-10075,-2.733018663194444
"Michigan",9258344,25,370334,1694,0.4595269097222222
"Minnesota",4077148,11,370650,2010,0.5452473958333333
"Mississippi",2520638,7,360091,-8549,-2.319064670138889
"Missouri",4917444,13,378265,9625,2.610948350694444
"Montana",786690,2,393345,24705,6.70166015625
"Nebraska",1570006,4,392502,23862,6.472981770833333
"Nevada",799184,2,399592,30952,8.39626736111111
"New Hampshire",920610,3,306870,-61770,-16.756184895833336
"New Jersey",7364158,20,368208,-432,-0.1171875
"New Mexico",1299968,4,324992,-43648,-11.840277777777777
"New York",17557288,48,365777,-2863,-0.776638454861111
"North Carolina",5874429,16,367152,-1488,-0.40364583333333337
"North Dakota",652695,2,326348,-42292,-11.47243923611111
"Ohio",10797419,29,372325,3685,0.9996202256944444
"Oklahoma",3025266,8,378158,9518,2.581922743055556
"Oregon",2632663,7,376095,7455,2.022298177083333
"Pennsylvania",11866728,32,370835,2195,0.595431857638889
"Rhode Island",947154,3,315718,-52922,-14.356011284722223
"South Carolina",3119208,8,389901,21261,5.767415364583333
"South Dakota",690178,2,345089,-23551,-6.388617621527779
"Tennessee",4590750,12,382562,13922,3.7765842013888893
"Texas",14228383,39,364830,-3810,-1.0335286458333335
"Utah",1461037,4,365259,-3381,-0.9171549479166667
"Vermont",511456,1,511456,142816,38.74131944444444
"Virginia",5346279,15,356419,-12221,-3.315158420138889
"Washington",4130163,11,375469,6829,1.852484809027778
"West Virginia",1949644,5,389929,21289,5.775010850694445
"Wisconsin",4705335,13,361949,-6691,-1.8150499131944446
"Wyoming",470816,1,470816,102176,27.717013888888886
"TOTAL",224501693,609,368640,0,0.0
