"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",2138093,10,213809,149453,232.2285412393561
"Arkansas",1574449,7,224921,160565,249.49499658151532
"California",2376561,11,216051,151695,235.71228789856426
"Colorado",798572,4,199643,135287,210.2166076201131
"Connecticut",1114756,5,222951,158595,246.43389893716204
"Delaware",202322,1,202322,137966,214.37938964509914
"Florida",752619,4,188155,123799,192.36590216918393
"Georgia",2609121,12,217427,153071,237.85039467959476
"Idaho",323440,2,161720,97364,151.28970103797624
"Illinois",5638591,26,216869,152513,236.98334265647335
"Indiana",2700876,13,207760,143404,222.829262228852
"Iowa",2224771,10,222477,158121,245.69737087451054
"Kansas",1690949,8,211369,147013,228.43713095904033
"Kentucky",2289905,11,208173,143817,223.47100503449565
"Louisiana",1656388,8,207048,142692,221.7229162782025
"Maine",742371,4,185593,121237,188.38492137485238
"Maryland",1295346,6,215891,151535,235.46367083100256
"Massachusetts",3366416,16,210401,146045,226.9329977002921
"Michigan",2810173,13,216167,151811,235.89253527254647
"Minnesota",2074376,10,207438,143082,222.32892038038412
"Mississippi",1797114,8,224639,160283,249.05680899993783
"Missouri",3293335,15,219556,155200,241.15855553483746
"Montana",366338,2,183169,118813,184.61837280129282
"Nebraska",1192214,6,198702,134346,208.75442849151594
"Nevada",80293,1,80293,15937,24.763813785816396
"New Hampshire",430572,2,215286,150930,234.5235875442849
"New Jersey",2537167,12,211431,147075,228.5334700727205
"New York",9108934,43,211836,147480,229.162782024986
"North Carolina",2206287,10,220629,156273,242.82584374417303
"North Dakota",574403,3,191468,127112,197.51382932438312
"Ohio",4767121,22,216687,152331,236.70054074212197
"Oklahoma",1657155,8,207144,142788,221.87208651873954
"Oregon",672765,3,224255,159899,248.4601280377898
"Pennsylvania",7665111,36,212920,148564,230.84716265771644
"Rhode Island",542610,3,180870,116514,181.0460563117658
"South Carolina",1515400,7,216486,152130,236.3882155509976
"South Dakota",575676,3,191892,127536,198.17266455342158
"Tennessee",2184789,10,218479,154123,239.48505189881283
"Texas",3896542,18,216475,152119,236.37112312760271
"Utah",371864,2,185932,121576,188.9116787867487
"Vermont",355956,2,177978,113622,176.5523028155883
"Virginia",2061612,10,206161,141805,220.3446454099074
"Washington",1140134,5,228027,163671,254.3212754055566
"West Virginia",1221119,6,203520,139164,216.24090993846727
"Wisconsin",2332853,11,212078,147722,229.53881533967308
"Wyoming",144658,1,144658,80302,124.77779849586675
"Arizona",180225,1,180225,115869,180.04381875815773
"New Mexico",316983,2,158492,94136,146.2738516999192
"Alaska",64356,1,64356,0,0.0
"Hawaii",191909,1,191909,127553,198.19908011685
"TOTAL",91825590,435,211093,146737,228.00826651749642
