"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",4062608,7,580373,-1592,-0.27355596986073044
"Alaska",551947,1,551947,-30018,-5.158042150301135
"Arizona",3677985,6,612998,31033,5.3324512642512865
"Arkansas",2362239,4,590560,8595,1.476892940297097
"California",29839250,52,573832,-8133,-1.39750672291289
"Colorado",3307912,6,551319,-30646,-5.265952419819062
"Connecticut",3295669,6,549278,-32687,-5.616660795752322
"Delaware",668696,1,668696,86731,14.90312991331094
"District of Columbia",609909,1,609909,27944,4.801663330269002
"Florida",13003362,22,591062,9097,1.563152423255694
"Georgia",6508419,11,591674,9709,1.6683133865438644
"Hawaii",1115274,2,557637,-24328,-4.180320122344127
"Idaho",1011986,2,505993,-75972,-13.05439330543933
"Illinois",11466682,20,573334,-8631,-1.4830788793140481
"Indiana",5564228,10,556423,-25542,-4.3889237325268695
"Iowa",2787424,5,557485,-24480,-4.20643853152681
"Kansas",2485600,4,621400,39435,6.7761806981519515
"Kentucky",3698969,6,616495,34530,5.9333465070923515
"Louisiana",4238216,7,605459,23494,4.037012535118091
"Maine",1233223,2,616612,34647,5.9534508088974425
"Maryland",4798622,8,599828,17863,3.069428573883309
"Massachusetts",6029051,10,602905,20940,3.5981545281932767
"Michigan",9328784,16,583049,1084,0.18626549706597476
"Minnesota",4387029,8,548379,-33586,-5.7711374395367425
"Mississippi",2586443,4,646611,64646,11.108228158050743
"Missouri",5137804,9,570867,-11098,-1.9069875336145645
"Montana",803655,1,803655,221690,38.09335612966416
"Nebraska",1584617,3,528206,-53759,-9.237497100341086
"Nevada",1206152,2,603076,21111,3.6275377385237944
"New Hampshire",1113915,2,556958,-25007,-4.296993805469401
"New Jersey",7748634,13,596049,14084,2.4200768087427935
"New Mexico",1521779,3,507260,-74705,-12.83668261837052
"New York",18044505,31,582081,116,0.019932470165731617
"North Carolina",6657630,12,554802,-27163,-4.667462819929034
"North Dakota",641364,1,641364,59399,10.206627546330106
"Ohio",10887325,19,573017,-8948,-1.5375495089910904
"Oklahoma",3157604,5,631521,49556,8.515288720112034
"Oregon",2853733,5,570747,-11218,-1.9276073303377352
"Pennsylvania",11924710,21,567843,-14122,-2.4266064110384646
"Rhode Island",1005984,2,502992,-78973,-13.570060055157956
"South Carolina",3505707,6,584284,2319,0.3984775716752726
"South Dakota",699999,1,699999,118034,20.281975720189358
"Tennessee",4896641,8,612080,30115,5.174709819319031
"Texas",17059805,29,588269,6304,1.0832266545238975
"Utah",1727784,3,575928,-6037,-1.0373476068148428
"Vermont",564964,1,564964,-17001,-2.9213097007552
"Virginia",6216568,11,565143,-16822,-2.890551837309804
"Washington",4887941,8,610993,29028,4.9879288273349776
"West Virginia",1801625,3,600542,18577,3.1921163643861745
"Wisconsin",4906745,8,613343,31378,5.391733179830402
"Wyoming",455975,1,455975,-125990,-21.64906824293557
"Puerto Rico",3522037,6,587006,5041,0.8662032940125266
"TOTAL",253154729,435,581965,0,0.0
