"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",2348174,11,213470,-9095,-4.086446656033068
"Arizona",334162,2,167081,-55484,-24.929346483049898
"Arkansas",1752204,8,219026,-3539,-1.5900972749533844
"California",3426861,15,228457,5892,2.647316514276728
"Colorado",939629,4,234907,12342,5.5453463033271175
"Connecticut",1380631,6,230105,7540,3.3877743580527038
"Delaware",223003,1,223003,438,0.19679644148900322
"Florida",968470,4,242118,19553,8.785298676791049
"Georgia",2895832,13,222756,191,0.08581762631141465
"Idaho",431866,2,215933,-6632,-2.979803652865455
"Illinois",6485280,29,223630,1065,0.47851189540134337
"Indiana",2930390,13,225415,2850,1.2805247905106374
"Iowa",2404021,11,218547,-4018,-1.8053153011479792
"Kansas",1769257,8,221157,-1408,-0.6326241772066588
"Kentucky",2416630,11,219694,-2871,-1.2899602363354525
"Louisiana",1798509,8,224814,2249,1.0104913171433063
"Maine",768014,3,256005,33440,15.024824208658144
"Maryland",1449661,6,241610,19045,8.557050749219329
"Massachusetts",3852356,17,226609,4044,1.8169972816929885
"Michigan",3668412,16,229276,6711,3.0152989014445217
"Minnesota",2387125,11,217011,-5554,-2.495450767191607
"Mississippi",1790618,8,223827,1262,0.5670253633769909
"Missouri",3404055,15,226937,4372,1.9643699593377215
"Montana",548889,3,182963,-39602,-17.793453597825355
"Nebraska",1296372,6,216062,-6503,-2.9218430570844474
"Nevada",77407,1,77407,-145158,-65.22049738278704
"New Hampshire",443083,2,221542,-1023,-0.45964100375171296
"New Jersey",3155900,14,225421,2856,1.2832206321748703
"New Mexico",360350,2,180175,-42390,-19.046121357805585
"New York",10385227,46,225766,3201,1.4382315278682631
"North Carolina",2559123,11,232648,10083,4.530361916743423
"North Dakota",646872,3,215624,-6941,-3.1186394985734505
"Ohio",5759394,26,221515,-1050,-0.4717722912407611
"Oklahoma",2028283,9,225365,2800,1.2580594433086962
"Oregon",783389,4,195847,-26718,-12.004582930829196
"Pennsylvania",8720017,39,223590,1025,0.4605396176397906
"Rhode Island",604397,3,201466,-21099,-9.479927212275067
"South Carolina",1683724,8,210466,-12099,-5.436164715925685
"South Dakota",636547,3,212182,-10383,-4.665153999955069
"Tennessee",2337885,10,233788,11223,5.042571832947678
"Texas",4663228,21,222058,-507,-0.22779862062768183
"Utah",449396,2,224698,2133,0.9583717116348034
"Vermont",352428,2,176214,-46351,-20.82582616314335
"Virginia",2309187,10,230919,8354,3.7535102105003033
"Washington",1356621,6,226104,3539,1.5900972749533844
"West Virginia",1463701,7,209100,-13465,-6.049918001482713
"Wisconsin",2632067,12,219339,-3226,-1.4494642014692338
"Wyoming",194402,1,194402,-28163,-12.65383146496529
"TOTAL",105273049,473,222565,0,0.0
