"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",4802982,10,480298,19248,4.174818349419803
"Alaska",721523,2,360762,-100288,-21.752087626070924
"Arizona",6412700,14,458050,-3000,-0.6506886454831363
"Arkansas",2926229,6,487705,26655,5.781368615117667
"California",37341989,81,461012,-38,-0.008242056176119726
"Colorado",5044930,11,458630,-2420,-0.52488884068973
"Connecticut",3581628,8,447704,-13346,-2.8946968875393124
"Delaware",900877,2,450438,-10612,-2.3017026352890144
"Florida",18900773,41,460994,-56,-0.012146188049018545
"Georgia",9727566,21,463217,2167,0.47001409825398544
"Hawaii",1366862,3,455621,-5429,-1.1775295521093156
"Idaho",1573499,3,524500,63450,13.762064851968333
"Illinois",12864380,28,459442,-1608,-0.34876911397896104
"Indiana",6501582,14,464399,3349,0.7263854245743412
"Iowa",3053787,7,436255,-24795,-5.377941654918121
"Kansas",2863813,6,477302,16252,3.5249972887973104
"Kentucky",4350606,9,483401,22351,4.847847305064526
"Louisiana",4553962,10,455396,-5654,-1.226331200520551
"Maine",1333074,3,444358,-16692,-3.6204316234681704
"Maryland",5789929,13,445379,-15671,-3.3989805877887433
"Massachusetts",6559644,14,468546,7496,1.6258540288471968
"Michigan",9911626,22,450528,-10522,-2.2821819759245203
"Minnesota",5314879,12,442907,-18143,-3.9351480316668477
"Mississippi",2978240,6,496373,35323,7.661425008133609
"Missouri",6011478,13,462421,1371,0.2973647109857933
"Montana",994416,2,497208,36158,7.842533347793081
"Nebraska",1831825,4,457956,-3094,-0.6710768897082745
"Nevada",2709432,6,451572,-9478,-2.0557423272963886
"New Hampshire",1321445,3,440482,-20568,-4.461121353432382
"New Jersey",8807501,19,463553,2503,0.5428912265480967
"New Mexico",2067273,5,413455,-47595,-10.323175360589957
"New York",19421055,42,462406,1356,0.2941112677583776
"North Carolina",9565781,21,455513,-5537,-1.2009543433467087
"North Dakota",675905,2,337952,-123098,-26.699490293894375
"Ohio",11568495,25,462740,1690,0.3665546036221668
"Oklahoma",3764882,8,470610,9560,2.0735278169395945
"Oregon",3848606,8,481076,20026,4.343563604815096
"Pennsylvania",12734905,28,454818,-6232,-1.351697212883635
"Rhode Island",1055247,2,527624,66574,14.439648628131438
"South Carolina",4645975,10,464598,3548,0.7695477713913892
"South Dakota",819761,2,409880,-51170,-11.098579329790695
"Tennessee",6375431,14,455388,-5662,-1.2280663702418393
"Texas",25268418,55,459426,-1624,-0.3522394534215378
"Utah",2770765,6,461794,744,0.1613707840798178
"Vermont",630337,1,630337,169287,36.7177095759679
"Virginia",8037736,17,472808,11758,2.5502656978635723
"Washington",6753369,15,450225,-10825,-2.347901529118317
"West Virginia",1859815,4,464954,3904,0.8467628239887214
"Wisconsin",5698230,12,474852,13802,2.993601561652749
"Wyoming",568300,1,568300,107250,23.262119076022124
"District of Columbia",604598,1,604598,143548,31.13501789393775
"Puerto Rico",3725789,8,465724,4674,1.0137729096627264
"TOTAL",313513850,680,461050,0,0.0
