"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",2646248,11,240568,-7951,-3.199352966976368
"Arizona",435573,2,217786,-30733,-12.366458902538639
"Arkansas",1854482,7,264926,16407,6.601909713140645
"California",5677251,23,246837,-1682,-0.6768094189981451
"Colorado",1035791,4,258948,10429,4.196459828021197
"Connecticut",1606903,6,267817,19298,7.765201051026279
"Delaware",238380,1,238380,-10139,-4.079768548883586
"Florida",1468211,6,244702,-3817,-1.535898663683662
"Georgia",2908506,12,242376,-6143,-2.4718431991115364
"Idaho",445032,2,222516,-26003,-10.463183901432084
"Illinois",7630654,30,254355,5836,2.3483113967141347
"Indiana",3238503,13,249116,597,0.24022308153501343
"Iowa",2470939,10,247094,-1425,-0.5733968026589517
"Kansas",1880999,8,235125,-13394,-5.389527561272981
"Kentucky",2614589,10,261459,12940,5.206845351864445
"Louisiana",2101593,8,262699,14180,5.7058011661080235
"Maine",797423,3,265808,17289,6.95681215520745
"Maryland",1631526,7,233075,-15444,-6.214414189659543
"Massachusetts",4249614,17,249977,1458,0.5866754654573695
"Michigan",4842325,19,254859,6340,2.5511127921808794
"Minnesota",2563953,10,256395,7876,3.1691741878890545
"Mississippi",2009821,8,251228,2709,1.0900575006337545
"Missouri",3629367,14,259240,10721,4.313955874601137
"Montana",537606,2,268803,20284,8.161951400094159
"Nebraska",1377963,6,229660,-18859,-7.5885545974352056
"Nevada",91058,1,91058,-157461,-63.3597431182324
"New Hampshire",465293,2,232646,-15873,-6.387036806038974
"New Jersey",4041334,16,252583,4064,1.6352874428112136
"New Mexico",423317,2,211658,-36861,-14.832266345832712
"New York",12588066,50,251761,3242,1.3045280240142605
"North Carolina",3170276,13,243867,-4652,-1.8718890708557496
"North Dakota",680845,3,226948,-21571,-8.679819249232452
"Ohio",6646697,27,246174,-2345,-0.9435898261299942
"Oklahoma",2396040,10,239604,-8915,-3.5872508741786344
"Oregon",953786,4,238446,-10073,-4.05321122328675
"Pennsylvania",9631350,38,253457,4938,1.9869708151087038
"Rhode Island",687497,3,229166,-19353,-7.787332155690309
"South Carolina",1738765,7,248395,-124,-0.0498955814243579
"South Dakota",692849,3,230950,-17569,-7.069479597133419
"Tennessee",2616556,10,261656,13137,5.286114944933788
"Texas",5824715,23,253248,4729,1.902872617385391
"Utah",507847,2,253924,5405,2.1748840128923743
"Vermont",359611,2,179806,-68713,-27.648992632354062
"Virginia",2421851,10,242185,-6334,-2.5486984898538947
"Washington",1563396,6,260566,12047,4.847516688864835
"West Virginia",1729205,7,247029,-1490,-0.5995517445346231
"Wisconsin",2939006,12,244917,-3602,-1.449386163633364
"Wyoming",225565,1,225565,-22954,-9.23631593560251
"Alaska",59278,1,59278,-189241,-76.14749777682994
"Hawaii",368336,2,184168,-64351,-25.893794840635927
"Puerto Rico",1543913,6,257319,8800,3.540976746244754
"TOTAL",124259704,500,248519,0,0.0
