"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",4461130,10,446113,17766,4.14757194517529
"Alaska",628933,2,314466,-113881,-26.586155616824676
"Arizona",5140683,12,428390,43,0.010038590208405801
"Arkansas",2679733,6,446622,18275,4.266400838572466
"California",33930798,79,429504,1157,0.2701081132819887
"Colorado",4311882,10,431188,2841,0.663247320513509
"Connecticut",3409535,8,426192,-2155,-0.5030967883515001
"Delaware",785068,2,392534,-35813,-8.36074491008458
"Florida",16028890,37,433213,4866,1.1359948826535495
"Georgia",8206975,19,431946,3599,0.8402066548849414
"Hawaii",1216642,3,405547,-22800,-5.3227873663174945
"Idaho",1297274,3,432425,4078,0.9520318806948572
"Illinois",12439042,29,428932,585,0.1365715179515673
"Indiana",6090782,14,435056,6709,1.5662535280975471
"Iowa",2931923,7,418846,-9501,-2.218061524885198
"Kansas",2693824,6,448971,20624,4.814788010654913
"Kentucky",4049431,9,449937,21590,5.040306106964681
"Louisiana",4480271,10,448027,19680,4.5944059372424695
"Maine",1277731,3,425910,-2437,-0.5689312636717428
"Maryland",5307886,12,442324,13977,3.2630087289043694
"Massachusetts",6355568,15,423705,-4642,-1.0837008313353427
"Michigan",9955829,23,432862,4515,1.0540519718826091
"Minnesota",4925670,12,410472,-17875,-4.173018604075668
"Mississippi",2852927,7,407561,-20786,-4.852607815626117
"Missouri",5606260,13,431251,2904,0.6779550224467545
"Montana",905316,2,452658,24311,5.67553875712915
"Nebraska",1715369,4,428842,495,0.11556051518978772
"Nevada",2002032,5,400406,-27941,-6.522982535187594
"New Hampshire",1238415,3,412805,-15542,-3.628366721373092
"New Jersey",8424354,20,421218,-7129,-1.6643048743191853
"New Mexico",1823821,4,455955,27608,6.445241824969009
"New York",19004973,44,431931,3584,0.8367048210913115
"North Carolina",8067673,19,424614,-3733,-0.8714897034413688
"North Dakota",643756,2,321878,-106469,-24.85578281159901
"Ohio",11374540,27,421279,-7068,-1.6500640835584235
"Oklahoma",3458819,8,432352,4005,0.9349896228991915
"Oregon",3428543,8,428568,221,0.05159368455948098
"Pennsylvania",12300670,29,424161,-4186,-0.9772450840089927
"Rhode Island",1049662,2,524831,96484,22.524728782972684
"South Carolina",4025061,9,447229,18882,4.408108379421357
"South Dakota",756874,2,378437,-49910,-11.65176830933799
"Tennessee",5700037,13,438464,10117,2.3618701660102674
"Texas",20903994,49,426612,-1735,-0.40504544212986204
"Utah",2236714,5,447343,18996,4.4347223162529446
"Vermont",609890,2,304945,-123402,-28.808886253434718
"Virginia",7100702,17,417688,-10659,-2.488403093753429
"Washington",5908684,14,422049,-6298,-1.470303282152087
"West Virginia",1813077,4,453269,24922,5.818180120323009
"Wisconsin",5371210,13,413170,-15177,-3.5431554323947645
"Wyoming",495304,1,495304,66957,15.631485688005286
"TOTAL",281424177,657,428347,0,0.0
