"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",2138093,10,213809,-616,-0.28727993470910573
"Arkansas",1574449,7,224921,10496,4.894951614783724
"California",2376561,11,216051,1626,0.7583071003847499
"Colorado",798572,4,199643,-14782,-6.893785705957795
"Connecticut",1114756,5,222951,8526,3.9762154599510318
"Delaware",202322,1,202322,-12103,-5.644397808091408
"Florida",752619,3,250873,36448,16.99801795499592
"Georgia",2609121,12,217427,3002,1.4000233181765185
"Idaho",323440,2,161720,-52705,-24.579689868252302
"Illinois",5638591,26,216869,2444,1.1397924682289844
"Indiana",2700876,12,225073,10648,4.965838871400257
"Iowa",2224771,10,222477,8052,3.7551591465547394
"Kansas",1690949,8,211369,-3056,-1.4252069488166026
"Kentucky",2289905,11,208173,-6252,-2.9157047918852745
"Louisiana",1656388,8,207048,-7377,-3.44036376355369
"Maine",742371,3,247457,33032,15.404920135245423
"Maryland",1295346,6,215891,1466,0.6836889355252419
"Massachusetts",3366416,15,224428,10003,4.665034394310365
"Michigan",2810173,13,216167,1742,0.8124052699078932
"Minnesota",2074376,10,207438,-6987,-3.25848198670864
"Mississippi",1797114,8,224639,10214,4.763437099218841
"Missouri",3293335,15,219556,5131,2.392911274338347
"Montana",366338,2,183169,-31256,-14.576658505304884
"Nebraska",1192214,6,198702,-15723,-7.332633788037775
"Nevada",80293,1,80293,-134132,-62.554273055847034
"New Hampshire",430572,2,215286,861,0.4015389996502273
"New Jersey",2537167,12,211431,-2994,-1.3962924099335432
"New York",9108934,42,216879,2454,1.1444561035327037
"North Carolina",2206287,10,220629,6204,2.8933193424274224
"North Dakota",574403,3,191468,-22957,-10.70630756674828
"Ohio",4767121,22,216687,2262,1.0549143057012942
"Oklahoma",1657155,8,207144,-7281,-3.3955928646379854
"Oregon",672765,3,224255,9830,4.584353503556022
"Pennsylvania",7665111,35,219003,4578,2.1350122420426723
"Rhode Island",542610,3,180870,-33555,-15.64882826162994
"South Carolina",1515400,7,216486,2061,0.9611752360965373
"South Dakota",575676,3,191892,-22533,-10.508569429870585
"Tennessee",2184789,10,218479,4054,1.8906377521277835
"Texas",3896542,18,216475,2050,0.9560452372624462
"Utah",371864,2,185932,-28493,-13.288096070887256
"Vermont",355956,2,177978,-36447,-16.997551591465548
"Virginia",2061612,9,229068,14643,6.828961175236096
"Washington",1140134,5,228027,13602,6.3434767401189225
"West Virginia",1221119,6,203520,-10905,-5.085694298705841
"Wisconsin",2332853,11,212078,-2347,-1.0945552057829078
"Wyoming",144658,1,144658,-69767,-32.53678442345809
"Arizona",180225,1,180225,-34200,-15.949632738719831
"New Mexico",316983,2,158492,-55933,-26.085111344292876
"Alaska",64356,1,64356,-150069,-69.9867086393844
"Hawaii",191909,1,191909,-22516,-10.500641249854262
"District of Columbia",331069,2,165534,-48891,-22.80097936341378
"Puerto Rico",1118012,5,223602,9177,4.2798181182231545
"TOTAL",93274671,435,214425,0,0.0
