"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",2832961,9,314773,242249,334.02597760741276
"Arizona",499261,2,249630,177106,244.20329821852076
"Arkansas",1949387,6,324898,252374,347.986873310904
"California",6907387,23,300321,227797,314.09878109315537
"Colorado",1123296,4,280824,208300,287.2152666703436
"Connecticut",1709242,6,284874,212350,292.7996249517401
"Delaware",266505,1,266505,193981,267.47145772433953
"Florida",1897414,6,316236,243712,336.04324085819866
"Georgia",3123723,10,312372,239848,330.7153494015774
"Idaho",524873,2,262436,189912,261.86090121890686
"Illinois",7897241,26,303740,231216,318.81308256577137
"Indiana",3427796,11,311618,239094,329.67569356351004
"Iowa",2538268,8,317284,244760,337.48827974187856
"Kansas",1801028,6,300171,227647,313.8919530086592
"Kentucky",2845627,9,316181,243657,335.9674038938834
"Louisiana",2363880,8,295485,222961,307.43064364899897
"Maine",847226,3,282409,209885,289.40075009651974
"Maryland",1821244,6,303541,231017,318.5386906403397
"Massachusetts",4316721,14,308337,235813,325.1516739286305
"Michigan",5256106,17,309183,236659,326.3181843251889
"Minnesota",2792300,9,310256,237732,327.7976945562848
"Mississippi",2183796,7,311971,239447,330.1624289890243
"Missouri",3784664,13,291128,218604,301.4229772213336
"Montana",559456,2,279728,207204,285.704042799625
"Nebraska",1315834,4,328958,256434,353.58502013126684
"Nevada",110247,1,110247,37723,52.01450554299266
"New Hampshire",491524,2,245762,173238,238.86989134631293
"New Jersey",4160165,14,297155,224631,309.7333296563896
"New Mexico",531818,2,265909,193385,266.6496608019414
"New York",13479142,44,306344,233820,322.40361811262477
"North Carolina",3571623,12,297635,225111,310.3951795267773
"North Dakota",641935,2,320968,248444,342.5679774971044
"Ohio",6907612,23,300331,227807,314.1125696321218
"Oklahoma",2336434,8,292054,219530,302.6997959296233
"Oregon",1089684,4,272421,199897,275.62875737686835
"Pennsylvania",9900180,33,300005,227481,313.6630632618168
"Rhode Island",713346,2,356673,284149,391.7999558766753
"South Carolina",1899804,6,316634,244110,336.59202470906183
"South Dakota",642961,2,321480,248956,343.27395069218466
"Tennessee",2915841,10,291584,219060,302.05173459820196
"Texas",6414824,21,305468,232944,321.19574209916715
"Utah",550310,2,275155,202631,279.39854393028514
"Vermont",359231,1,359231,286707,395.32706414428327
"Virginia",2677773,9,297530,225006,310.25039986763005
"Washington",1736191,6,289365,216841,298.99205780155535
"West Virginia",1901974,6,316996,244472,337.0911698196459
"Wisconsin",3137587,10,313759,241235,332.6278197562186
"Wyoming",250742,1,250742,178218,245.7365837515857
"Alaska",72524,1,72524,0,0.0
"Hawaii",423330,1,423330,350806,483.71022006508196
"TOTAL",131502038,435,302304,229780,316.8330483701947
