"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",3266740,8,408342,182175,80.54888644231917
"Alaska",226167,1,226167,0,0.0
"Arizona",1302161,3,434054,207887,91.917476908656
"Arkansas",1786272,4,446568,220401,97.45055644722704
"California",15717204,38,413611,187444,82.87858087165678
"Colorado",1753947,4,438487,212320,93.87753297342229
"Connecticut",2535234,6,422539,196372,86.82610637272458
"Delaware",446292,1,446292,220125,97.32852272878006
"Florida",4951560,12,412630,186463,82.44483058978543
"Georgia",3943116,10,394312,168145,74.34550575459727
"Hawaii",632772,2,316386,90219,39.89043494408999
"Idaho",667191,2,333596,107429,47.49985630087502
"Illinois",10081158,24,420048,193881,85.72470784862513
"Indiana",4662498,11,423863,197696,87.41151450034708
"Iowa",2757537,7,393934,167767,74.17837261846336
"Kansas",2178611,5,435722,209555,92.65498503318345
"Kentucky",3038156,7,434022,207855,91.9033280717346
"Louisiana",3257022,8,407128,180961,80.01211494161394
"Maine",969265,2,484632,258465,114.28059796522038
"Maryland",3100689,8,387586,161419,71.37159709418262
"Massachusetts",5148578,12,429048,202881,89.70406823276605
"Michigan",7823194,19,411747,185580,82.05441112098582
"Minnesota",3413864,8,426733,200566,88.68048831173425
"Mississippi",2178141,5,435628,209461,92.61342282472687
"Missouri",4319813,10,431981,205814,91.0008975668422
"Montana",674767,2,337384,111217,49.17472487144455
"Nebraska",1411330,3,470443,244276,108.00691524404533
"Nevada",285278,1,285278,59111,26.135996851883785
"New Hampshire",606921,2,303460,77293,34.175189130156035
"New Jersey",6066782,15,404452,178285,78.8289184540627
"New Mexico",951023,2,475512,249345,110.24817944262426
"New York",16782304,41,409324,183157,80.98307887534433
"North Carolina",4556155,11,414196,188029,83.13723929662594
"North Dakota",632446,2,316223,90056,39.81836430602166
"Ohio",9706397,24,404433,178266,78.82051758214062
"Oklahoma",2328284,6,388047,161880,71.5754287760814
"Oregon",1768687,4,442172,216005,95.5068599751511
"Pennsylvania",11319366,27,419236,193069,85.36568111174486
"Rhode Island",859488,2,429744,203577,90.01180543580628
"South Carolina",2382594,6,397099,170932,75.57778102021958
"South Dakota",680514,2,340257,114090,50.4450251362931
"Tennessee",3567089,9,396343,170176,75.24351474795174
"Texas",9579677,23,416508,190341,84.15949276419636
"Utah",890627,2,445314,219147,96.89609890037008
"Vermont",389881,1,389881,163714,72.38633399213855
"Virginia",3966949,10,396695,170528,75.39915195408703
"Washington",2853214,7,407602,181435,80.22169458851202
"West Virginia",1860421,5,372084,145917,64.51736990807677
"Wisconsin",3951777,10,395178,169011,74.72840865378238
"Wyoming",330066,1,330066,103899,45.93906272798419
"TOTAL",178559219,435,410481,184314,81.49464776028333
