"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",5030053,7,718579,140860,24.382095793975964
"Alaska",736081,1,736081,158362,27.411596295084635
"Arizona",7158923,9,795436,217717,37.68562224887878
"Arkansas",3013756,4,753439,175720,30.41617118356848
"California",39576757,52,761091,183372,31.740690543326426
"Colorado",5782171,8,722771,145052,25.107708072609697
"Connecticut",3608298,5,721660,143941,24.9154000474279
"Delaware",990837,1,990837,413118,71.5084669190385
"Florida",21570527,28,770376,192657,33.347873274031144
"Georgia",10725274,14,766091,188372,32.606163203910555
"Hawaii",1460137,2,730068,152349,26.370778873466165
"Idaho",1841377,2,920688,342969,59.366058585575345
"Illinois",12822739,17,754279,176560,30.561570590546616
"Indiana",6790280,9,754476,176757,30.595670213373634
"Iowa",3192406,4,798102,220383,38.14709227150224
"Kansas",2940865,4,735216,157497,27.261869524803583
"Kentucky",4509342,6,751557,173838,30.09040727412462
"Louisiana",4661468,6,776911,199192,34.4790460414146
"Maine",1363582,2,681791,104072,18.014294146462206
"Maryland",6185278,8,773160,195441,33.82976845144439
"Massachusetts",7033469,9,781497,203778,35.27285756570236
"Michigan",10084442,13,775726,198007,34.27392902085616
"Minnesota",5709752,8,713719,136000,23.540856367888193
"Mississippi",2963914,4,740978,163259,28.259240218860725
"Missouri",6160281,8,770035,192316,33.28884803857931
"Montana",1085407,2,542704,-35015,-6.060905042070626
"Nebraska",1963333,3,654444,76725,13.280677976663396
"Nevada",3108462,4,777116,199397,34.514530420498545
"New Hampshire",1379089,2,689544,111825,19.356296053963952
"New Jersey",9294493,12,774541,196822,34.06881200029772
"New Mexico",2120220,3,706740,129021,22.332829628244873
"New York",20215751,26,777529,199810,34.5860184622628
"North Carolina",10453948,14,746711,168992,29.251591171486485
"North Dakota",779702,1,779702,201983,34.96215288055266
"Ohio",11808848,15,787257,209538,36.26988207069527
"Oklahoma",3963516,5,792703,214984,37.2125548926035
"Oregon",4241500,6,706917,129198,22.36346736042955
"Pennsylvania",13011844,17,765403,187684,32.48707416581418
"Rhode Island",1098163,2,549082,-28637,-4.956908116229516
"South Carolina",5124712,7,732102,154383,26.722853151791785
"South Dakota",887770,1,887770,310051,53.66813277735369
"Tennessee",6916897,9,768544,190825,33.03076409119312
"Texas",29183290,38,767981,190262,32.93331186961135
"Utah",3275252,4,818813,241094,41.732053126173795
"Vermont",643503,1,643503,65784,11.386850700773213
"Virginia",8654542,11,786777,209058,36.18679669527919
"Washington",7715946,10,771595,193876,33.55887550868156
"West Virginia",1795045,2,897522,319803,55.35615065455697
"Wisconsin",5897473,8,737184,159465,27.60251956400949
"Wyoming",577719,1,577719,0,0.0
"TOTAL",331108434,435,761169,183450,31.754191916831537
