"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",3061743,9,340194,211551,164.4481238777081
"Arizona",749587,2,374794,246151,191.34426280481642
"Arkansas",1909511,5,381902,253259,196.86963146070912
"California",10586223,30,352874,224231,174.30485918394317
"Colorado",1325089,4,331272,202629,157.51265129078146
"Connecticut",2007280,6,334547,205904,160.0584563481884
"Delaware",318085,1,318085,189442,147.26180204130813
"Florida",2771305,8,346413,217770,169.2824327790863
"Georgia",3444578,10,344458,215815,167.7627231951991
"Idaho",588637,2,294318,165675,128.7866421025629
"Illinois",8712176,25,348487,219844,170.8946464246014
"Indiana",3934224,11,357657,229014,178.02290058534084
"Iowa",2621073,8,327634,198991,154.6846699781566
"Kansas",1905299,5,381060,252417,196.2151069238124
"Kentucky",2944806,8,368101,239458,186.1414923470379
"Louisiana",2683516,8,335440,206797,160.75262548292562
"Maine",913774,3,304591,175948,136.77230785973586
"Maryland",2343001,7,334714,206071,160.18827297248976
"Massachusetts",4690514,13,360809,232166,180.47309220089707
"Michigan",6371766,18,353987,225344,175.17004423093368
"Minnesota",2982483,9,331387,202744,157.6020459721866
"Mississippi",2178914,6,363152,234509,182.2944116663946
"Missouri",3954653,11,359514,230871,179.46643035376974
"Montana",591024,2,295512,166869,129.71479209906485
"Nebraska",1325510,4,331378,202735,157.59504986668534
"Nevada",160083,1,160083,31440,24.43972855110655
"New Hampshire",533242,2,266621,137978,107.2565160949294
"New Jersey",4835329,14,345381,216738,168.48021268160724
"New Mexico",681187,2,340594,211951,164.7590618999868
"New York",14830192,43,344888,216245,168.09698156914874
"North Carolina",4061929,12,338494,209851,163.12663728302357
"North Dakota",619636,2,309818,181175,140.8354904658629
"Ohio",7946627,23,345506,216863,168.57738081356933
"Oklahoma",2233351,6,372225,243582,189.34726335673142
"Oregon",1521341,4,380335,251692,195.65153175843224
"Pennsylvania",10498012,30,349934,221291,172.01946472019466
"Rhode Island",791896,2,395948,267305,207.78822011302597
"South Carolina",2117027,6,352838,224195,174.27687476193807
"South Dakota",652740,2,326370,197727,153.70210582775587
"Tennessee",3291718,9,365746,237103,184.31084474087203
"Texas",7711194,22,350509,221866,172.4664381272203
"Utah",688862,2,344431,215788,167.7417348786953
"Vermont",377747,1,377747,249104,193.639762754289
"Virginia",3318680,10,331868,203225,157.97594894397676
"Washington",2378963,7,339852,211209,164.1822718686598
"West Virginia",2005552,6,334259,205616,159.83458097214773
"Wisconsin",3434575,10,343458,214815,166.98537813950233
"Wyoming",290529,1,290529,161886,125.84128168652784
"Alaska",128643,1,128643,0,0.0
"Hawaii",499794,2,249897,121254,94.25619738345654
"TOTAL",150523620,435,346031,217388,168.98548696781015
