"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",2348174,10,234817,179781,326.66073115778767
"Arizona",309754,1,309754,254718,462.8206991787194
"Arkansas",1752204,7,250315,195279,354.8204811396177
"California",3426031,14,244716,189680,344.647140053783
"Colorado",939161,4,234790,179754,326.61167235990985
"Connecticut",1380631,6,230105,175069,318.09906243186276
"Delaware",223003,1,223003,167967,305.1947815974998
"Florida",968470,4,242118,187082,339.92659350243474
"Georgia",2895832,12,241319,186283,338.4748164837561
"Idaho",430442,2,215221,160185,291.05494585362305
"Illinois",6485280,26,249434,194398,353.21971073479176
"Indiana",2930390,12,244199,189163,343.7077549240497
"Iowa",2404021,10,240402,185366,336.8086343484265
"Kansas",1769257,7,252751,197715,359.2466749036994
"Kentucky",2416630,10,241663,186627,339.099861908569
"Louisiana",1798509,7,256930,201894,366.8398866196671
"Maine",768014,3,256005,200969,365.1591685442256
"Maryland",1449661,6,241610,186574,339.0035613053274
"Massachusetts",3852356,16,240772,185736,337.4809215786031
"Michigan",3668412,15,244561,189525,344.3655062141144
"Minnesota",2385656,10,238566,183530,333.4726360927393
"Mississippi",1790618,7,255803,200767,364.79213605639944
"Missouri",3404055,14,243147,188111,341.79627879933133
"Montana",541511,2,270756,215720,391.9616251181045
"Nebraska",1296372,5,259274,204238,371.0989170724617
"Nevada",75820,1,75820,20784,37.76437241078567
"New Hampshire",443083,2,221542,166506,302.54015553455923
"New Jersey",3155900,13,242762,187726,341.0967366814449
"New Mexico",353428,2,176714,121678,221.0880151173777
"New York",10380987,42,247166,192130,349.09877171306056
"North Carolina",2559123,10,255912,200876,364.99018824042446
"North Dakota",645145,3,215048,160012,290.7406061487026
"Ohio",5759394,23,250408,195372,354.98946144341886
"Oklahoma",2028283,8,253535,198499,360.67119703466824
"Oregon",783389,3,261130,206094,374.47125517842863
"Pennsylvania",8720017,36,242223,187187,340.1173777164038
"Rhode Island",604397,3,201466,146430,266.06221382367903
"South Carolina",1683724,7,240532,185496,337.04484337524525
"South Dakota",631239,3,210413,155377,282.3188458463551
"Tennessee",2337885,10,233788,178752,324.7910458608911
"Texas",4663228,19,245433,190397,345.94992368631443
"Utah",448388,2,224194,169158,307.3588196816629
"Vermont",352428,2,176214,121178,220.1795188603823
"Virginia",2309187,9,256576,201540,366.19667126971433
"Washington",1354596,6,225766,170730,310.21513191365653
"West Virginia",1463701,6,243950,188914,343.255323788066
"Wisconsin",2631305,11,239210,184174,334.6427792717494
"Wyoming",193487,1,193487,138451,251.56443055454613
"Alaska",55036,1,55036,0,0.0
"Hawaii",255912,1,255912,200876,364.99018824042446
"TOTAL",105523526,435,242583,187547,340.7714950214405
