"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",2646242,9,294027,234749,396.0136981679544
"Arizona",389375,1,389375,330097,556.862579709167
"Arkansas",1854444,7,264921,205643,346.91285131077296
"California",5668241,20,283412,224134,378.10654880394077
"Colorado",1034849,4,258712,199434,336.43847633186004
"Connecticut",1606897,6,267816,208538,351.79661931914035
"Delaware",238380,1,238380,179102,302.1390735179999
"Florida",1468191,5,293638,234360,395.3574682006815
"Georgia",2908446,10,290845,231567,390.6457707749924
"Idaho",441536,2,220768,161490,272.42821957555924
"Illinois",7630388,27,282607,223329,376.7485407739802
"Indiana",3238480,12,269873,210595,355.26670940315125
"Iowa",2470420,9,274491,215213,363.0571206855832
"Kansas",1879498,7,268500,209222,352.9505044029826
"Kentucky",2614575,9,290508,231230,390.07726306555554
"Louisiana",2101593,7,300228,240950,406.47457741489256
"Maine",797418,3,265806,206528,348.40581666048115
"Maryland",1631522,6,271920,212642,358.71992982219376
"Massachusetts",4249598,15,283307,224029,377.929417321772
"Michigan",4842052,17,284827,225549,380.49360639697693
"Minnesota",2551583,9,283509,224231,378.27018455413474
"Mississippi",2008154,7,286879,227601,383.95526164850367
"Missouri",3629110,13,279162,219884,370.9369411923479
"Montana",524729,2,262364,203086,342.59927797833933
"Nebraska",1375123,5,275025,215747,363.9579607948986
"Nevada",86390,1,86390,27112,45.73703566247174
"New Hampshire",465292,2,232646,173368,292.4660076250886
"New Jersey",4041319,14,288666,229388,386.9698707783663
"New Mexico",395982,1,395982,336704,568.0083673538244
"New York",12587967,45,279733,220455,371.9001990620466
"North Carolina",3167274,11,287934,228656,385.73501130267556
"North Dakota",673340,2,336670,277392,467.95101049293163
"Ohio",6646633,24,276943,217665,367.19356253584806
"Oklahoma",2382222,8,297778,238500,402.34150949762136
"Oregon",950379,3,316793,257515,434.41917743513613
"Pennsylvania",9631299,34,283274,223996,377.8737474273761
"Rhode Island",687497,2,343748,284470,479.89135935760316
"South Carolina",1738760,6,289793,230515,388.87108202031106
"South Dakota",673005,2,336502,277224,467.66760012146153
"Tennessee",2616497,9,290722,231444,390.43827389588046
"Texas",5824601,21,277362,218084,367.9004014980262
"Utah",505741,2,252870,193592,326.5832180572894
"Vermont",359611,1,359611,300333,506.6517088970613
"Virginia",2421829,9,269092,209814,353.949188569115
"Washington",1552423,6,258737,199459,336.4806504942812
"West Virginia",1729199,6,288200,228922,386.1837443908364
"Wisconsin",2931721,10,293172,233894,394.5713418131516
"Wyoming",223630,1,223630,164352,277.25631768953065
"Alaska",59278,1,59278,0,0.0
"Hawaii",368336,1,368336,309058,521.3704915820372
"TOTAL",122521069,435,281658,222380,375.14760956847397
