"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",3890061,7,555723,155242,38.76388642657205
"Alaska",400481,1,400481,0,0.0
"Arizona",2717866,5,543573,143092,35.73003463335339
"Arkansas",2285513,4,571378,170897,42.672935794706866
"California",23668562,45,525968,125487,31.334070779887185
"Colorado",2888834,6,481472,80991,20.22343132383309
"Connecticut",3107576,6,517929,117448,29.326734601641526
"Delaware",595225,1,595225,194744,48.62752540070565
"Florida",9739992,19,512631,112150,28.00382539995655
"Georgia",5464265,10,546426,145945,36.44242798035363
"Hawaii",965000,2,482500,82019,20.480122652510357
"Idaho",943935,2,471968,71487,17.85028503224872
"Illinois",11418461,22,519021,118540,29.599406713427108
"Indiana",5490179,10,549018,148537,37.08964969624027
"Iowa",2913387,6,485564,85083,21.245202643820804
"Kansas",2363208,5,472642,72161,18.018582654358134
"Kentucky",3661433,7,523062,122581,30.60844334687538
"Louisiana",4203972,8,525496,125015,31.216212504463382
"Maine",1124660,2,562330,161849,40.413652582769224
"Maryland",4216446,8,527056,126575,31.605744092728493
"Massachusetts",5737037,11,521549,121068,30.230647646205437
"Michigan",9258344,18,514352,113871,28.433558645728514
"Minnesota",4077148,8,509644,109163,27.25797228832329
"Mississippi",2520638,5,504128,103647,25.880628544175625
"Missouri",4917444,9,546383,145902,36.43169089170273
"Montana",786690,2,393345,-7136,-1.7818573165768163
"Nebraska",1570006,3,523335,122854,30.67661137482178
"Nevada",799184,2,399592,-889,-0.22198306536389992
"New Hampshire",920610,2,460305,59824,14.938037010494881
"New Jersey",7364158,14,526011,125530,31.344807868538084
"New Mexico",1299968,3,433323,32842,8.20063873192486
"New York",17557288,34,516391,115910,28.942696407569894
"North Carolina",5874429,11,534039,133558,33.349397349686996
"North Dakota",652695,1,652695,252214,62.97776923249793
"Ohio",10797419,21,514163,113682,28.38636539561178
"Oklahoma",3025266,6,504211,103730,25.90135362226922
"Oregon",2632663,5,526533,126052,31.475151130765255
"Pennsylvania",11866728,23,515945,115464,28.831330325283844
"Rhode Island",947154,2,473577,73096,18.252051907581134
"South Carolina",3119208,6,519868,119387,29.810902389876176
"South Dakota",690178,1,690178,289697,72.33726443951149
"Tennessee",4590750,9,510083,109602,27.36759047245687
"Texas",14228383,27,526977,126496,31.58601781357917
"Utah",1461037,3,487012,86531,21.606767861646368
"Vermont",511456,1,511456,110975,27.71042821007738
"Virginia",5346279,10,534628,134147,33.49647049423069
"Washington",4130163,8,516270,115789,28.912482739505744
"West Virginia",1949644,4,487411,86930,21.706398056337253
"Wisconsin",4705335,9,522815,122334,30.54676751206674
"Wyoming",470816,1,470816,70335,17.5626309362991
"TOTAL",225867174,435,519235,118754,29.65284245694552
