"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",3266740,12,272228,-13050,-4.574485238959892
"Arizona",1302161,5,260432,-24846,-8.70939925265881
"Arkansas",1786272,6,297712,12434,4.358555514270291
"California",15717204,55,285767,489,0.17141174573573847
"Colorado",1753947,6,292324,7046,2.469871493770988
"Connecticut",2535234,9,281693,-3585,-1.2566689334613956
"Delaware",446292,2,223146,-62132,-21.77945723119203
"Florida",4951560,17,291268,5990,2.099706251445958
"Georgia",3943116,14,281651,-3627,-1.271391414690232
"Idaho",667191,2,333596,48318,16.93716304797426
"Illinois",10081158,35,288033,2755,0.9657246615581992
"Indiana",4662498,16,291406,6128,2.1480801183407063
"Iowa",2757537,10,275754,-9524,-3.338497886272338
"Kansas",2178611,8,272326,-12952,-4.540132782759273
"Kentucky",3038156,11,276196,-9082,-3.183561298102202
"Louisiana",3257022,11,296093,10815,3.7910389164253813
"Maine",969265,3,323088,37810,13.253738458626321
"Maryland",3100689,11,281881,-3397,-1.1907683031989849
"Massachusetts",5148578,18,286032,754,0.2643035915843493
"Michigan",7823194,28,279400,-5878,-2.060446301502394
"Minnesota",3413864,12,284489,-789,-0.276572325941713
"Mississippi",2178141,8,272268,-13010,-4.560463828265761
"Missouri",4319813,15,287988,2710,0.9499505745273032
"Montana",674767,2,337384,52106,18.264990640708362
"Nebraska",1411330,5,282266,-3012,-1.0558122252679842
"Nevada",285278,1,285278,0,0.0
"New Hampshire",606921,2,303460,18182,6.373432231016762
"New Jersey",6066782,21,288894,3616,1.2675355267493462
"New Mexico",951023,3,317008,31730,11.122484033118573
"New York",16782304,59,284446,-832,-0.2916453424379027
"North Carolina",4556155,16,284760,-518,-0.18157726848898267
"North Dakota",632446,2,316223,30945,10.847313848246271
"Ohio",9706397,34,285482,204,0.07150919454006267
"Oklahoma",2328284,8,291036,5758,2.0183820694200043
"Oregon",1768687,6,294781,9503,3.3311366456579194
"Pennsylvania",11319366,40,282984,-2294,-0.8041279033083518
"Rhode Island",859488,3,286496,1218,0.42695195563625654
"South Carolina",2382594,8,297824,12546,4.3978154642138545
"South Dakota",680514,2,340257,54979,19.272078463814243
"Tennessee",3567089,13,274391,-10887,-3.816277455674815
"Texas",9579677,34,281755,-3523,-1.234935746885494
"Utah",890627,3,296876,11598,4.065508030762975
"Vermont",389881,1,389881,104603,36.66704057095184
"Virginia",3966949,14,283354,-1924,-0.6744298543876499
"Washington",2853214,10,285321,43,0.015073016496189681
"West Virginia",1860421,7,265774,-19504,-6.836839854457757
"Wisconsin",3951777,14,282270,-3008,-1.0544100841985713
"Wyoming",330066,1,330066,44788,15.69977355421729
"TOTAL",177700280,623,285233,-45,-0.01577408703089618
