"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",2646242,31,85363,-1027,-1.1887949994212292
"Arizona",389375,5,77875,-8515,-9.856464868619053
"Arkansas",1854444,21,88307,1917,2.2190068294941545
"California",5668241,66,85882,-508,-0.5880310221090405
"Colorado",1034849,12,86237,-153,-0.17710383146197478
"Connecticut",1606897,19,84574,-1816,-2.1020951499016087
"Delaware",238380,3,79460,-6930,-8.021761777983563
"Florida",1468191,17,86364,-26,-0.030096075934714667
"Georgia",2908446,34,85543,-847,-0.9804375506424354
"Idaho",441536,5,88307,1917,2.2190068294941545
"Illinois",7630388,88,86709,319,0.3692557008913069
"Indiana",3238480,37,87526,1136,1.3149670100706101
"Iowa",2470420,29,85187,-1203,-1.3925222826716055
"Kansas",1879498,22,85432,-958,-1.108924644056025
"Kentucky",2614575,30,87152,762,0.8820465331635605
"Louisiana",2101593,24,87566,1176,1.3612686653547863
"Maine",797418,9,88602,2212,2.5604815372149554
"Maryland",1631522,19,85870,-520,-0.6019215186942933
"Massachusetts",4249598,49,86726,336,0.3889339043870818
"Michigan",4842052,56,86465,75,0.08681560365783077
"Minnesota",2551583,29,87986,1596,1.8474360458386387
"Mississippi",2008154,23,87311,921,1.0660956129181618
"Missouri",3629110,42,86407,17,0.019678203495774975
"Montana",524729,6,87455,1065,1.2327815719411968
"Nebraska",1375123,16,85945,-445,-0.5151059150364625
"Nevada",86390,1,86390,0,0.0
"New Hampshire",465292,5,93058,6668,7.7184859358722075
"New Jersey",4041319,47,85986,-404,-0.4676467183701818
"New Mexico",395982,5,79196,-7194,-8.327352702859127
"New York",12587967,146,86219,-171,-0.19793957633985415
"North Carolina",3167274,37,85602,-788,-0.9121426090982753
"North Dakota",673340,8,84168,-2222,-2.5720569510359996
"Ohio",6646633,77,86320,-70,-0.08102789674730872
"Oklahoma",2382222,28,85079,-1311,-1.5175367519388818
"Oregon",950379,11,86398,8,0.009260331056835281
"Pennsylvania",9631299,111,86768,378,0.43755064243546704
"Rhode Island",687497,8,85937,-453,-0.5243662460932978
"South Carolina",1738760,20,86938,548,0.6343326773932169
"South Dakota",673005,8,84126,-2264,-2.6206736890843847
"Tennessee",2616497,30,87217,827,0.9572867230003473
"Texas",5824601,67,86934,544,0.6297025118647992
"Utah",505741,6,84290,-2100,-2.4308369024192618
"Vermont",359611,4,89903,3513,4.066442875332793
"Virginia",2421829,28,86494,104,0.12038430373885867
"Washington",1552423,18,86246,-144,-0.1666859590230351
"West Virginia",1729199,20,86460,70,0.08102789674730872
"Wisconsin",2931721,34,86227,-163,-0.18867924528301888
"Wyoming",223630,3,74543,-11847,-13.713392753790949
"TOTAL",122093455,1414,86346,-44,-0.05093182081259404
