"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",3061743,19,161144,1061,0.6627811822617018
"Arizona",749587,5,149917,-10166,-6.3504557011050515
"Arkansas",1909511,12,159126,-957,-0.5978148835291692
"California",10586223,66,160397,314,0.19614824809630005
"Colorado",1325089,8,165636,5553,3.4688255467476248
"Connecticut",2007280,13,154406,-5677,-3.5462853644671823
"Delaware",318085,2,159042,-1041,-0.6502876632746762
"Florida",2771305,17,163018,2935,1.8334239113459894
"Georgia",3444578,21,164028,3945,2.464346620190776
"Idaho",588637,4,147159,-12924,-8.073311969415865
"Illinois",8712176,54,161337,1254,0.7833436404864976
"Indiana",3934224,25,157369,-2714,-1.6953705265393577
"Iowa",2621073,16,163817,3734,2.3325399948776573
"Kansas",1905299,12,158775,-1308,-0.8170761417514664
"Kentucky",2944806,18,163600,3517,2.196985313868431
"Louisiana",2683516,17,157854,-2229,-1.39240269110399
"Maine",913774,6,152296,-7787,-4.864351617598371
"Maryland",2343001,15,156200,-3883,-2.425616711330997
"Massachusetts",4690514,29,161742,1659,1.0363373999737637
"Michigan",6371766,40,159294,-789,-0.4928693240381552
"Minnesota",2982483,19,156973,-3110,-1.942742202482462
"Mississippi",2178914,14,155637,-4446,-2.7773092708157643
"Missouri",3954653,25,158186,-1897,-1.1850102759193668
"Montana",591024,4,147756,-12327,-7.700380427653155
"Nebraska",1325510,8,165689,5606,3.501933372063242
"Nevada",160083,1,160083,0,0.0
"New Hampshire",533242,3,177747,17664,11.034275969340905
"New Jersey",4835329,30,161178,1095,0.6840201645396451
"New Mexico",681187,4,170297,10214,6.380440146673913
"New York",14830192,93,159464,-619,-0.38667441264843866
"North Carolina",4061929,25,162477,2394,1.49547422274695
"North Dakota",619636,4,154909,-5174,-3.232073361943492
"Ohio",7946627,50,158933,-1150,-0.7183773417539652
"Oklahoma",2233351,14,159525,-558,-0.3485691797380109
"Oregon",1521341,10,152134,-7949,-4.965549121393277
"Pennsylvania",10498012,65,161508,1425,0.8901632278255655
"Rhode Island",791896,5,158379,-1704,-1.0644478176945709
"South Carolina",2117027,13,162848,2765,1.7272289999562727
"South Dakota",652740,4,163185,3102,1.937744794887652
"Tennessee",3291718,21,156748,-3335,-2.083294291086499
"Texas",7711194,48,160650,567,0.3541912632821724
"Utah",688862,4,172216,12133,7.579193293479007
"Vermont",377747,2,188874,28791,17.98504525777253
"Virginia",3318680,21,158032,-2051,-1.281210372119463
"Washington",2378963,15,158598,-1485,-0.927643784786642
"West Virginia",2005552,13,154273,-5810,-3.629367265730902
"Wisconsin",3434575,21,163551,3468,2.1663761923502185
"Wyoming",290529,2,145264,-14819,-9.25707289343653
"TOTAL",149895183,937,159974,-109,-0.06808967847928887
