"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",2138093,33,64791,435,0.6759276524333395
"Arkansas",1574449,24,65602,1246,1.9361054136366462
"California",2376561,37,64231,-125,-0.19423208403256884
"Colorado",798572,12,66548,2192,3.406053825595127
"Connecticut",1114756,17,65574,1218,1.8925974268133507
"Delaware",202322,3,67441,3085,4.793647833923799
"Florida",752619,12,62718,-1638,-2.545217229162782
"Georgia",2609121,41,63637,-719,-1.1172229473553361
"Idaho",323440,5,64688,332,0.5158804151905028
"Illinois",5638591,88,64075,-281,-0.43663372490521474
"Indiana",2700876,42,64307,-49,-0.07613897694076699
"Iowa",2224771,35,63565,-791,-1.2291006277580956
"Kansas",1690949,26,65036,680,1.0566225371371745
"Kentucky",2289905,36,63608,-748,-1.162284790850892
"Louisiana",1656388,26,63707,-649,-1.0084529802970974
"Maine",742371,12,61864,-2492,-3.8722108272732925
"Maryland",1295346,20,64767,411,0.6386350922990863
"Massachusetts",3366416,52,64739,383,0.595127105475791
"Michigan",2810173,44,63868,-488,-0.7582820560631487
"Minnesota",2074376,32,64824,468,0.7272049226179378
"Mississippi",1797114,28,64183,-173,-0.2688172043010753
"Missouri",3293335,51,64575,219,0.3402946112250606
"Montana",366338,6,61056,-3300,-5.127727018459817
"Nebraska",1192214,19,62748,-1608,-2.4986015289949655
"Nevada",80293,1,80293,15937,24.763813785816396
"New Hampshire",430572,7,61510,-2846,-4.422276089253527
"New Jersey",2537167,39,65056,700,1.0876996705823854
"New York",9108934,141,64602,246,0.38224874137609544
"North Carolina",2206287,34,64891,535,0.8313133196593946
"North Dakota",574403,9,63823,-533,-0.8282056063148736
"Ohio",4767121,74,64421,65,0.1010006836969358
"Oklahoma",1657155,26,63737,-619,-0.9618372801292808
"Oregon",672765,10,67276,2920,4.537261483000808
"Pennsylvania",7665111,119,64413,57,0.08856983031885139
"Rhode Island",542610,8,67826,3470,5.391882652744111
"South Carolina",1515400,24,63142,-1214,-1.8863820001243086
"South Dakota",575676,9,63964,-392,-0.6091118155261359
"Tennessee",2184789,34,64258,-98,-0.15227795388153398
"Texas",3896542,61,63878,-478,-0.7427434893405432
"Utah",371864,6,61977,-2379,-3.69662502330785
"Vermont",355956,6,59326,-5030,-7.81589906147057
"Virginia",2061612,32,64425,69,0.107216110385978
"Washington",1140134,18,63341,-1015,-1.577164522344459
"West Virginia",1221119,19,64269,-87,-0.1351855304866679
"Wisconsin",2332853,36,64801,445,0.6914662191559451
"Wyoming",144658,2,72329,7973,12.38889924793337
"Arizona",180225,3,60075,-4281,-6.652060413947418
"New Mexico",316983,5,63397,-959,-1.490148548697868
"Alaska",64356,1,64356,0,0.0
"Hawaii",191909,3,63970,-386,-0.5997886754925725
"District of Columbia",331069,5,66214,1858,2.887065697060103
"Puerto Rico",1118012,17,65765,1409,2.189384051215116
"TOTAL",93274671,1450,64327,-29,-0.04506184349555597
