"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",3475885,10,347588,-1089,-0.3123234397450936
"Alaska",304067,1,304067,-44610,-12.79407589258827
"Arizona",1787620,5,357524,8847,2.5373052997473304
"Arkansas",1942303,6,323717,-24960,-7.158487654763578
"California",20098863,58,346532,-2145,-0.615182532831245
"Colorado",2226771,6,371128,22451,6.438910510300364
"Connecticut",3050693,9,338966,-9711,-2.7850991031814547
"Delaware",551928,2,275964,-72713,-20.853970867020195
"Florida",6855702,20,342785,-5892,-1.6898160761965944
"Georgia",4627306,13,355947,7270,2.0850242488033337
"Hawaii",784901,2,392450,43773,12.554025645511462
"Idaho",719921,2,359960,11283,3.23594616220743
"Illinois",11184320,32,349510,833,0.23890305354239022
"Indiana",5228156,15,348544,-133,-0.03814418501937323
"Iowa",2846920,8,355865,7188,2.0615067813477803
"Kansas",2265846,7,323692,-24985,-7.165657614353685
"Kentucky",3246481,9,360720,12043,3.4539129337467056
"Louisiana",3672008,11,333819,-14858,-4.261250383592838
"Maine",1006320,3,335440,-13237,-3.7963502037702517
"Maryland",3953698,11,359427,10750,3.0830826237463325
"Massachusetts",5726676,16,357917,9240,2.6500170645038246
"Michigan",8937196,26,343738,-4939,-1.4164972166216871
"Minnesota",3833173,11,348470,-207,-0.05936726540609217
"Mississippi",2233848,6,372308,23631,6.777332602953449
"Missouri",4718034,14,337002,-11675,-3.3483711285803195
"Montana",701573,2,350786,2109,0.6048577910214897
"Nebraska",1496820,4,374205,25528,7.321389136650826
"Nevada",492396,1,492396,143719,41.218376893227834
"New Hampshire",746284,2,373142,24465,7.016522454879444
"New Jersey",7208035,21,343240,-5437,-1.5593228116566336
"New Mexico",1026664,3,342221,-6456,-1.8515703645494253
"New York",18338055,52,352655,3978,1.1408839699779452
"North Carolina",5125230,15,341682,-6995,-2.0061546933121486
"North Dakota",624181,2,312090,-36587,-10.49309246093089
"Ohio",10730200,31,346135,-2542,-0.729041491122156
"Oklahoma",2585486,7,369355,20678,5.930416976169922
"Oregon",2110810,6,351802,3125,0.8962449487634687
"Pennsylvania",11884314,34,349539,862,0.24722020666691522
"Rhode Island",957798,3,319266,-29411,-8.435027260186361
"South Carolina",2617320,8,327165,-21512,-6.169606828095916
"South Dakota",673247,2,336624,-12053,-3.456780917582748
"Tennessee",3961060,11,360096,11419,3.274950742377616
"Texas",11298787,32,353087,4410,1.264780871695007
"Utah",1067810,3,355937,7260,2.0821562649672907
"Vermont",448327,1,448327,99650,28.579458926169494
"Virginia",4690742,13,360826,12149,3.4843135624087624
"Washington",3443487,10,344349,-4328,-1.2412634042394537
"West Virginia",1763331,5,352666,3989,1.1440387521975925
"Wisconsin",4447013,13,342078,-6599,-1.8925825334048418
"Wyoming",335719,1,335719,-12958,-3.716333454744649
"Puerto Rico",2712033,8,339004,-9673,-2.774200764604491
"TOTAL",206765358,593,348677,0,0.0
