"AREA","APPORTIONMENT_POPULATION","SEATS","POPULATION_PER_SEAT","POPULATION_PER_SEAT_DEVIANCE","POPULATION_PER_SEAT_DEVIANCE_PERCENTAGE"
"Alabama",4062608,10,406261,7296,1.8287318436454325
"Alaska",551947,1,551947,152982,38.34471695512138
"Arizona",3677985,9,408665,9700,2.4312909653729022
"Arkansas",2362239,6,393706,-5259,-1.3181607409171232
"California",29839250,75,397857,-1108,-0.2777185968693996
"Colorado",3307912,8,413489,14524,3.6404195856779418
"Connecticut",3295669,8,411959,12994,3.256927299387164
"Delaware",668696,2,334348,-64617,-16.1961575576805
"Florida",13003362,33,394041,-4924,-1.234193475618162
"Georgia",6508419,16,406776,7811,1.9578158485080144
"Hawaii",1115274,3,371758,-27207,-6.8193951850412935
"Idaho",1011986,3,337329,-61636,-15.44897422079631
"Illinois",11466682,29,395403,-3562,-0.8928101462534307
"Indiana",5564228,14,397445,-1520,-0.38098580075946514
"Iowa",2787424,7,398203,-762,-0.19099419748599503
"Kansas",2485600,6,414267,15302,3.8354241600140364
"Kentucky",3698969,9,410997,12032,3.0158033912749236
"Louisiana",4238216,11,385292,-13673,-3.4271176669632677
"Maine",1233223,3,411074,12109,3.035103329866028
"Maryland",4798622,12,399885,920,0.2305966688807289
"Massachusetts",6029051,15,401937,2972,0.7449274999060068
"Michigan",9328784,23,405599,6634,1.6628025014725605
"Minnesota",4387029,11,398821,-144,-0.03609339165089669
"Mississippi",2586443,6,431074,32109,8.04807439249057
"Missouri",5137804,13,395216,-3749,-0.9396814256889702
"Montana",803655,2,401828,2863,0.7176068076147031
"Nebraska",1584617,4,396154,-2811,-0.7045730828518793
"Nevada",1206152,3,402051,3086,0.7735014349629666
"New Hampshire",1113915,3,371305,-27660,-6.93293897960974
"New Jersey",7748634,19,407823,8858,2.220244883636409
"New Mexico",1521779,4,380445,-18520,-4.642011203990324
"New York",18044505,45,400989,2024,0.5073126715376035
"North Carolina",6657630,17,391625,-7340,-1.8397603799832067
"North Dakota",641364,2,320682,-78283,-19.62152068477185
"Ohio",10887325,27,403234,4269,1.0700186733172083
"Oklahoma",3157604,8,394700,-4265,-1.0690160791046832
"Oregon",2853733,7,407676,8711,2.1833995463261187
"Pennsylvania",11924710,30,397490,-1475,-0.3697066158685599
"Rhode Island",1005984,3,335328,-63637,-15.950521975611895
"South Carolina",3505707,9,389523,-9442,-2.366623638665046
"South Dakota",699999,2,350000,-48965,-12.273006404070532
"Tennessee",4896641,12,408053,9088,2.2778940508565912
"Texas",17059805,43,396740,-2225,-0.5576930307169802
"Utah",1727784,4,431946,32981,8.266639930820999
"Vermont",564964,1,564964,165999,41.60740917123056
"Virginia",6216568,16,388536,-10429,-2.614013760605567
"Washington",4887941,12,407328,8363,2.0961738498364517
"West Virginia",1801625,5,360325,-38640,-9.685060092990613
"Wisconsin",4906745,12,408895,9930,2.488940132593085
"Wyoming",455975,1,455975,57010,14.289474014011255
"Puerto Rico",3522037,9,391337,-7628,-1.911947163285
"TOTAL",252544820,633,398965,0,0.0
